,State_Code,District_code,Area_name,Type,Age_grp,Total_Person,Total_Male,Total_Female,Illiterate_Person,Illiterate_Male,Illiterate_Female,Literate_Person,Literate_Male,Literate_Female,Literate but below primary_Person,Literate but below primary_Male,Literate but below primary_Female,Primary but below middle_Person,Primary but below middle_Male,Primary but below middle_Female,Middle but below matric/secondary_Person,Middle but below matric/secondary_Male,Middle but below matric/secondary_Female,Matric/Secondary but below graduate_Person,Matric/Secondary but below graduate_Male,Matric/Secondary but below graduate_Female,Graduate and above_Person,Graduate and above_Male,Graduate and above_Female
747,08,000,State - RAJASTHAN,Rural,25-29,3832693,1981853,1850840,1410165,337349,1072816,2422528,1644504,778024,210959,111904,99055,708848,437017,271831,586226,419039,167187,462563,354025,108538,280286,214388,65898
748,08,000,State - RAJASTHAN,Rural,30-34,3412817,1716111,1696706,1540730,386658,1154072,1872087,1329453,542634,190395,105347,85048,547779,351135,196644,463873,354223,109650,350376,284780,65596,175324,143762,31562
749,08,000,State - RAJASTHAN,Rural,35-39,3130395,1585834,1544561,1632144,456634,1175510,1498251,1129200,369051,167380,101068,66312,433392,297127,136265,371413,303323,68090,285291,245875,39416,116139,101309,14830
750,08,000,State - RAJASTHAN,Rural,40-44,2704801,1390594,1314207,1585042,513986,1071056,1119759,876608,243151,142723,95057,47666,322770,231941,90829,258136,217660,40476,214105,191819,22286,79714,72315,7399
751,08,000,State - RAJASTHAN,Rural,45-49,2265671,1150068,1115603,1449722,493627,956095,815949,656441,159508,119445,85716,33729,246036,186354,59682,167820,144395,23425,144648,132572,12076,55834,52080,3754
752,08,000,State - RAJASTHAN,Rural,50-54,1817629,968094,849535,1217406,470047,747359,600223,498047,102176,96256,73841,22415,193252,154049,39203,116426,102813,13613,95616,89150,6466,35388,33431,1957
753,08,000,State - RAJASTHAN,Rural,55-59,1383879,668669,715210,980435,334733,645702,403444,333936,69508,68736,52684,16052,131135,105142,25993,72209,64102,8107,65098,61512,3586,20651,19614,1037
754,08,000,State - RAJASTHAN,Rural,60-64,1343329,666272,677057,1013789,389716,624073,329540,276556,52984,64840,52108,12732,111047,91488,19559,50487,45152,5335,48658,46631,2027,12929,12408,521
755,08,000,State - RAJASTHAN,Rural,65-69,971320,448876,522444,763986,276436,487550,207334,172440,34894,45237,37097,8140,67571,56250,11321,27973,24339,3634,30221,27988,2233,7896,7604,292
756,08,000,State - RAJASTHAN,Rural,70-74,795430,382456,412974,659162,266345,392817,136268,116111,20157,34403,29587,4816,43744,37941,5803,15049,13519,1530,15503,14722,781,5080,4860,220
757,08,000,State - RAJASTHAN,Rural,75-79,364642,162014,202628,305822,112624,193198,58820,49390,9430,16069,13650,2419,18588,16121,2467,5924,5344,580,5885,5488,397,2018,1933,85
758,08,000,State - RAJASTHAN,Rural,80+,449071,193050,256021,380961,139377,241584,68110,53673,14437,17367,14479,2888,21190,17207,3983,7992,6385,1607,6657,5566,1091,2135,1851,284
759,08,000,State - RAJASTHAN,Rural,Age not stated,214487,108656,105831,97746,35917,61829,116741,72739,44002,24082,13102,10980,28050,16254,11796,19364,12811,6553,17924,12623,5301,6071,4590,1481
760,08,000,State - RAJASTHAN,Urban,All ages,17048085,8909250,8138835,5244589,2125427,3119162,11803496,6783823,5019673,1733006,916726,816280,2467587,1293721,1173866,2080749,1195659,885090,3009623,1878758,1130865,1932468,1181235,751233
761,08,000,State - RAJASTHAN,Urban,0-6,2234621,1192577,1042044,2234621,1192577,1042044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
762,08,000,State - RAJASTHAN,Urban,7,335558,178280,157278,84785,42727,42058,250773,135553,115220,243324,131073,112251,0,0,0,0,0,0,0,0,0,0,0,0
763,08,000,State - RAJASTHAN,Urban,8,366326,196241,170085,51968,24892,27076,314358,171349,143009,308440,167767,140673,0,0,0,0,0,0,0,0,0,0,0,0
764,08,000,State - RAJASTHAN,Urban,9,311100,167638,143462,31775,15077,16698,279325,152561,126764,231628,126976,104652,43034,22741,20293,0,0,0,0,0,0,0,0,0
765,08,000,State - RAJASTHAN,Urban,10,417409,225969,191440,46287,21797,24490,371122,204172,166950,228525,126893,101632,136471,73527,62944,0,0,0,0,0,0,0,0,0
766,08,000,State - RAJASTHAN,Urban,11,338874,181584,157290,26997,12232,14765,311877,169352,142525,106965,58519,48446,199927,107792,92135,0,0,0,0,0,0,0,0,0
767,08,000,State - RAJASTHAN,Urban,12,385277,207029,178248,33950,15096,18854,351327,191933,159394,69758,38220,31538,221606,121100,100506,54022,29145,24877,0,0,0,0,0,0
768,08,000,State - RAJASTHAN,Urban,13,346493,181740,164753,27645,11440,16205,318848,170300,148548,34211,17927,16284,165422,89147,76275,113860,60136,53724,0,0,0,0,0,0
769,08,000,State - RAJASTHAN,Urban,14,355276,187642,167634,29394,12062,17332,325882,175580,150302,21569,11111,10458,106614,57589,49025,191758,103582,88176,0,0,0,0,0,0
770,08,000,State - RAJASTHAN,Urban,15,378389,203225,175164,36316,15465,20851,342073,187760,154313,17687,9301,8386,76120,40766,35354,138779,77802,60977,102094,55730,46364,0,0,0
771,08,000,State - RAJASTHAN,Urban,16,365299,194995,170304,34268,14358,19910,331031,180637,150394,14338,7258,7080,55753,28631,27122,92224,51723,40501,160583,88567,72016,0,0,0
772,08,000,State - RAJASTHAN,Urban,17,326204,175607,150597,28325,11642,16683,297879,163965,133914,11008,5552,5456,41932,21578,20354,57741,32157,25584,178846,99996,78850,0,0,0
773,08,000,State - RAJASTHAN,Urban,18,430879,231053,199826,50297,19987,30310,380582,211066,169516,16406,8488,7918,60163,31528,28635,67316,37502,29814,223472,126214,97258,0,0,0
774,08,000,State - RAJASTHAN,Urban,19,316311,166911,149400,32003,11294,20709,284308,155617,128691,10652,5310,5342,38982,19891,19091,44933,24311,20622,179474,100433,79041,0,0,0
775,08,000,State - RAJASTHAN,Urban,20-24,1743733,905809,837924,233899,75971,157928,1509834,829838,679996,59580,29453,30127,234720,120618,114102,259921,145470,114451,520633,305770,214863,363689,189977,173712
776,08,000,State - RAJASTHAN,Urban,25-29,1515804,781206,734598,253997,73271,180726,1261807,707935,553872,51418,23288,28130,198519,101167,97352,223645,129529,94116,320372,197512,122860,391644,215115,176529
777,08,000,State - RAJASTHAN,Urban,30-34,1309866,668458,641408,272979,73317,199662,1036887,595141,441746,48718,21452,27266,167718,84032,83686,187255,111199,76056,279826,177518,102308,288613,166193,122420
778,08,000,State - RAJASTHAN,Urban,35-39,1204169,615956,588213,296410,80034,216376,907759,535922,371837,46893,21514,25379,156056,79511,76545,168999,102504,66495,254818,166026,88792,222702,135089,87613
779,08,000,State - RAJASTHAN,Urban,40-44,1030554,536322,494232,281304,80424,200880,749250,455898,293352,41571,20089,21482,129941,66768,63173,134824,82016,52808,210915,141621,69294,182439,118602,63837
780,08,000,State - RAJASTHAN,Urban,45-49,879733,458444,421289,255496,71594,183902,624237,386850,237387,37624,18721,18903,113800,58582,55218,107735,64838,42897,170154,116297,53857,152414,105261,47153
781,08,000,State - RAJASTHAN,Urban,50-54,699179,376913,322266,209134,63251,145883,490045,313662,176383,31271,16210,15061,93466,49891,43575,81831,50041,31790,129883,91901,37982,119743,86652,33091
782,08,000,State - RAJASTHAN,Urban,55-59,513570,267197,246373,161486,41440,120046,352084,225757,126327,24091,11639,12452,67780,34205,33575,55776,33387,22389,96477,70540,25937,83095,62298,20797
783,08,000,State - RAJASTHAN,Urban,60-64,426810,217752,209058,160602,45462,115140,266208,172290,93918,22539,11268,11271,57340,29544,27796,40159,23594,16565,72220,54971,17249,53747,41815,11932
784,08,000,State - RAJASTHAN,Urban,65-69,289056,140595,148461,120003,31032,88971,169053,109563,59490,17377,8513,8864,37690,19099,18591,23818,14037,9781,46405,36198,10207,29894,24333,5561
785,08,000,State - RAJASTHAN,Urban,70-74,221485,107555,113930,105957,30003,75954,115528,77552,37976,14302,7638,6664,27370,15287,12083,14898,9261,5637,28562,22981,5581,19774,16637,3137
786,08,000,State - RAJASTHAN,Urban,75-79,113013,54002,59011,52369,13336,39033,60644,40666,19978,8510,4479,4031,14460,7912,6548,7520,4770,2750,13916,11446,2470,10378,8986,1392
787,08,000,State - RAJASTHAN,Urban,80+,137982,59691,78291,75935,19426,56509,62047,40265,21782,9725,5480,4245,16277,9520,6757,8179,5434,2745,12202,9470,2732,8587,6820,1767
788,08,000,State - RAJASTHAN,Urban,Age not stated,55115,28859,26256,16387,6220,10167,38728,22639,16089,4876,2587,2289,6426,3295,3131,5556,3221,2335,8771,5567,3204,5749,3457,2292
789,09,000,State - UTTAR PRADESH,Total,All ages,199812341,104480510,95331831,85414786,36245546,49169240,114397555,68234964,46162591,21424480,11763367,9661113,27798792,15505178,12293614,23122728,14276668,8846060,26270147,16809553,9460594,9919838,6378138,3541700
790,09,000,State - UTTAR PRADESH,Total,0-6,30791331,16185581,14605750,30791331,16185581,14605750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
791,09,000,State - UTTAR PRADESH,Total,7,4783808,2516369,2267439,1445315,725690,719625,3338493,1790679,1547814,3207954,1712411,1495543,0,0,0,0,0,0,0,0,0,0,0,0
792,09,000,State - UTTAR PRADESH,Total,8,5514540,2915118,2599422,1070126,527798,542328,4444414,2387320,2057094,4332152,2321397,2010755,0,0,0,0,0,0,0,0,0,0,0,0
793,09,000,State - UTTAR PRADESH,Total,9,4348706,2293737,2054969,649205,316578,332627,3699501,1977159,1722342,3110016,1662183,1447833,504973,265408,239565,0,0,0,0,0,0,0,0,0
794,09,000,State - UTTAR PRADESH,Total,10,6347278,3397755,2949523,952884,468574,484310,5394394,2929181,2465213,3668611,2000350,1668261,1608592,859041,749551,0,0,0,0,0,0,0,0,0
795,09,000,State - UTTAR PRADESH,Total,11,4559292,2425324,2133968,543506,260240,283266,4015786,2165084,1850702,1708289,934369,773920,2224071,1181833,1042238,0,0,0,0,0,0,0,0,0
796,09,000,State - UTTAR PRADESH,Total,12,5559995,2961012,2598983,634196,297942,336254,4925799,2663070,2262729,1253637,692399,561238,2983546,1594969,1388577,592207,319792,272415,0,0,0,0,0,0
797,09,000,State - UTTAR PRADESH,Total,13,4432612,2301450,2131162,474140,212818,261322,3958472,2088632,1869840,561535,306329,255206,2218899,1160369,1058530,1099213,577387,521826,0,0,0,0,0,0
798,09,000,State - UTTAR PRADESH,Total,14,4970704,2593613,2377091,581996,259613,322383,4388708,2334000,2054708,362865,198746,164119,1771762,933156,838606,2158098,1148296,1009802,0,0,0,0,0,0
799,09,000,State - UTTAR PRADESH,Total,15,5187609,2760508,2427101,700868,321769,379099,4486741,2438739,2048002,251927,141362,110565,1287740,695352,592388,1800467,987391,813076,1033382,549826,483556,0,0,0
800,09,000,State - UTTAR PRADESH,Total,16,4953132,2591691,2361441,687558,302979,384579,4265574,2288712,1976862,183209,101261,81948,919357,485684,433673,1424931,783588,641343,1620297,852040,768257,0,0,0
801,09,000,State - UTTAR PRADESH,Total,17,3885778,2058384,1827394,536536,230927,305609,3349242,1827457,1521785,113430,63626,49804,569139,305726,263413,867810,493226,374584,1697578,907157,790421,0,0,0
802,09,000,State - UTTAR PRADESH,Total,18,5594440,3063915,2530525,950233,407326,542907,4644207,2656589,1987618,154409,90937,63472,811714,462187,349527,1112716,671985,440731,2402337,1336097,1066240,0,0,0
803,09,000,State - UTTAR PRADESH,Total,19,3419421,1833075,1586346,593728,230475,363253,2825693,1602600,1223093,88031,50897,37134,440947,245440,195507,595148,355764,239384,1589249,885549,703700,0,0,0
804,09,000,State - UTTAR PRADESH,Total,20-24,17578648,9405485,8173163,4015229,1409787,2605442,13563419,7995698,5567721,417792,244205,173587,2309912,1299258,1010654,2917943,1798258,1119685,5022234,3034314,1987920,2234578,1236619,997959
805,09,000,State - UTTAR PRADESH,Total,25-29,14579829,7466367,7113462,4606563,1451516,3155047,9973266,6014851,3958415,303002,170627,132375,1830253,1006494,823759,2393398,1515683,877715,2703765,1719178,984587,2074716,1215292,859424
806,09,000,State - UTTAR PRADESH,Total,30-34,12954682,6431401,6523281,4992341,1524785,3467556,7962341,4906616,3055725,274153,152495,121658,1582012,861703,720309,1942199,1242240,699959,2168528,1429798,738730,1432191,894926,537265
807,09,000,State - UTTAR PRADESH,Total,35-39,12556222,6401231,6154991,5405391,1741651,3663740,7150831,4659580,2491251,255602,150056,105546,1477455,842357,635098,1714085,1148303,565782,2093564,1480433,613131,1080682,721489,359193
808,09,000,State - UTTAR PRADESH,Total,40-44,10231402,5395162,4836240,4731361,1657418,3073943,5500041,3737744,1762297,202831,125349,77482,1178333,699129,479204,1254382,867832,386550,1636528,1219211,417317,805191,565086,240105
809,09,000,State - UTTAR PRADESH,Total,45-49,8449777,4382148,4067629,4133452,1394811,2738641,4316325,2987337,1328988,164644,103179,61465,960102,574129,385973,930978,655766,275212,1251865,955938,295927,666946,488244,178702
810,09,000,State - UTTAR PRADESH,Total,50-54,6587023,3571917,3015106,3334928,1244378,2090550,3252095,2327539,924556,131003,86393,44610,750736,466731,284005,663325,480879,182446,910108,720149,189959,532511,404492,128019
811,09,000,State - UTTAR PRADESH,Total,55-59,5464146,2626201,2837945,3052149,919781,2132368,2411997,1706420,705577,106894,66756,40138,580587,345239,235348,473187,340722,132465,651971,522643,129328,392394,307116,85278
812,09,000,State - UTTAR PRADESH,Total,60-64,5705191,2968771,2736420,3520257,1338395,2181862,2184934,1630376,554558,135288,94304,40984,622397,418875,203522,424389,327773,96616,529631,442847,86784,263821,212939,50882
813,09,000,State - UTTAR PRADESH,Total,65-69,3839969,1958472,1881497,2464236,925447,1538789,1375733,1033025,342708,94756,68283,26473,401808,279289,122519,256337,196585,59752,338736,280456,58280,145725,120731,24994
814,09,000,State - UTTAR PRADESH,Total,70-74,2832368,1535092,1297276,1905528,812415,1093113,926840,722677,204163,76949,58469,18480,286861,211663,75198,162570,131212,31358,209531,180281,29250,88609,74125,14484
815,09,000,State - UTTAR PRADESH,Total,75-79,1249892,638877,611015,834470,324568,509902,415422,314309,101113,37727,28497,9230,123206,87770,35436,72169,56145,16024,94564,78695,15869,40543,33844,6699
816,09,000,State - UTTAR PRADESH,Total,80+,1812484,935921,876563,1170668,484323,686345,641816,451598,190218,64174,48246,15928,183213,127104,56109,120166,86582,33584,132541,97193,35348,65762,45520,20242
817,09,000,State - UTTAR PRADESH,Total,Age not stated,1622062,865933,756129,636591,267961,368630,985471,597972,387499,163600,90241,73359,171177,96272,74905,147010,91259,55751,183738,117748,65990,96169,57715,38454
818,09,000,State - UTTAR PRADESH,Rural,All ages,155317278,80992995,74324283,70032598,29199307,40833291,85284680,51793688,33490992,17578607,9646918,7931689,22391245,12594860,9796385,18300002,11539043,6760959,18176802,12118271,6058531,4654942,3344339,1310603
819,09,000,State - UTTAR PRADESH,Rural,0-6,25040583,13135595,11904988,25040583,13135595,11904988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820,09,000,State - UTTAR PRADESH,Rural,7,3860414,2027496,1832918,1151707,575936,575771,2708707,1451560,1257147,2607542,1390966,1216576,0,0,0,0,0,0,0,0,0,0,0,0
821,09,000,State - UTTAR PRADESH,Rural,8,4513772,2380288,2133484,836501,409046,427455,3677271,1971242,1706029,3589410,1920052,1669358,0,0,0,0,0,0,0,0,0,0,0,0
822,09,000,State - UTTAR PRADESH,Rural,9,3503910,1841587,1662323,489613,235152,254461,3014297,1606435,1407862,2568495,1368484,1200011,381656,200560,181096,0,0,0,0,0,0,0,0,0
823,09,000,State - UTTAR PRADESH,Rural,10,5169860,2759258,2410602,725220,351273,373947,4444640,2407985,2036655,3085388,1676714,1408674,1268804,677739,591065,0,0,0,0,0,0,0,0,0
824,09,000,State - UTTAR PRADESH,Rural,11,3641991,1931080,1710911,398195,185758,212437,3243796,1745322,1498474,1414933,770535,644398,1766193,938327,827866,0,0,0,0,0,0,0,0,0
825,09,000,State - UTTAR PRADESH,Rural,12,4490182,2386413,2103769,465319,210627,254692,4024863,2175786,1849077,1044731,575188,469543,2473415,1320582,1152833,433085,237703,195382,0,0,0,0,0,0
826,09,000,State - UTTAR PRADESH,Rural,13,3531480,1831197,1700283,342531,146840,195691,3188949,1684357,1504592,460100,250099,210001,1849766,965071,884695,819675,435969,383706,0,0,0,0,0,0
827,09,000,State - UTTAR PRADESH,Rural,14,3940427,2054374,1886053,420689,179261,241428,3519738,1875113,1644625,293340,159629,133711,1487703,780885,706818,1665985,894240,771745,0,0,0,0,0,0
828,09,000,State - UTTAR PRADESH,Rural,15,4118163,2194591,1923572,523597,231767,291830,3594566,1962824,1631742,203343,113340,90003,1085401,584934,500467,1474688,810998,663690,744080,404177,339903,0,0,0
829,09,000,State - UTTAR PRADESH,Rural,16,3878443,2029596,1848847,505400,211659,293741,3373043,1817937,1555106,144696,79033,65663,764617,401120,363497,1181786,650310,531476,1192201,637530,554671,0,0,0
830,09,000,State - UTTAR PRADESH,Rural,17,2950680,1562188,1388492,389843,156469,233374,2560837,1405719,1155118,86795,47951,38844,461266,244950,216316,711345,404660,306685,1226499,665685,560814,0,0,0
831,09,000,State - UTTAR PRADESH,Rural,18,4309295,2360208,1949087,717710,286564,431146,3591585,2073644,1517941,119577,69458,50119,664039,374297,289742,923135,558900,364235,1761727,999249,762478,0,0,0
832,09,000,State - UTTAR PRADESH,Rural,19,2522503,1346835,1175668,444331,156081,288250,2078172,1190754,887418,66265,37515,28750,350086,191852,158234,479282,286662,192620,1101513,628339,473174,0,0,0
833,09,000,State - UTTAR PRADESH,Rural,20-24,12989044,6927701,6061343,3166603,1011779,2154824,9822441,5915922,3906519,319895,184574,135321,1846500,1026626,819874,2344972,1452243,892729,3583639,2223455,1360184,1254871,753222,501649
834,09,000,State - UTTAR PRADESH,Rural,25-29,10860729,5531452,5329277,3796624,1121161,2675463,7064105,4410291,2653814,236495,133147,103348,1474289,812010,662279,1927088,1239148,687940,1898460,1253246,645214,1062828,697405,365423
835,09,000,State - UTTAR PRADESH,Rural,30-34,9810399,4825061,4985338,4196523,1225505,2971018,5613876,3599556,2014320,217129,122160,94969,1276551,703327,573224,1562210,1022305,539905,1488303,1034511,453792,674853,483400,191453
836,09,000,State - UTTAR PRADESH,Rural,35-39,9523701,4848208,4675493,4530690,1418928,3111762,4993011,3429280,1563731,200478,120589,79889,1172613,685022,487591,1361555,946001,415554,1418027,1079744,338283,471100,368792,102308
837,09,000,State - UTTAR PRADESH,Rural,40-44,7685262,4053994,3631268,3940298,1353672,2586626,3744964,2700322,1044642,156632,100019,56613,918784,562154,356630,974137,705212,268925,1081553,876586,204967,324097,269764,54333
838,09,000,State - UTTAR PRADESH,Rural,45-49,6278251,3240893,3037358,3440520,1141908,2298612,2837731,2098985,738746,125454,81826,43628,733402,456925,276477,702776,523601,179175,791244,665442,125802,255819,223657,32162
839,09,000,State - UTTAR PRADESH,Rural,50-54,4912691,2662431,2250260,2792314,1038698,1753616,2120377,1623733,496644,100752,69517,31235,575860,375261,200599,497466,383062,114404,566446,494164,72282,202654,182977,19677
840,09,000,State - UTTAR PRADESH,Rural,55-59,4166600,1960534,2206066,2600984,778009,1822975,1565616,1182525,383091,82856,54463,28393,443559,278570,164989,351094,271455,79639,398142,352771,45371,149274,137856,11418
841,09,000,State - UTTAR PRADESH,Rural,60-64,4555476,2363521,2191955,3049995,1167531,1882464,1505481,1195990,309491,108566,79327,29239,490956,350028,140928,323740,268560,55180,332641,305340,27301,98318,92231,6087
842,09,000,State - UTTAR PRADESH,Rural,65-69,3116965,1583084,1533881,2163306,822866,1340440,953659,760218,193441,76550,58310,18240,316610,235481,81129,193948,160260,33688,211555,189434,22121,53457,49981,3476
843,09,000,State - UTTAR PRADESH,Rural,70-74,2317686,1262445,1055241,1671894,727785,944109,645792,534660,111132,62399,50056,12343,225956,178719,47237,122290,106491,15799,128498,119166,9332,30847,28470,2377
844,09,000,State - UTTAR PRADESH,Rural,75-79,1008251,514186,494065,730781,290032,440749,277470,224154,53316,29898,24116,5782,93550,72841,20709,52385,44465,7920,55263,49417,5846,12391,11214,1177
845,09,000,State - UTTAR PRADESH,Rural,80+,1448090,754399,693691,1009051,427162,581889,439039,327237,111802,51145,40494,10651,140125,103955,36170,88071,67112,20959,80130,61696,18434,25076,18747,6329
846,09,000,State - UTTAR PRADESH,Rural,Age not stated,1172430,624380,548050,491776,202243,289533,680654,422137,258517,125743,69356,56387,129544,73624,55920,109289,69686,39603,116881,78319,38562,39357,26623,12734
847,09,000,State - UTTAR PRADESH,Urban,All ages,44495063,23487515,21007548,15382188,7046239,8335949,29112875,16441276,12671599,3845873,2116449,1729424,5407547,2910318,2497229,4822726,2737625,2085101,8093345,4691282,3402063,5264896,3033799,2231097
848,09,000,State - UTTAR PRADESH,Urban,0-6,5750748,3049986,2700762,5750748,3049986,2700762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
849,09,000,State - UTTAR PRADESH,Urban,7,923394,488873,434521,293608,149754,143854,629786,339119,290667,600412,321445,278967,0,0,0,0,0,0,0,0,0,0,0,0
850,09,000,State - UTTAR PRADESH,Urban,8,1000768,534830,465938,233625,118752,114873,767143,416078,351065,742742,401345,341397,0,0,0,0,0,0,0,0,0,0,0,0
851,09,000,State - UTTAR PRADESH,Urban,9,844796,452150,392646,159592,81426,78166,685204,370724,314480,541521,293699,247822,123317,64848,58469,0,0,0,0,0,0,0,0,0
852,09,000,State - UTTAR PRADESH,Urban,10,1177418,638497,538921,227664,117301,110363,949754,521196,428558,583223,323636,259587,339788,181302,158486,0,0,0,0,0,0,0,0,0
853,09,000,State - UTTAR PRADESH,Urban,11,917301,494244,423057,145311,74482,70829,771990,419762,352228,293356,163834,129522,457878,243506,214372,0,0,0,0,0,0,0,0,0
854,09,000,State - UTTAR PRADESH,Urban,12,1069813,574599,495214,168877,87315,81562,900936,487284,413652,208906,117211,91695,510131,274387,235744,159122,82089,77033,0,0,0,0,0,0
855,09,000,State - UTTAR PRADESH,Urban,13,901132,470253,430879,131609,65978,65631,769523,404275,365248,101435,56230,45205,369133,195298,173835,279538,141418,138120,0,0,0,0,0,0
856,09,000,State - UTTAR PRADESH,Urban,14,1030277,539239,491038,161307,80352,80955,868970,458887,410083,69525,39117,30408,284059,152271,131788,492113,254056,238057,0,0,0,0,0,0
857,09,000,State - UTTAR PRADESH,Urban,15,1069446,565917,503529,177271,90002,87269,892175,475915,416260,48584,28022,20562,202339,110418,91921,325779,176393,149386,289302,145649,143653,0,0,0
858,09,000,State - UTTAR PRADESH,Urban,16,1074689,562095,512594,182158,91320,90838,892531,470775,421756,38513,22228,16285,154740,84564,70176,243145,133278,109867,428096,214510,213586,0,0,0
859,09,000,State - UTTAR PRADESH,Urban,17,935098,496196,438902,146693,74458,72235,788405,421738,366667,26635,15675,10960,107873,60776,47097,156465,88566,67899,471079,241472,229607,0,0,0
860,09,000,State - UTTAR PRADESH,Urban,18,1285145,703707,581438,232523,120762,111761,1052622,582945,469677,34832,21479,13353,147675,87890,59785,189581,113085,76496,640610,336848,303762,0,0,0
861,09,000,State - UTTAR PRADESH,Urban,19,896918,486240,410678,149397,74394,75003,747521,411846,335675,21766,13382,8384,90861,53588,37273,115866,69102,46764,487736,257210,230526,0,0,0
862,09,000,State - UTTAR PRADESH,Urban,20-24,4589604,2477784,2111820,848626,398008,450618,3740978,2079776,1661202,97897,59631,38266,463412,272632,190780,572971,346015,226956,1438595,810859,627736,979707,483397,496310
863,09,000,State - UTTAR PRADESH,Urban,25-29,3719100,1934915,1784185,809939,330355,479584,2909161,1604560,1304601,66507,37480,29027,355964,194484,161480,466310,276535,189775,805305,465932,339373,1011888,517887,494001
864,09,000,State - UTTAR PRADESH,Urban,30-34,3144283,1606340,1537943,795818,299280,496538,2348465,1307060,1041405,57024,30335,26689,305461,158376,147085,379989,219935,160054,680225,395287,284938,757338,411526,345812
865,09,000,State - UTTAR PRADESH,Urban,35-39,3032521,1553023,1479498,874701,322723,551978,2157820,1230300,927520,55124,29467,25657,304842,157335,147507,352530,202302,150228,675537,400689,274848,609582,352697,256885
866,09,000,State - UTTAR PRADESH,Urban,40-44,2546140,1341168,1204972,791063,303746,487317,1755077,1037422,717655,46199,25330,20869,259549,136975,122574,280245,162620,117625,554975,342625,212350,481094,295322,185772
867,09,000,State - UTTAR PRADESH,Urban,45-49,2171526,1141255,1030271,692932,252903,440029,1478594,888352,590242,39190,21353,17837,226700,117204,109496,228202,132165,96037,460621,290496,170125,411127,264587,146540
868,09,000,State - UTTAR PRADESH,Urban,50-54,1674332,909486,764846,542614,205680,336934,1131718,703806,427912,30251,16876,13375,174876,91470,83406,165859,97817,68042,343662,225985,117677,329857,221515,108342
869,09,000,State - UTTAR PRADESH,Urban,55-59,1297546,665667,631879,451165,141772,309393,846381,523895,322486,24038,12293,11745,137028,66669,70359,122093,69267,52826,253829,169872,83957,243120,169260,73860
870,09,000,State - UTTAR PRADESH,Urban,60-64,1149715,605250,544465,470262,170864,299398,679453,434386,245067,26722,14977,11745,131441,68847,62594,100649,59213,41436,196990,137507,59483,165503,120708,44795
871,09,000,State - UTTAR PRADESH,Urban,65-69,723004,375388,347616,300930,102581,198349,422074,272807,149267,18206,9973,8233,85198,43808,41390,62389,36325,26064,127181,91022,36159,92268,70750,21518
872,09,000,State - UTTAR PRADESH,Urban,70-74,514682,272647,242035,233634,84630,149004,281048,188017,93031,14550,8413,6137,60905,32944,27961,40280,24721,15559,81033,61115,19918,57762,45655,12107
873,09,000,State - UTTAR PRADESH,Urban,75-79,241641,124691,116950,103689,34536,69153,137952,90155,47797,7829,4381,3448,29656,14929,14727,19784,11680,8104,39301,29278,10023,28152,22630,5522
874,09,000,State - UTTAR PRADESH,Urban,80+,364394,181522,182872,161617,57161,104456,202777,124361,78416,13029,7752,5277,43088,23149,19939,32095,19470,12625,52411,35497,16914,40686,26773,13913
875,09,000,State - UTTAR PRADESH,Urban,Age not stated,449632,241553,208079,144815,65718,79097,304817,175835,128982,37857,20885,16972,41633,22648,18985,37721,21573,16148,66857,39429,27428,56812,31092,25720
876,10,000,State - BIHAR,Total,All ages,104099452,54278157,49821295,51594899,22670134,28924765,52504553,31608023,20896530,13701980,7308358,6393622,13154969,7625383,5529586,7969599,4930890,3038709,11234040,7458931,3775109,3061676,2326092,735584
877,10,000,State - BIHAR,Total,0-6,19133964,9887239,9246725,19133964,9887239,9246725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
878,10,000,State - BIHAR,Total,7,2736174,1411042,1325132,1005031,491296,513735,1731143,919746,811397,1649993,872861,777132,0,0,0,0,0,0,0,0,0,0,0,0
879,10,000,State - BIHAR,Total,8,3472198,1798593,1673605,835225,397464,437761,2636973,1401129,1235844,2557997,1356394,1201603,0,0,0,0,0,0,0,0,0,0,0,0
880,10,000,State - BIHAR,Total,9,2458970,1276356,1182614,481660,225574,256086,1977310,1050782,926528,1719359,908564,810795,202491,110548,91943,0,0,0,0,0,0,0,0,0
881,10,000,State - BIHAR,Total,10,3848668,2027478,1821190,737912,348151,389761,3110756,1679327,1431429,2293031,1224043,1068988,736978,408707,328271,0,0,0,0,0,0,0,0,0
882,10,000,State - BIHAR,Total,11,2385653,1256269,1129384,383282,176833,206449,2002371,1079436,922935,994975,525739,469236,955185,523479,431706,0,0,0,0,0,0,0,0,0
883,10,000,State - BIHAR,Total,12,3188267,1683310,1504957,506062,229297,276765,2682205,1454013,1228192,815081,428004,387077,1543919,843324,700595,256910,144722,112188,0,0,0,0,0,0
884,10,000,State - BIHAR,Total,13,2185027,1135187,1049840,320722,140611,180111,1864305,994576,869729,343726,177219,166507,1021746,543665,478081,451682,247085,204597,0,0,0,0,0,0
