,state,code,language,first,second,third
51,JAMMU & KASHMIR,01,KINNAURI ,237,10,10
52,JAMMU & KASHMIR,01,KISAN ,1,0,0
53,JAMMU & KASHMIR,01,KODA/KORA ,1,0,0
54,JAMMU & KASHMIR,01,KOM,11,0,0
55,JAMMU & KASHMIR,01,KONDA,7,0,0
56,JAMMU & KASHMIR,01,KONYAK ,4,1,0
57,JAMMU & KASHMIR,01,KORKU ,3,0,0
58,JAMMU & KASHMIR,01,KUKI,242,4,0
59,JAMMU & KASHMIR,01,KURUKH/ORAON ,321,92,7
60,JAMMU & KASHMIR,01,LADAKHI ,7638,1563,838
61,JAMMU & KASHMIR,01,LAHAULI ,7,3,2
62,JAMMU & KASHMIR,01,LAHNDA ,6102,488,223
63,JAMMU & KASHMIR,01,LAKHER,6,0,0
64,JAMMU & KASHMIR,01,LEPCHA ,2,0,0
65,JAMMU & KASHMIR,01,LIANGMEI ,1,0,0
66,JAMMU & KASHMIR,01,LOTHA ,29,0,0
67,JAMMU & KASHMIR,01,LUSHAI/MIZO ,521,4,1
68,JAMMU & KASHMIR,01,MALTO ,49,0,0
69,JAMMU & KASHMIR,01,MAO,20,0,0
70,JAMMU & KASHMIR,01,MARAM,2,0,0
71,JAMMU & KASHMIR,01,MARING ,1,0,0
72,JAMMU & KASHMIR,01,MIRI/MISHING,10,1,1
73,JAMMU & KASHMIR,01,MISHMI ,4,0,0
74,JAMMU & KASHMIR,01,MOGH ,1,0,0
75,JAMMU & KASHMIR,01,MONPA ,21,0,1
76,JAMMU & KASHMIR,01,MUNDA,136,10,8
77,JAMMU & KASHMIR,01,MUNDARI ,61,4,1
78,JAMMU & KASHMIR,01,NICOBARESE ,1,1,0
79,JAMMU & KASHMIR,01,NISSI/DAFLA ,17,0,0
80,JAMMU & KASHMIR,01,NOCTE ,7,0,0
81,JAMMU & KASHMIR,01,PAITE,26,2,0
82,JAMMU & KASHMIR,01,PHOM ,12,0,0
83,JAMMU & KASHMIR,01,POCHURY,2,0,0
84,JAMMU & KASHMIR,01,RABHA ,6,0,0
85,JAMMU & KASHMIR,01,RAI ,1,0,0
86,JAMMU & KASHMIR,01,RENGMA ,1,0,0
87,JAMMU & KASHMIR,01,SANGTAM ,1,0,0
88,JAMMU & KASHMIR,01,SAVARA,2,0,0
89,JAMMU & KASHMIR,01,SEMA,15,0,1
90,JAMMU & KASHMIR,01,SHERPA ,21,0,0
91,JAMMU & KASHMIR,01,SHINA,32027,3253,179
92,JAMMU & KASHMIR,01,TAMANG ,23,0,4
93,JAMMU & KASHMIR,01,TANGKHUL ,18,0,0
94,JAMMU & KASHMIR,01,THADO ,40,0,0
95,JAMMU & KASHMIR,01,TIBETAN ,100499,1592,1041
96,JAMMU & KASHMIR,01,TRIPURI ,190,2,1
97,JAMMU & KASHMIR,01,TULU ,218,4,4
98,JAMMU & KASHMIR,01,VAIPHEI ,12,0,0
99,JAMMU & KASHMIR,01,WANCHO,3,0,0
100,JAMMU & KASHMIR,01,YIMCHUNGRE,1,0,0
101,JAMMU & KASHMIR,01,ZEMI ,2,0,0
102,JAMMU & KASHMIR,01,ZOU ,9,0,0
103,JAMMU & KASHMIR,01,OTHERS,16642,1460,1149
