Player_id,avg_kills,total_kills,lowest_death_avg,highest_assists_avg,total_assists,total_last_hits,most_last_hit_avg,total_gpm,highest_gpm_avg
184950344,9.8,196,6.2,10.45,209,7122,356.1,11015,550.75
86725175,9.333333333333334,196,3.380952380952381,9.142857142857142,192,9141,435.2857142857143,12548,597.5238095238095
173880329,9.235294117647058,157,4.764705882352941,8.823529411764707,150,6184,363.7647058823529,8848,520.4705882352941
106573901,9.173913043478262,211,2.869565217391304,9.217391304347826,212,8017,348.5652173913044,13084,568.8695652173913
105248644,9.17142857142857,321,3.942857142857143,8.228571428571428,288,9983,285.22857142857146,20834,595.2571428571429
148215639,8.884615384615385,231,2.5384615384615383,8.73076923076923,227,7054,271.3076923076923,14513,558.1923076923077
311360822,8.619047619047619,181,4.619047619047619,8.714285714285714,183,7062,336.2857142857143,13521,643.8571428571429
106863163,8.615384615384615,224,3.5,8.461538461538462,220,6208,238.76923076923077,13740,528.4615384615385
5150808,8.238095238095237,173,3.7142857142857144,9.666666666666666,203,8428,401.3333333333333,11707,557.4761904761905
116585378,8.05,161,4.35,11.0,220,5735,286.75,10437,521.85
137193239,7.764705882352941,132,4.117647058823529,10.529411764705882,179,5949,349.94117647058823,9172,539.5294117647059
111620041,7.7,154,3.9,10.4,208,5264,263.2,10201,510.05
154715080,7.684210526315789,146,3.1578947368421053,10.263157894736842,195,6584,346.5263157894737,10662,561.1578947368421
90882159,7.653846153846154,199,4.038461538461538,11.307692307692308,294,7206,277.15384615384613,13622,523.9230769230769
101450083,7.4,148,3.55,9.45,189,5200,260.0,9529,476.45
72312627,7.4,259,4.0,10.2,357,8063,230.37142857142857,17714,506.1142857142857
132309493,7.05,141,3.15,11.4,228,6914,345.7,10557,527.85
149486894,7.0,189,3.185185185185185,9.592592592592593,259,9557,353.962962962963,15412,570.8148148148148
117281554,6.962962962962963,188,3.037037037037037,8.851851851851851,239,7859,291.0740740740741,14041,520.0370370370371
132851371,6.956521739130435,160,2.391304347826087,10.304347826086957,237,7782,338.3478260869565,12591,547.4347826086956
315657960,6.368421052631579,121,3.6315789473684212,9.421052631578947,179,6488,341.4736842105263,9902,521.1578947368421
177416702,6.3076923076923075,164,2.3461538461538463,7.538461538461538,196,8052,309.6923076923077,16516,635.2307692307693
97658618,6.176470588235294,105,5.529411764705882,6.882352941176471,117,4500,264.70588235294116,8015,471.47058823529414
122867857,6.0588235294117645,103,6.117647058823529,7.823529411764706,133,4470,262.94117647058823,7888,464.0
86799300,5.882352941176471,100,4.764705882352941,7.764705882352941,132,5871,345.3529411764706,8653,509.0
87276347,5.85,117,3.25,11.05,221,3753,187.65,8367,418.35
86745912,5.8,116,2.8,10.35,207,5728,286.4,10226,511.3
205813150,5.75,138,3.0416666666666665,9.791666666666666,235,7298,304.0833333333333,13552,564.6666666666666
90892734,5.75,138,2.4166666666666665,9.416666666666666,226,6273,261.375,12124,505.1666666666667
43276219,5.647058823529412,96,4.117647058823529,7.764705882352941,132,5123,301.3529411764706,7803,459.0
19672354,5.619047619047619,118,5.904761904761905,9.476190476190476,199,5119,243.76190476190476,9869,469.95238095238096
111189717,5.3076923076923075,138,3.5384615384615383,12.384615384615385,322,5419,208.42307692307693,11762,452.38461538461536
129958758,5.25,126,3.125,10.0,240,4541,189.20833333333334,9520,396.6666666666667
93119769,5.0625,81,6.6875,6.9375,111,3092,193.25,6905,431.5625
86761682,5.0,80,4.9375,6.1875,99,5051,315.6875,7651,478.1875
88933594,4.7894736842105265,91,4.2105263157894735,12.473684210526315,237,3863,203.31578947368422,7304,384.42105263157896
86726887,4.705882352941177,80,4.9411764705882355,9.823529411764707,167,2979,175.23529411764707,6130,360.5882352941176
180012313,4.588235294117647,78,5.235294117647059,7.411764705882353,126,5166,303.88235294117646,8292,487.7647058823529
194521913,4.588235294117647,78,4.235294117647059,9.117647058823529,155,4374,257.29411764705884,7828,460.47058823529414
126417273,4.5625,73,4.1875,5.875,94,2757,172.3125,6324,395.25
34505203,4.428571428571429,155,5.171428571428572,12.8,448,7839,223.97142857142856,15604,445.8285714285714
192914280,4.352941176470588,74,7.411764705882353,7.882352941176471,134,4603,270.7647058823529,7616,448.0
187619311,4.35,87,5.95,13.2,264,3183,159.15,6725,336.25
86698277,4.1875,67,5.375,6.25,100,3213,200.8125,6228,389.25
92847434,4.0,84,5.9523809523809526,13.238095238095237,278,3823,182.04761904761904,7721,367.6666666666667
242697694,3.9411764705882355,67,5.882352941176471,9.352941176470589,159,2864,168.47058823529412,6280,369.4117647058824
