Player_id,avg_kills,total_kills,lowest_death_avg,highest_assists_avg,total_assists,total_last_hits,most_last_hit_avg,total_gpm,highest_gpm_avg
41231571,3.9047619047619047,82,5.142857142857143,10.666666666666666,224,3040,144.76190476190476,7533,358.7142857142857
155332459,3.7058823529411766,63,7.411764705882353,11.411764705882353,194,709,41.705882352941174,4471,263.0
169025618,3.7,74,3.55,13.35,267,3731,186.55,7562,378.1
92423451,3.652173913043478,84,4.086956521739131,11.0,253,4281,186.1304347826087,8727,379.4347826086956
87012746,3.6296296296296298,98,4.2592592592592595,10.62962962962963,287,5321,197.07407407407408,10495,388.7037037037037
207829314,3.4166666666666665,82,5.416666666666667,13.0,312,1697,70.70833333333333,6703,279.2916666666667
155494381,3.4,68,5.45,14.95,299,1572,78.6,5671,283.55
103039499,3.3529411764705883,57,5.764705882352941,13.0,221,973,57.23529411764706,4193,246.64705882352942
94155156,3.3333333333333335,70,5.285714285714286,12.761904761904763,268,1420,67.61904761904762,5825,277.3809523809524
86751819,3.3125,53,5.6875,6.625,106,3917,244.8125,6371,398.1875
111291593,3.2941176470588234,56,5.0,14.705882352941176,250,2772,163.05882352941177,6263,368.4117647058824
119576842,3.1923076923076925,83,4.538461538461538,15.192307692307692,395,1212,46.61538461538461,6976,268.3076923076923
87196890,3.15,63,5.85,13.4,268,1927,96.35,5865,293.25
114239371,3.1153846153846154,81,3.8461538461538463,13.923076923076923,362,965,37.11538461538461,6656,256.0
103940975,3.0588235294117645,52,6.411764705882353,15.0,255,1904,112.0,4447,261.5882352941176
134276083,2.923076923076923,76,4.884615384615385,9.461538461538462,246,4284,164.76923076923077,10396,399.84615384615387
113331514,2.857142857142857,60,8.380952380952381,14.904761904761905,313,1188,56.57142857142857,5299,252.33333333333334
87278757,2.8,56,5.9,12.45,249,1740,87.0,5517,275.85
73562326,2.8,56,4.6,13.6,272,1801,90.05,5829,291.45
30237211,2.789473684210526,53,4.842105263157895,14.578947368421053,277,1080,56.8421052631579,4947,260.36842105263156
159020918,2.7142857142857144,57,7.333333333333333,15.142857142857142,318,1189,56.61904761904762,5479,260.9047619047619
40547474,2.7058823529411766,46,4.470588235294118,11.411764705882353,194,1371,80.6470588235294,4715,277.3529411764706
89117038,2.7,54,4.35,14.65,293,1437,71.85,5705,285.25
82327674,2.6666666666666665,72,5.703703703703703,12.407407407407407,335,1952,72.29629629629629,7440,275.55555555555554
25907144,2.65,53,5.45,12.1,242,1218,60.9,5203,260.15
106809101,2.5652173913043477,59,4.782608695652174,12.304347826086957,283,1808,78.6086956521739,6687,290.7391304347826
102099826,2.5625,41,6.625,9.6875,155,461,28.8125,3518,219.875
139876032,2.5555555555555554,69,6.555555555555555,12.592592592592593,340,1931,71.51851851851852,7695,285.0
140153524,2.4583333333333335,59,5.5,12.833333333333334,308,1405,58.541666666666664,6420,267.5
82262664,2.4571428571428573,86,6.542857142857143,12.428571428571429,435,1259,35.97142857142857,9047,258.48571428571427
323792491,2.411764705882353,41,5.411764705882353,9.529411764705882,162,994,58.470588235294116,4043,237.8235294117647
98878010,2.3846153846153846,62,4.961538461538462,11.692307692307692,304,1063,40.88461538461539,6426,247.15384615384616
93616251,2.375,38,7.125,9.0,144,2484,155.25,5782,361.375
91654584,2.2941176470588234,39,6.352941176470588,11.235294117647058,191,1394,82.0,4621,271.8235294117647
101356886,2.2857142857142856,80,5.942857142857143,13.542857142857143,474,3626,103.6,11029,315.1142857142857
99796146,2.235294117647059,38,6.823529411764706,11.411764705882353,194,843,49.588235294117645,4218,248.11764705882354
107081378,2.230769230769231,58,4.0,13.192307692307692,343,901,34.65384615384615,6535,251.34615384615384
134556694,2.1739130434782608,50,5.695652173913044,14.217391304347826,327,1090,47.391304347826086,5577,242.47826086956522
145550466,2.1578947368421053,41,5.473684210526316,14.31578947368421,272,915,48.1578947368421,4372,230.10526315789474
112377459,2.125,34,7.8125,8.6875,139,473,29.5625,3436,214.75
26771994,2.0476190476190474,43,5.809523809523809,13.619047619047619,286,1125,53.57142857142857,5454,259.7142857142857
75750590,1.9375,31,5.25,8.1875,131,1008,63.0,3732,233.25
98172857,1.8125,29,6.75,7.875,126,1034,64.625,3702,231.375
6922000,1.5294117647058822,26,5.352941176470588,11.176470588235293,190,940,55.294117647058826,3705,217.94117647058823
