Player_id,avg_kills,total_kills,lowest_death_avg,highest_assists_avg,total_assists,total_last_hits,most_last_hit_avg,total_gpm,highest_gpm_avg
139937922,3.2941176470588234,56,4.882352941176471,11.764705882352942,200,4209,247.58823529411765,7847,461.5882352941176
86726887,3.263157894736842,62,4.947368421052632,10.894736842105264,207,1236,65.05263157894737,5275,277.63157894736844
136829091,3.25,78,4.916666666666667,14.166666666666666,340,911,37.958333333333336,6548,272.8333333333333
129958758,3.176470588235294,54,3.411764705882353,9.588235294117647,163,3476,204.47058823529412,7277,428.05882352941177
25907144,3.15,63,4.45,12.55,251,1099,54.95,5811,290.55
103735745,3.1363636363636362,69,7.5,12.5,275,1411,64.13636363636364,6696,304.3636363636364
38628747,3.0588235294117645,52,5.823529411764706,14.823529411764707,252,1560,91.76470588235294,4971,292.4117647058824
182439266,3.0,12,5.0,6.0,24,721,180.25,1580,395.0
87063175,2.9473684210526314,56,4.842105263157895,11.421052631578947,217,5365,282.36842105263156,8641,454.7894736842105
47434686,2.9473684210526314,56,7.947368421052632,12.631578947368421,240,829,43.63157894736842,4959,261.0
100471531,2.8421052631578947,54,5.842105263157895,13.263157894736842,252,2093,110.15789473684211,6200,326.3157894736842
87278757,2.84,71,5.92,16.64,416,2192,87.68,7971,318.84
207829314,2.823529411764706,48,5.9411764705882355,10.352941176470589,176,1410,82.94117647058823,4995,293.8235294117647
139876032,2.76,69,6.04,13.76,344,1801,72.04,7235,289.4
256156323,2.7222222222222223,98,4.888888888888889,12.5,450,1811,50.30555555555556,10059,279.4166666666667
317880638,2.5416666666666665,61,6.458333333333333,15.75,378,1113,46.375,7152,298.0
105045291,2.5,40,7.4375,9.75,156,1398,87.375,4415,275.9375
349310876,2.4375,39,7.8125,9.4375,151,726,45.375,4044,252.75
187758589,2.4166666666666665,58,5.333333333333333,15.5,372,941,39.208333333333336,6604,275.1666666666667
94155156,2.35,47,5.35,13.35,267,682,34.1,5370,268.5
102099826,2.3157894736842106,44,6.157894736842105,13.578947368421053,258,1109,58.36842105263158,5420,285.2631578947368
145550466,2.235294117647059,38,6.764705882352941,14.588235294117647,248,421,24.764705882352942,4481,263.5882352941176
101695162,2.1176470588235294,36,5.117647058823529,11.117647058823529,189,1434,84.3529411764706,4767,280.4117647058824
90882159,2.1176470588235294,36,7.117647058823529,11.705882352941176,199,737,43.35294117647059,4608,271.05882352941177
111114687,2.107142857142857,59,5.107142857142857,13.107142857142858,367,1325,47.32142857142857,8392,299.7142857142857
119631156,2.0588235294117645,35,7.823529411764706,12.294117647058824,209,850,50.0,4818,283.4117647058824
81306398,2.0,32,7.75,9.875,158,432,27.0,3880,242.5
121404228,1.9583333333333333,47,5.0,15.25,366,2178,90.75,6979,290.7916666666667
94049589,1.9473684210526316,37,8.789473684210526,11.894736842105264,226,899,47.31578947368421,5124,269.6842105263158
143693439,1.8148148148148149,49,5.2592592592592595,15.518518518518519,419,1812,67.11111111111111,8181,303.0
186837494,1.8125,29,7.8125,9.25,148,869,54.3125,4090,255.625
407321629,1.8125,29,5.9375,7.9375,127,2875,179.6875,5965,372.8125
101259972,1.68,42,5.4,16.64,416,873,34.92,6886,275.44
113331514,1.6388888888888888,59,5.444444444444445,13.11111111111111,472,1490,41.388888888888886,9717,269.9166666666667
157989498,1.4705882352941178,25,9.235294117647058,12.529411764705882,213,886,52.11764705882353,4723,277.8235294117647
19672354,1.4090909090909092,31,8.863636363636363,11.318181818181818,249,1404,63.81818181818182,6436,292.54545454545456
89423756,0.8823529411764706,15,5.294117647058823,12.352941176470589,210,672,39.529411764705884,4404,259.05882352941177
