Player_id,avg_kills,total_kills,lowest_death_avg,highest_assists_avg,total_assists,total_last_hits,most_last_hit_avg,total_gpm,highest_gpm_avg
94054712,9.428571428571429,264,4.0,12.857142857142858,360,5997,214.17857142857142,15090,538.9285714285714
164532005,9.380952380952381,197,4.333333333333333,10.047619047619047,211,8289,394.7142857142857,12318,586.5714285714286
111620041,9.291666666666666,223,3.5833333333333335,9.75,234,9341,389.2083333333333,14159,589.9583333333334
311360822,9.035714285714286,253,3.0714285714285716,11.928571428571429,334,8279,295.67857142857144,18830,672.5
106863163,8.692307692307692,226,2.6923076923076925,9.923076923076923,258,9341,359.2692307692308,16112,619.6923076923077
171981096,8.588235294117647,146,4.0,10.235294117647058,174,6812,400.70588235294116,10033,590.1764705882352
152962063,8.294117647058824,141,3.8823529411764706,9.411764705882353,160,6698,394.0,10666,627.4117647058823
86700461,8.28125,265,4.75,8.90625,285,10809,337.78125,19125,597.65625
105248644,8.25,264,4.34375,9.53125,305,11980,374.375,20274,633.5625
137193239,7.913043478260869,182,2.8260869565217392,10.08695652173913,232,9145,397.60869565217394,15343,667.0869565217391
107803494,7.695652173913044,177,3.6956521739130435,11.217391304347826,258,9166,398.5217391304348,13914,604.9565217391304
125581247,7.6923076923076925,200,2.1153846153846154,9.73076923076923,253,10570,406.53846153846155,17662,679.3076923076923
221666230,7.666666666666667,161,4.571428571428571,9.761904761904763,205,8409,400.42857142857144,12217,581.7619047619048
255219872,7.588235294117647,129,3.8823529411764706,10.294117647058824,175,5216,306.8235294117647,9011,530.0588235294117
152545459,7.571428571428571,159,4.0,10.714285714285714,225,9529,453.76190476190476,13435,639.7619047619048
108452107,7.571428571428571,159,2.7142857142857144,9.285714285714286,195,9233,439.6666666666667,14300,680.952380952381
113457795,7.4,148,4.0,8.05,161,6033,301.65,11580,579.0
114619230,7.235294117647059,123,3.5294117647058822,11.0,187,6877,404.52941176470586,11968,704.0
121769650,7.0,196,3.3214285714285716,10.285714285714286,288,10619,379.25,18731,668.9642857142857
86738694,6.882352941176471,117,3.4705882352941178,9.941176470588236,169,5097,299.8235294117647,9004,529.6470588235294
86745912,6.833333333333333,164,3.9166666666666665,9.208333333333334,221,9172,382.1666666666667,15028,626.1666666666666
154715080,6.764705882352941,115,3.4705882352941178,11.117647058823529,189,5685,334.4117647058824,9978,586.9411764705883
153836240,6.7272727272727275,148,4.136363636363637,6.590909090909091,145,7216,328.0,13130,596.8181818181819
139822354,6.666666666666667,140,4.0,8.428571428571429,177,7149,340.42857142857144,11963,569.6666666666666
100471531,6.647058823529412,113,4.529411764705882,10.470588235294118,178,5405,317.94117647058823,9382,551.8823529411765
