Player_id,avg_kills,total_kills,lowest_death_avg,highest_assists_avg,total_assists,total_last_hits,most_last_hit_avg,total_gpm,highest_gpm_avg
105248644,9.894736842105264,188,4.105263157894737,9.736842105263158,185,5809,305.7368421052632,10804,568.6315789473684
111620041,9.478260869565217,218,3.9565217391304346,10.26086956521739,236,7021,305.2608695652174,13547,589.0
132309493,8.0,160,3.65,8.95,179,6720,336.0,12644,632.2
72312627,7.55,151,3.3,8.75,175,6990,349.5,11832,591.6
87177591,7.434782608695652,171,3.782608695652174,10.08695652173913,232,5592,243.1304347826087,11650,506.5217391304348
135878232,7.2,144,3.7,9.75,195,4809,240.45,10425,521.25
116585378,7.173913043478261,165,4.391304347826087,8.434782608695652,194,6156,267.6521739130435,11672,507.4782608695652
101586543,7.16,179,2.88,9.8,245,6170,246.8,15037,601.48
184950344,7.1,142,6.35,8.6,172,6246,312.3,11069,553.45
86725175,7.03030303030303,232,2.8181818181818183,8.848484848484848,292,10815,327.72727272727275,19525,591.6666666666666
129585121,6.92,173,2.92,8.96,224,5746,229.84,13484,539.36
41231571,6.833333333333333,123,4.222222222222222,9.055555555555555,163,4391,243.94444444444446,8584,476.8888888888889
106863163,6.705882352941177,114,3.8823529411764706,7.352941176470588,125,6378,375.1764705882353,9916,583.2941176470588
86745912,6.6,99,3.533333333333333,6.466666666666667,97,4829,321.93333333333334,8318,554.5333333333333
93119769,6.571428571428571,138,4.238095238095238,9.428571428571429,198,6778,322.76190476190476,12688,604.1904761904761
86700461,6.424242424242424,212,3.6363636363636362,10.303030303030303,340,8085,245.0,18358,556.3030303030303
169181898,6.4,96,4.133333333333334,7.4,111,3163,210.86666666666667,7736,515.7333333333333
86799300,6.2,124,4.2,9.75,195,5904,295.2,11499,574.95
84772440,6.1,122,3.2,9.0,180,7462,373.1,12499,624.95
101450083,6.0476190476190474,127,4.809523809523809,9.761904761904763,205,4676,222.66666666666666,9810,467.14285714285717
88933594,5.9523809523809526,125,4.809523809523809,11.19047619047619,235,3675,175.0,8401,400.04761904761904
80929738,5.8,87,4.733333333333333,7.2,108,3598,239.86666666666667,7447,496.46666666666664
89157606,5.684210526315789,108,3.473684210526316,8.052631578947368,153,4406,231.89473684210526,9555,502.89473684210526
139280377,5.533333333333333,83,3.4,6.8,102,3296,219.73333333333332,6838,455.8666666666667
88508515,5.421052631578948,103,3.4210526315789473,7.631578947368421,145,4688,246.73684210526315,10229,538.3684210526316
19672354,5.421052631578948,103,5.2105263157894735,13.368421052631579,254,5722,301.1578947368421,10256,539.7894736842105
70388657,5.4,81,3.4,8.266666666666667,124,3080,205.33333333333334,7384,492.26666666666665
89871557,5.391304347826087,124,4.260869565217392,9.043478260869565,208,6889,299.5217391304348,13346,580.2608695652174
38628747,5.368421052631579,102,4.2105263157894735,14.0,266,3265,171.8421052631579,7379,388.36842105263156
130416036,5.176470588235294,88,3.588235294117647,8.941176470588236,152,6032,354.8235294117647,8969,527.5882352941177
134276083,5.1,102,4.05,12.05,241,3039,151.95,7870,393.5
101495620,5.055555555555555,91,3.8333333333333335,9.38888888888889,169,4561,253.38888888888889,9094,505.22222222222223
87276347,4.521739130434782,104,3.869565217391304,14.391304347826088,331,3158,137.30434782608697,8526,370.69565217391306
84429681,4.363636363636363,144,4.333333333333333,10.575757575757576,349,5845,177.12121212121212,13643,413.42424242424244
43276219,4.266666666666667,64,3.933333333333333,8.066666666666666,121,4202,280.1333333333333,6964,464.26666666666665
