Match_id,Player_1_playerid,Player_1_hero_id,Player_1_item1,Player_1_item2,Player_1_item3,Player_1_item4,Player_1_item5,Player_1_backpack1,Player_1_backpack2,Player_1_backpack3,Player_1_kills,Player_1_deaths,Player_1_assists,Player_1_last_hits,Player_1_denies,Player_1_gold_per_min,Player_1_xp_per_min,Player_1_level,Player_1_networth,Player_1_aghanims_scepter,Player_1_aghanims_shard,Player_1_moonshard,Player_2_playerid,Player_2_hero_id,Player_2_item1,Player_2_item2,Player_2_item3,Player_2_item4,Player_2_item5,Player_2_backpack1,Player_2_backpack2,Player_2_backpack3,Player_2_kills,Player_2_deaths,Player_2_assists,Player_2_last_hits,Player_2_denies,Player_2_gold_per_min,Player_2_xp_per_min,Player_2_level,Player_2_networth,Player_2_aghanims_scepter,Player_2_aghanims_shard,Player_2_moonshard,Player_3_playerid,Player_3_hero_id,Player_3_item1,Player_3_item2,Player_3_item3,Player_3_item4,Player_3_item5,Player_3_backpack1,Player_3_backpack2,Player_3_backpack3,Player_3_kills,Player_3_deaths,Player_3_assists,Player_3_last_hits,Player_3_denies,Player_3_gold_per_min,Player_3_xp_per_min,Player_3_level,Player_3_networth,Player_3_aghanims_scepter,Player_3_aghanims_shard,Player_3_moonshard,Player_4_playerid,Player_4_hero_id,Player_4_item1,Player_4_item2,Player_4_item3,Player_4_item4,Player_4_item5,Player_4_backpack1,Player_4_backpack2,Player_4_backpack3,Player_4_kills,Player_4_deaths,Player_4_assists,Player_4_last_hits,Player_4_denies,Player_4_gold_per_min,Player_4_xp_per_min,Player_4_level,Player_4_networth,Player_4_aghanims_scepter,Player_4_aghanims_shard,Player_4_moonshard,Player_5_playerid,Player_5_hero_id,Player_5_item1,Player_5_item2,Player_5_item3,Player_5_item4,Player_5_item5,Player_5_backpack1,Player_5_backpack2,Player_5_backpack3,Player_5_kills,Player_5_deaths,Player_5_assists,Player_5_last_hits,Player_5_denies,Player_5_gold_per_min,Player_5_xp_per_min,Player_5_level,Player_5_networth,Player_5_aghanims_scepter,Player_5_aghanims_shard,Player_5_moonshard,Player_6_playerid,Player_6_hero_id,Player_6_item1,Player_6_item2,Player_6_item3,Player_6_item4,Player_6_item5,Player_6_backpack1,Player_6_backpack2,Player_6_backpack3,Player_6_kills,Player_6_deaths,Player_6_assists,Player_6_last_hits,Player_6_denies,Player_6_gold_per_min,Player_6_xp_per_min,Player_6_level,Player_6_networth,Player_6_aghanims_scepter,Player_6_aghanims_shard,Player_6_moonshard,Player_7_playerid,Player_7_hero_id,Player_7_item1,Player_7_item2,Player_7_item3,Player_7_item4,Player_7_item5,Player_7_backpack1,Player_7_backpack2,Player_7_backpack3,Player_7_kills,Player_7_deaths,Player_7_assists,Player_7_last_hits,Player_7_denies,Player_7_gold_per_min,Player_7_xp_per_min,Player_7_level,Player_7_networth,Player_7_aghanims_scepter,Player_7_aghanims_shard,Player_7_moonshard,Player_8_playerid,Player_8_hero_id,Player_8_item1,Player_8_item2,Player_8_item3,Player_8_item4,Player_8_item5,Player_8_backpack1,Player_8_backpack2,Player_8_backpack3,Player_8_kills,Player_8_deaths,Player_8_assists,Player_8_last_hits,Player_8_denies,Player_8_gold_per_min,Player_8_xp_per_min,Player_8_level,Player_8_networth,Player_8_aghanims_scepter,Player_8_aghanims_shard,Player_8_moonshard,Player_9_playerid,Player_9_hero_id,Player_9_item1,Player_9_item2,Player_9_item3,Player_9_item4,Player_9_item5,Player_9_backpack1,Player_9_backpack2,Player_9_backpack3,Player_9_kills,Player_9_deaths,Player_9_assists,Player_9_last_hits,Player_9_denies,Player_9_gold_per_min,Player_9_xp_per_min,Player_9_level,Player_9_networth,Player_9_aghanims_scepter,Player_9_aghanims_shard,Player_9_moonshard,Player_10_playerid,Player_10_hero_id,Player_10_item1,Player_10_item2,Player_10_item3,Player_10_item4,Player_10_item5,Player_10_backpack1,Player_10_backpack2,Player_10_backpack3,Player_10_kills,Player_10_deaths,Player_10_assists,Player_10_last_hits,Player_10_denies,Player_10_gold_per_min,Player_10_xp_per_min,Player_10_level,Player_10_networth,Player_10_aghanims_scepter,Player_10_aghanims_shard,Player_10_moonshard,Result,Duration,First_blood_time,Lobby_type,Game_mode,Radiant_score,Dire_score,Radiant_team_id,Dire_team_id,Radiant_team_name,Dire_team_name
4976789940,125581247,18,50,1,250,116,139,0,0,0,9,2,10,521,19,792,724,25,34146,0,0,1,106863163,72,143,139,108,116,117,0,0,0,4,2,8,408,17,615,641,25,25548,0,0,0,94296097,84,102,40,36,73,73,11,188,0,2,5,5,28,1,286,301,17,7991,0,0,0,101695162,86,1,96,232,102,0,40,0,0,5,2,9,135,2,370,508,22,15537,0,0,0,94738847,29,231,30,110,131,1,0,0,0,2,1,15,213,4,406,620,25,17463,0,0,0,132851371,10,63,170,116,36,108,0,0,0,6,3,2,448,33,578,599,24,18033,0,0,0,134556694,75,244,28,218,214,36,184,0,0,2,7,7,43,3,200,246,15,3024,0,0,0,106573901,50,77,231,116,201,254,88,0,0,4,3,4,368,15,501,488,22,19793,0,0,0,92423451,78,81,229,41,65,30,0,73,0,0,3,7,127,3,280,357,19,10696,0,0,0,159020918,7,1,102,0,0,36,0,0,0,0,6,8,72,5,196,292,17,6029,0,0,0,Radiant,2704,150,1,2,22,12,15,1883502,PSG.LGD,Virtus.pro
4976841293,132851371,109,63,147,116,36,135,0,0,0,3,3,2,570,6,699,587,23,23440,0,0,0,134556694,26,0,232,37,214,1,0,0,0,4,9,10,63,9,313,369,18,9761,0,0,0,106573901,72,36,50,166,108,116,0,0,0,1,4,7,274,15,422,480,21,14803,0,0,0,92423451,120,108,1,81,30,166,38,0,0,7,3,5,315,18,479,579,23,17212,0,0,0,159020918,103,11,37,40,43,36,0,0,0,0,8,7,34,6,209,323,17,3263,0,0,0,125581247,44,50,168,133,116,145,41,0,0,9,2,12,428,13,704,744,25,28926,0,0,0,106863163,23,250,36,137,116,226,0,0,0,6,2,9,431,13,626,680,25,23137,0,0,0,94296097,79,102,34,43,214,232,0,0,0,3,6,11,80,2,311,412,20,7146,0,0,0,101695162,9,1,36,108,188,231,0,0,0,6,4,18,147,2,406,593,23,15889,0,0,0,94738847,29,50,229,9,90,1,0,0,0,2,1,11,232,10,451,566,23,17882,0,0,0,Dire,2551,130,1,2,15,27,1883502,15,Virtus.pro,PSG.LGD
4976922218,173476224,68,96,254,102,214,30,43,0,38,1,5,34,83,3,364,425,25,18463,0,0,0,155494381,19,1,220,102,108,235,0,0,40,10,11,20,430,4,556,575,25,27582,0,0,0,184950344,16,256,1,48,114,100,0,0,0,5,10,22,416,4,522,606,25,32899,1,0,0,152545459,54,208,225,135,114,112,38,0,0,13,5,22,637,8,676,662,25,35254,0,0,0,164532005,39,100,119,250,96,123,48,0,0,18,7,16,562,24,631,647,25,39281,0,0,0,137193239,8,147,116,135,208,160,110,38,48,11,6,14,910,20,787,693,25,43945,0,0,1,143693439,30,254,11,218,102,40,0,0,0,5,16,16,45,0,282,353,24,7490,0,0,0,139937922,58,108,135,263,116,247,0,256,0,9,7,17,393,32,480,541,25,26551,0,0,0,107803494,25,141,96,100,220,135,0,41,0,11,6,21,684,8,638,779,25,39246,1,0,0,182331313,97,152,102,1,180,244,0,0,0,1,13,17,102,3,238,453,25,11728,0,0,0,Radiant,4602,230,1,2,48,38,2108395,726228,TNC Predator,Vici Gaming
4977018128,173476224,68,254,57,102,214,0,0,218,0,1,5,18,78,4,346,399,23,11272,0,0,0,155494381,7,1,214,0,102,100,0,0,0,6,5,13,151,5,355,480,25,13351,0,0,0,184950344,19,1,50,141,116,252,188,38,0,4,6,14,377,4,487,617,25,21421,0,0,0,152545459,99,53,229,208,50,112,33,0,0,8,6,13,418,2,527,599,25,25489,0,0,0,164532005,15,154,139,119,63,226,38,0,0,6,8,14,413,20,526,565,25,25065,0,0,0,137193239,54,137,116,50,208,112,0,0,0,10,4,16,505,17,635,616,25,41588,1,0,0,139937922,29,50,235,1,116,110,188,0,0,6,4,20,485,9,568,723,25,29600,0,0,0,143693439,79,102,43,0,11,29,0,0,0,2,5,24,100,1,272,486,25,7771,0,0,0,107803494,23,141,226,141,48,249,0,0,0,8,4,20,491,4,591,606,25,32838,0,0,0,182331313,86,267,102,1,96,232,0,0,0,4,9,21,244,3,399,520,25,18773,0,0,0,Dire,3673,299,1,2,26,30,2108395,726228,TNC Predator,Vici Gaming
4977114097,173476224,121,218,11,41,214,77,0,0,0,1,6,4,69,2,245,288,14,3785,0,0,0,155494381,19,0,50,34,267,0,0,0,0,0,8,5,77,0,220,251,13,5433,0,0,0,184950344,7,73,1,60,180,244,0,0,0,0,5,3,120,6,259,310,15,7108,0,0,0,152545459,8,75,174,143,50,158,0,0,0,3,5,1,256,19,460,425,18,14397,0,0,0,164532005,61,96,65,229,108,178,0,0,0,2,1,0,354,8,617,655,22,20323,0,0,0,137193239,52,41,116,119,100,277,0,0,0,10,0,10,332,20,633,731,24,20857,0,0,0,139937922,96,50,108,1,242,36,0,0,0,7,1,11,463,16,596,654,22,19959,0,0,0,143693439,37,254,0,11,187,0,0,0,0,1,2,16,68,2,292,413,18,5963,0,0,0,107803494,94,63,75,147,139,160,10,7,0,3,3,13,461,6,707,716,23,24315,0,0,0,182331313,79,214,36,254,232,244,0,0,0,3,0,12,92,5,324,477,19,11050,0,0,0,Dire,2082,50,1,2,6,25,2108395,726228,TNC Predator,Vici Gaming
4978383071,6922000,121,43,34,29,73,38,0,0,0,0,6,7,24,2,214,236,11,2414,0,0,0,221666230,19,252,36,50,1,41,0,0,0,2,5,3,134,8,373,352,14,9082,0,0,0,10366616,38,50,229,36,0,81,0,0,0,0,4,3,152,24,374,395,15,8185,0,0,0,108452107,54,151,11,36,50,137,0,0,0,2,3,0,182,16,466,470,16,12001,0,0,0,86726887,92,29,36,187,164,12,0,0,0,4,5,3,39,4,248,309,13,5921,0,0,0,19672354,103,182,214,218,36,0,0,0,0,0,4,11,29,7,247,343,14,4662,0,0,0,311360822,91,0,164,36,114,88,0,0,0,5,2,13,204,5,492,656,20,13462,0,0,0,26771994,86,73,73,36,43,48,0,0,0,6,1,7,61,2,354,501,17,8826,0,0,0,88271237,57,50,206,36,178,90,0,0,0,3,0,10,135,5,449,543,18,11757,0,0,0,94054712,99,242,63,229,112,73,0,38,0,8,2,11,236,3,652,703,21,16990,0,0,0,Dire,1653,446,1,2,8,23,6214538,2586976,Newbee,OG
4978435281,6922000,79,29,40,42,188,232,0,0,0,3,8,8,25,6,248,351,16,3473,0,0,0,221666230,106,158,36,50,100,41,0,40,0,7,6,2,227,1,509,646,22,14415,0,0,0,10366616,58,63,36,100,73,236,0,0,0,2,8,6,131,15,316,322,15,8509,0,0,0,108452107,18,65,11,116,50,55,0,0,0,2,6,4,273,6,509,515,20,14178,0,0,0,86726887,7,180,1,34,218,244,0,188,0,2,7,9,32,2,216,268,14,5456,0,0,0,19672354,121,0,214,0,36,73,0,0,0,4,6,18,72,5,386,538,20,8330,0,0,0,311360822,8,50,174,0,154,139,0,0,36,12,0,10,334,12,744,822,25,24384,0,0,0,26771994,83,1,223,11,214,37,43,0,0,1,4,16,73,4,299,416,17,8327,0,0,0,88271237,97,1,231,36,41,244,11,0,0,1,4,25,123,9,366,558,21,11651,0,0,0,94054712,114,168,50,108,160,75,0,38,0,17,2,13,269,10,636,757,24,20186,0,0,0,Dire,2053,142,1,2,16,35,6214538,2586976,Newbee,OG
4978505997,87278757,66,79,0,187,86,36,0,0,0,0,8,8,69,3,211,335,19,5093,0,0,0,89117038,7,102,1,43,34,188,0,0,0,0,10,10,53,6,191,244,16,5993,0,0,0,121769650,42,250,112,50,249,137,0,0,0,5,3,6,585,19,712,768,25,29879,0,0,0,73562326,58,263,63,131,0,73,0,0,0,4,7,6,163,9,341,358,19,13616,0,0,0,116585378,19,50,36,252,1,108,38,41,0,3,12,5,322,10,481,536,24,17167,0,0,0,86745912,18,50,139,1,250,116,0,0,0,13,3,15,590,5,744,774,25,29750,0,0,0,111620041,52,48,119,100,121,235,41,0,0,12,1,23,596,6,723,749,25,33172,0,0,0,94155156,103,36,214,11,218,40,0,38,0,3,3,25,76,2,278,419,21,7062,0,0,0,41231571,96,229,34,1,50,90,0,0,0,4,3,30,297,3,443,611,25,20240,0,0,0,25907144,21,231,40,36,88,166,0,0,0,8,2,24,182,6,394,562,24,16081,0,0,0,Dire,2904,250,1,2,12,40,1838315,39,Team Secret,Evil Geniuses
4978587076,86745912,18,50,156,247,250,116,0,0,0,8,5,9,613,18,676,770,25,31990,0,0,1,111620041,52,220,116,119,96,121,0,0,0,11,5,6,749,15,738,749,25,38905,1,0,0,94155156,79,232,29,36,0,42,0,0,0,1,7,16,61,3,224,466,25,10596,1,0,0,41231571,29,229,110,1,29,116,0,0,0,5,3,20,324,5,448,672,25,22077,0,0,0,25907144,86,1,256,260,232,29,33,40,0,4,9,18,153,2,308,466,25,14709,0,0,0,87278757,5,254,214,102,256,37,218,0,0,4,11,18,189,3,425,494,25,15549,0,0,0,89117038,7,102,1,30,188,256,34,0,0,3,4,16,66,1,242,446,25,12813,0,0,0,121769650,41,156,139,63,158,116,110,0,0,12,4,14,663,11,673,746,25,36432,0,0,0,73562326,33,1,110,220,235,116,152,0,0,2,4,17,442,24,624,487,25,33376,0,0,0,116585378,74,50,36,108,267,116,0,0,0,8,6,11,310,24,433,482,25,25949,0,0,0,Dire,3790,151,1,2,29,29,39,1838315,Evil Geniuses,Team Secret
4978701632,87278757,84,86,214,187,73,36,188,38,0,1,8,8,18,5,252,308,16,5068,0,0,0,89117038,9,92,206,43,81,244,0,0,0,4,2,8,110,3,337,349,18,13371,0,0,0,121769650,63,75,156,63,158,147,0,0,0,5,2,3,417,34,617,829,25,21794,0,0,0,73562326,16,1,190,229,244,34,0,0,0,3,10,8,194,9,375,376,18,12517,0,0,0,116585378,93,50,116,174,1,139,0,0,0,1,4,3,379,40,629,588,23,20948,0,0,0,86745912,44,50,36,156,208,116,0,0,0,6,2,15,386,4,647,689,25,25978,0,0,0,111620041,106,0,50,116,185,108,41,0,0,8,3,13,399,2,633,729,25,22896,0,0,0,94155156,79,36,214,0,30,188,0,0,0,4,2,17,30,1,263,406,19,5386,0,0,0,41231571,58,229,36,73,63,116,73,0,0,7,3,14,130,6,388,540,22,15862,0,0,0,25907144,97,1,102,40,36,180,0,0,0,1,4,12,25,0,219,329,17,8534,0,0,0,Dire,2503,67,1,2,14,26,1838315,39,Team Secret,Evil Geniuses
