Match_id,Player_1_playerid,Player_1_hero_id,Player_1_item1,Player_1_item2,Player_1_item3,Player_1_item4,Player_1_item5,Player_1_backpack1,Player_1_backpack2,Player_1_backpack3,Player_1_kills,Player_1_deaths,Player_1_assists,Player_1_last_hits,Player_1_denies,Player_1_gold_per_min,Player_1_xp_per_min,Player_1_level,Player_1_networth,Player_1_aghanims_scepter,Player_1_aghanims_shard,Player_1_moonshard,Player_1_hero_damage,Player_1_tower_damage,Player_1_hero_healing,Player_1_gold,Player_1_gold_spent,Player_1_scaled_hero_damage,Player_1_scaled_tower_damage,Player_1_scaled_hero_healing,Player_2_playerid,Player_2_hero_id,Player_2_item1,Player_2_item2,Player_2_item3,Player_2_item4,Player_2_item5,Player_2_backpack1,Player_2_backpack2,Player_2_backpack3,Player_2_kills,Player_2_deaths,Player_2_assists,Player_2_last_hits,Player_2_denies,Player_2_gold_per_min,Player_2_xp_per_min,Player_2_level,Player_2_networth,Player_2_aghanims_scepter,Player_2_aghanims_shard,Player_2_moonshard,Player_2_hero_damage,Player_2_tower_damage,Player_2_hero_healing,Player_2_gold,Player_2_gold_spent,Player_2_scaled_hero_damage,Player_2_scaled_tower_damage,Player_2_scaled_hero_healing,Player_3_playerid,Player_3_hero_id,Player_3_item1,Player_3_item2,Player_3_item3,Player_3_item4,Player_3_item5,Player_3_backpack1,Player_3_backpack2,Player_3_backpack3,Player_3_kills,Player_3_deaths,Player_3_assists,Player_3_last_hits,Player_3_denies,Player_3_gold_per_min,Player_3_xp_per_min,Player_3_level,Player_3_networth,Player_3_aghanims_scepter,Player_3_aghanims_shard,Player_3_moonshard,Player_3_hero_damage,Player_3_tower_damage,Player_3_hero_healing,Player_3_gold,Player_3_gold_spent,Player_3_scaled_hero_damage,Player_3_scaled_tower_damage,Player_3_scaled_hero_healing,Player_4_playerid,Player_4_hero_id,Player_4_item1,Player_4_item2,Player_4_item3,Player_4_item4,Player_4_item5,Player_4_backpack1,Player_4_backpack2,Player_4_backpack3,Player_4_kills,Player_4_deaths,Player_4_assists,Player_4_last_hits,Player_4_denies,Player_4_gold_per_min,Player_4_xp_per_min,Player_4_level,Player_4_networth,Player_4_aghanims_scepter,Player_4_aghanims_shard,Player_4_moonshard,Player_4_hero_damage,Player_4_tower_damage,Player_4_hero_healing,Player_4_gold,Player_4_gold_spent,Player_4_scaled_hero_damage,Player_4_scaled_tower_damage,Player_4_scaled_hero_healing,Player_5_playerid,Player_5_hero_id,Player_5_item1,Player_5_item2,Player_5_item3,Player_5_item4,Player_5_item5,Player_5_backpack1,Player_5_backpack2,Player_5_backpack3,Player_5_kills,Player_5_deaths,Player_5_assists,Player_5_last_hits,Player_5_denies,Player_5_gold_per_min,Player_5_xp_per_min,Player_5_level,Player_5_networth,Player_5_aghanims_scepter,Player_5_aghanims_shard,Player_5_moonshard,Player_5_hero_damage,Player_5_tower_damage,Player_5_hero_healing,Player_5_gold,Player_5_gold_spent,Player_5_scaled_hero_damage,Player_5_scaled_tower_damage,Player_5_scaled_hero_healing,Player_6_playerid,Player_6_hero_id,Player_6_item1,Player_6_item2,Player_6_item3,Player_6_item4,Player_6_item5,Player_6_backpack1,Player_6_backpack2,Player_6_backpack3,Player_6_kills,Player_6_deaths,Player_6_assists,Player_6_last_hits,Player_6_denies,Player_6_gold_per_min,Player_6_xp_per_min,Player_6_level,Player_6_networth,Player_6_aghanims_scepter,Player_6_aghanims_shard,Player_6_moonshard,Player_6_hero_damage,Player_6_tower_damage,Player_6_hero_healing,Player_6_gold,Player_6_gold_spent,Player_6_scaled_hero_damage,Player_6_scaled_tower_damage,Player_6_scaled_hero_healing,Player_7_playerid,Player_7_hero_id,Player_7_item1,Player_7_item2,Player_7_item3,Player_7_item4,Player_7_item5,Player_7_backpack1,Player_7_backpack2,Player_7_backpack3,Player_7_kills,Player_7_deaths,Player_7_assists,Player_7_last_hits,Player_7_denies,Player_7_gold_per_min,Player_7_xp_per_min,Player_7_level,Player_7_networth,Player_7_aghanims_scepter,Player_7_aghanims_shard,Player_7_moonshard,Player_7_hero_damage,Player_7_tower_damage,Player_7_hero_healing,Player_7_gold,Player_7_gold_spent,Player_7_scaled_hero_damage,Player_7_scaled_tower_damage,Player_7_scaled_hero_healing,Player_8_playerid,Player_8_hero_id,Player_8_item1,Player_8_item2,Player_8_item3,Player_8_item4,Player_8_item5,Player_8_backpack1,Player_8_backpack2,Player_8_backpack3,Player_8_kills,Player_8_deaths,Player_8_assists,Player_8_last_hits,Player_8_denies,Player_8_gold_per_min,Player_8_xp_per_min,Player_8_level,Player_8_networth,Player_8_aghanims_scepter,Player_8_aghanims_shard,Player_8_moonshard,Player_8_hero_damage,Player_8_tower_damage,Player_8_hero_healing,Player_8_gold,Player_8_gold_spent,Player_8_scaled_hero_damage,Player_8_scaled_tower_damage,Player_8_scaled_hero_healing,Player_9_playerid,Player_9_hero_id,Player_9_item1,Player_9_item2,Player_9_item3,Player_9_item4,Player_9_item5,Player_9_backpack1,Player_9_backpack2,Player_9_backpack3,Player_9_kills,Player_9_deaths,Player_9_assists,Player_9_last_hits,Player_9_denies,Player_9_gold_per_min,Player_9_xp_per_min,Player_9_level,Player_9_networth,Player_9_aghanims_scepter,Player_9_aghanims_shard,Player_9_moonshard,Player_9_hero_damage,Player_9_tower_damage,Player_9_hero_healing,Player_9_gold,Player_9_gold_spent,Player_9_scaled_hero_damage,Player_9_scaled_tower_damage,Player_9_scaled_hero_healing,Player_10_playerid,Player_10_hero_id,Player_10_item1,Player_10_item2,Player_10_item3,Player_10_item4,Player_10_item5,Player_10_backpack1,Player_10_backpack2,Player_10_backpack3,Player_10_kills,Player_10_deaths,Player_10_assists,Player_10_last_hits,Player_10_denies,Player_10_gold_per_min,Player_10_xp_per_min,Player_10_level,Player_10_networth,Player_10_aghanims_scepter,Player_10_aghanims_shard,Player_10_moonshard,Player_10_hero_damage,Player_10_tower_damage,Player_10_hero_healing,Player_10_gold,Player_10_gold_spent,Player_10_scaled_hero_damage,Player_10_scaled_tower_damage,Player_10_scaled_hero_healing,Result,Duration,First_blood_time,Lobby_type,Game_mode,Radiant_score,Dire_score,Radiant_team_id,Dire_team_id,Radiant_team_name,Dire_team_name
6225350158,138857296,29,1,210,164,50,178,0,0,0,2,6,4,222,5,404,413,17,11739,0,0,0,6916,1656,0,769,11580,3810,840,0,202217968,126,108,77,41,259,534,34,0,43,4,4,4,235,20,472,515,19,14741,0,1,0,18594,911,49,611,15150,10334,401,37,168028715,70,50,1,174,36,135,0,0,0,1,4,4,220,6,431,426,17,15250,0,1,0,8616,814,0,525,13655,5061,380,0,139876032,26,1,0,37,36,0,0,0,0,1,3,4,48,3,207,297,14,5684,0,0,0,6758,0,0,459,6270,3748,0,0,101259972,102,50,43,21,188,34,38,0,0,1,4,5,19,3,237,296,14,5431,0,0,0,5182,121,5876,2256,5805,3459,42,3634,113331514,3,30,29,36,218,232,216,0,0,0,5,12,23,2,245,310,14,6554,0,0,0,6030,509,348,1964,6880,4772,290,228,321580662,44,208,63,116,168,117,0,36,0,11,1,5,352,5,685,708,23,22699,0,1,0,17486,9853,0,1344,22055,9986,4762,0,431770905,21,1,116,77,29,166,0,41,0,5,0,15,223,5,503,563,20,16690,0,0,0,23719,2081,0,2910,15450,15481,1058,0,256156323,91,269,79,0,61,0,0,0,0,1,1,15,13,2,246,419,17,8098,0,0,0,2686,994,15814,2623,6315,2373,529,3854,302214028,129,50,1,151,116,178,0,36,0,3,2,9,245,12,502,550,20,16962,0,0,0,16249,4862,1494,2757,16070,10406,2427,452,Dire,2029,239,1,2,9,21,5,7119388,INVICTUS GAMING,Team Spirit
6225461282,113331514,87,102,214,36,218,40,0,0,0,3,6,15,35,4,289,570,25,9534,0,1,0,12195,148,400,3079,10585,8045,95,291,321580662,6,116,603,249,263,63,0,0,0,15,5,5,478,5,710,685,28,36074,0,1,0,37453,9857,0,7174,31275,16404,4441,0,431770905,49,600,112,210,63,30,0,0,0,3,5,17,383,12,534,683,27,25023,0,0,0,22679,4318,0,3998,23120,10667,2105,0,256156323,128,1,36,190,29,232,0,0,0,5,4,21,122,5,378,579,26,17055,0,1,0,23122,653,400,4275,14440,10648,297,157,302214028,69,50,119,1,116,110,0,40,0,6,6,14,276,7,603,579,25,23624,0,0,0,22482,475,0,2874,25475,10215,255,0,138857296,7,1,108,116,63,232,0,88,0,8,5,9,254,22,421,565,24,17336,0,0,0,20157,1010,0,2636,16225,9236,486,0,168028715,41,152,116,172,123,166,0,0,0,4,6,10,339,16,472,671,26,19812,0,1,0,15604,0,0,787,20475,7347,0,0,202217968,25,249,48,116,160,123,0,0,0,8,6,7,590,5,704,740,27,29531,0,0,0,29535,3625,0,2656,29020,14559,2116,0,139876032,63,267,108,42,256,36,0,0,0,3,7,14,106,2,289,493,23,11349,0,0,0,16045,81,1832,679,12450,9729,33,657,101259972,26,43,1,39,214,16,16,0,0,3,9,13,26,5,225,337,19,6264,0,0,0,10815,0,796,529,8710,6447,0,463,Radiant,3012,57,1,2,32,26,7119388,5,Team Spirit,INVICTUS GAMING
6226709723,87278757,103,37,214,190,21,34,0,0,0,4,6,21,35,5,297,391,18,8623,0,0,0,13436,217,510,1173,8590,8107,129,257,89117038,86,254,1,37,36,244,188,218,0,4,3,23,67,3,357,590,22,11085,0,1,0,18398,0,0,1635,13025,10469,0,0,121769650,126,108,176,100,273,50,41,0,0,19,1,11,268,15,608,735,25,24002,0,1,0,40013,2061,110,2002,23950,23380,984,32,73562326,97,1,229,164,256,29,38,0,0,4,4,19,139,9,379,449,19,13817,0,1,0,14782,640,0,1217,16030,7937,345,0,72312627,109,156,116,160,63,154,38,0,0,6,2,17,505,14,814,698,24,31032,0,0,0,32440,26669,0,5532,27800,15236,13009,0,113331514,64,102,180,36,0,218,0,0,0,1,10,8,36,1,218,310,15,5164,0,0,0,18469,70,384,914,6805,9463,17,171,321580662,67,250,63,36,596,147,0,0,11,4,4,6,312,9,510,592,22,18659,0,0,0,21334,0,0,404,19140,9733,0,0,431770905,17,9,178,108,63,273,0,0,41,4,5,8,335,6,510,553,22,18185,0,0,0,26666,0,0,1580,18385,12901,0,0,256156323,91,178,269,31,0,0,0,0,0,0,9,7,8,4,140,268,14,4035,0,0,0,1878,37,14012,455,4185,1733,14,3739,302214028,129,50,1,151,116,178,0,0,0,6,9,8,215,10,424,500,20,13382,0,0,0,23116,869,0,1977,11965,12447,481,0,Radiant,2344,115,1,2,37,16,1838315,7119388,Team Secret,Team Spirit
6226789510,113331514,26,232,214,36,1,218,244,0,0,2,7,13,27,2,267,393,19,8527,0,0,0,10327,536,154,1947,8875,6131,132,87,321580662,10,160,63,48,108,154,0,0,0,8,2,7,475,14,706,701,26,23011,0,0,0,28164,15866,0,1211,29620,13107,6343,0,431770905,23,50,249,41,112,116,0,0,0,6,2,10,503,5,707,730,26,28559,0,0,0,23116,6582,0,7559,25980,11660,2845,0,256156323,119,267,214,0,36,254,290,188,0,6,6,11,37,4,289,442,20,9329,0,1,0,9601,99,738,1364,10505,6361,20,345,302214028,29,50,119,1,178,131,0,0,0,0,2,11,242,4,409,555,23,17297,0,0,0,11575,2195,1841,3617,18205,5154,1009,443,87278757,58,269,29,229,43,24,0,0,0,2,6,12,180,9,365,461,21,13014,0,1,0,8028,4645,1230,2039,12510,6854,2057,407,89117038,121,218,108,0,232,0,0,0,0,1,4,10,59,3,276,399,19,9808,0,1,0,14895,66,2010,983,11325,8605,54,524,121769650,126,235,256,108,50,273,41,0,0,10,5,1,343,7,569,679,25,20878,0,1,0,36920,46,0,628,22300,17906,14,0,73562326,97,1,178,131,102,180,0,0,0,1,5,7,177,6,322,435,20,11224,0,1,0,7206,383,0,1494,10875,4649,195,0,72312627,8,249,154,160,63,26,0,0,0,4,3,3,442,14,585,701,25,24065,0,1,0,15696,2163,4853,440,24815,7972,1231,1481,Radiant,2579,2,1,2,23,19,7119388,1838315,Team Spirit,Team Secret
6226873670,113331514,112,218,48,36,1,232,0,38,0,1,1,15,83,5,333,536,22,11326,0,0,0,10387,474,9289,2671,11550,4892,189,4260,321580662,18,156,603,116,249,63,0,0,0,17,1,6,617,14,953,815,27,36930,0,1,0,33211,12876,0,7980,35865,14887,6041,0,431770905,17,98,30,9,63,121,256,0,41,7,3,17,341,3,598,732,26,24838,0,1,0,19892,1425,0,3138,23100,9891,673,0,256156323,119,214,190,36,256,43,0,0,0,0,4,22,70,4,280,529,22,9567,0,1,0,7774,482,400,2117,11775,4963,269,296,302214028,97,29,1,102,79,30,0,36,0,4,5,19,155,2,378,614,23,14810,0,1,0,9646,710,2575,3760,12030,5276,311,1142,87278757,79,37,29,256,593,36,0,0,0,4,9,4,97,3,296,348,17,7435,0,0,0,14351,60,800,1535,9700,8223,40,551,89117038,103,37,34,218,50,188,0,0,0,0,5,5,27,3,192,258,14,5253,0,0,0,9056,0,0,1303,6425,4759,0,0,121769650,25,256,249,100,29,116,41,0,0,2,8,2,420,21,523,638,24,17907,0,0,0,13637,415,0,902,17985,8541,160,0,73562326,77,96,635,108,40,185,0,0,0,1,3,3,357,3,533,320,16,21166,0,1,0,7842,3957,656,1711,19800,4325,1804,135,72312627,19,1,116,252,63,156,0,0,0,6,4,7,430,4,604,751,26,22533,0,1,0,27666,2048,0,333,25450,16059,1034,0,Radiant,2462,139,1,2,29,13,7119388,1838315,Team Spirit,Team Secret
6227105229,113331514,103,102,214,36,190,43,216,39,188,2,1,13,26,5,270,328,16,8459,0,0,0,8842,346,1310,2259,8790,5521,128,838,321580662,89,108,63,250,114,147,0,0,14,8,0,3,554,10,828,679,24,31305,0,0,0,25001,8316,0,4515,29500,12207,3772,0,431770905,126,77,30,116,48,100,41,0,36,3,1,11,277,8,495,667,23,19971,0,1,0,22941,1097,0,566,19055,12265,533,0,256156323,26,1,37,593,34,188,0,0,0,1,2,8,31,4,214,353,16,7521,0,0,0,6555,429,400,2246,6575,4984,198,270,302214028,29,50,178,1,100,119,0,0,0,4,1,8,250,6,449,504,20,16595,0,0,0,9206,1680,0,3090,14915,5377,778,0,898754153,70,50,1,174,116,143,0,0,0,0,4,3,349,1,523,450,19,19378,0,0,0,9394,648,0,328,19740,5155,384,0,173978074,120,41,116,29,166,1,0,0,0,0,2,3,282,11,452,497,20,16317,0,1,0,12184,76,0,3717,14115,6155,44,0,118134220,77,635,185,112,11,40,0,0,0,3,1,0,315,15,479,475,20,18197,0,0,0,4807,4929,915,612,17875,3206,2512,262,157475523,91,79,131,269,0,40,0,0,0,1,4,4,69,11,222,357,17,7712,0,1,0,7348,409,11838,257,8780,4428,229,2678,111114687,87,232,0,593,244,214,0,16,0,1,7,3,14,0,192,221,12,4365,0,0,0,5530,0,0,415,7225,3565,0,0,Radiant,2296,214,1,2,18,5,7119388,15,Team Spirit,PSG.LGD
6227203516,898754153,10,147,160,63,116,108,18,18,0,3,4,1,435,16,599,544,22,22561,0,0,0,8028,1490,0,1111,22950,4588,647,0,173978074,52,180,36,692,37,210,0,41,0,2,5,6,327,10,492,505,21,16391,0,0,0,16797,3026,0,666,17495,8262,1409,0,118134220,53,98,63,116,0,112,20,0,0,2,5,5,343,34,542,532,22,19038,0,1,0,14663,12140,0,233,19370,7085,5721,0,157475523,7,1,43,40,34,214,0,0,0,1,6,5,53,2,246,348,17,7372,0,1,0,10458,247,510,1467,9020,4475,134,353,111114687,91,178,36,0,79,39,0,216,0,0,4,4,38,3,226,300,15,5757,0,1,0,2842,134,4168,1252,7810,1786,68,2668,113331514,3,30,29,36,102,218,216,11,0,1,2,19,27,2,300,478,20,8306,0,0,0,6450,30,288,2386,9430,4390,8,212,321580662,48,112,116,156,139,160,63,0,0,13,2,7,630,13,903,760,26,35329,0,1,0,28051,21162,0,2779,35600,14200,10182,0,431770905,13,1,41,256,48,108,0,0,0,5,2,14,377,2,602,708,25,21782,0,1,0,17132,892,0,2482,23295,9089,408,0,256156323,119,11,267,43,214,36,0,0,0,3,2,14,58,4,290,483,21,10255,0,1,0,11909,0,240,2085,9425,8877,0,201,302214028,97,29,79,1,102,36,0,0,0,2,0,20,223,5,402,663,24,15639,0,1,0,10716,362,1473,4589,12820,6954,222,398,Dire,2446,251,1,2,8,24,15,7119388,PSG.LGD,Team Spirit
6227305557,113331514,87,254,214,36,218,0,39,0,0,3,10,9,45,1,212,271,17,6763,0,0,0,10670,145,232,2778,6940,6939,97,195,321580662,44,116,63,110,168,154,0,0,362,6,8,6,516,6,630,669,26,25679,0,1,0,33419,296,0,1529,27340,14239,221,0,431770905,74,1,29,92,65,119,0,0,0,4,10,4,320,14,493,527,24,18677,0,1,0,20585,872,0,2587,19165,8882,489,0,256156323,119,1,0,0,100,0,0,0,0,2,7,5,78,4,219,336,19,7494,0,1,0,17536,0,400,94,10260,8276,0,388,302214028,97,29,79,1,123,36,0,11,0,0,8,10,235,8,319,456,22,14518,0,1,0,9281,339,1671,938,14440,4402,175,784,898754153,67,147,208,250,139,108,0,0,63,15,1,25,444,10,697,757,29,34618,0,1,0,54318,14519,0,3843,32465,27078,6880,0,173978074,34,600,256,108,178,96,0,41,0,14,1,15,441,13,680,773,29,34234,0,0,0,50296,0,416,7829,27150,27879,0,251,118134220,4,206,116,33,210,36,11,40,596,3,4,22,230,16,425,574,26,21035,0,0,0,20542,6910,0,5325,15880,10859,3409,0,157475523,86,1,37,102,214,256,40,0,0,4,4,24,131,2,389,559,24,20778,1,1,0,15735,737,400,1248,20200,9658,346,370,111114687,85,50,269,116,30,218,188,0,0,7,7,25,106,5,368,546,24,13782,0,0,0,9076,687,8299,2857,14315,6279,347,3731,Dire,3010,102,1,2,17,43,7119388,15,Team Spirit,PSG.LGD
6227419633,898754153,48,172,117,63,160,236,36,0,0,6,0,9,303,9,771,809,21,20748,0,1,0,12832,21428,0,4323,16175,8738,9181,0,173978074,23,50,41,112,210,151,0,0,11,3,0,11,269,6,632,681,19,15933,0,0,0,8712,2984,220,1828,14555,6856,1381,118,118134220,97,1,164,180,100,11,0,0,0,3,0,12,135,18,440,507,16,10838,0,0,0,7284,2192,0,1783,9805,5717,1018,0,157475523,85,50,185,229,36,81,0,0,0,5,1,12,80,7,421,456,15,10152,0,0,0,5126,1573,1482,1077,11005,4814,665,755,111114687,3,214,36,42,216,0,0,0,0,6,1,7,16,4,333,432,14,6334,0,0,0,7461,0,400,2519,6160,7076,0,248,113331514,112,34,180,0,42,216,0,0,0,0,4,1,43,1,196,226,10,2962,0,0,0,7568,0,1390,1297,3555,4473,0,1509,321580662,67,108,63,36,596,170,0,0,0,0,1,2,204,7,416,474,15,10242,0,0,0,6102,0,0,437,10495,2895,0,0,431770905,46,1,16,116,63,14,0,16,41,1,4,1,284,7,520,636,18,12158,0,0,0,4992,258,0,43,12785,3042,210,0,256156323,26,1,39,216,214,218,0,0,0,1,8,1,26,5,190,253,10,4365,0,0,0,4459,0,400,730,4185,4107,0,129,302214028,2,29,127,1,125,11,0,0,0,0,6,2,121,3,306,302,11,7530,0,0,0,7147,204,0,525,7365,5292,122,0,Radiant,1480,0,1,2,23,2,15,7119388,PSG.LGD,Team Spirit
6227492909,113331514,112,232,29,188,1,30,34,40,0,1,3,15,74,3,320,515,20,8640,0,0,0,12569,699,1922,2135,9150,5630,207,1074,321580662,109,156,63,116,160,170,596,0,0,9,1,13,406,12,774,746,24,27925,0,0,0,37440,26127,0,2925,26390,16014,11038,0,431770905,106,50,108,41,119,100,0,0,0,7,1,15,281,1,588,831,25,19151,0,1,0,33385,2339,0,1001,19210,15287,728,0,256156323,3,37,232,29,108,34,290,0,0,3,5,17,25,3,299,365,16,9689,0,0,0,8729,318,836,664,10740,5192,75,582,302214028,97,29,1,116,36,232,0,0,0,8,2,18,168,3,471,625,22,14671,0,1,0,12024,1122,0,3221,13050,6999,513,0,898754153,19,1,249,63,116,252,0,178,11,4,5,2,462,9,640,708,24,20213,0,1,0,27221,0,0,2253,18440,11205,0,0,173978074,23,50,116,9,210,151,0,0,0,1,5,6,305,6,477,624,22,13547,0,0,0,13433,122,0,472,16570,8447,69,0,118134220,77,635,108,24,11,40,0,0,0,5,2,5,273,17,470,544,21,15251,0,0,0,10933,2885,3128,2491,13300,7316,1364,623,157475523,101,254,0,40,36,232,0,0,0,1,9,5,42,4,229,286,14,6306,0,0,0,9113,0,0,851,8375,4327,0,0,111114687,58,229,269,42,188,593,38,0,0,1,8,5,82,2,256,300,15,6731,0,0,0,6669,377,1717,756,8170,5113,225,498,Radiant,2204,176,1,2,29,12,7119388,15,Team Spirit,PSG.LGD
6212511010,148215639,10,147,63,123,26,24,0,0,0,5,4,2,278,5,542,593,20,15509,0,0,0,14070,2119,0,759,16210,7508,1105,0,89423756,85,218,29,593,188,269,0,0,0,0,8,4,25,0,190,253,12,3761,0,0,0,2992,24,2095,311,6855,2478,16,1467,129958758,36,131,59,210,63,36,69,0,0,1,6,4,180,11,389,364,15,11472,0,0,0,16102,1065,3301,922,11070,6981,529,1546,207829314,26,23,1,36,214,0,0,0,0,1,7,8,20,3,196,264,12,5585,0,0,0,6304,297,388,610,5755,4910,160,247,182439266,23,41,73,151,50,116,0,0,0,4,4,4,204,5,433,466,17,12640,0,0,0,10701,344,0,2830,10300,6820,201,0,86745912,19,249,63,34,252,116,16,0,0,4,3,8,272,3,582,662,21,17405,0,1,0,13476,10168,0,2125,16095,7294,5500,0,154715080,106,41,50,36,108,166,240,0,0,11,1,11,264,8,610,764,22,17432,0,1,0,29673,77,0,1982,17865,16234,56,0,94155156,3,36,214,232,218,188,0,0,0,2,5,17,15,1,244,372,15,5590,0,0,0,7839,520,412,1740,6545,5468,223,212,84772440,103,36,149,108,50,252,0,0,0,8,1,12,173,22,488,618,20,14822,0,0,0,24052,1541,0,1772,14750,13556,799,0,25907144,9,231,267,0,36,0,0,0,0,4,1,16,60,2,315,469,17,9422,0,0,0,17506,649,300,832,9475,10001,338,109,Dire,1847,360,1,2,11,29,6209166,39,Team Aster,Evil Geniuses
6212554150,86745912,15,156,63,596,112,116,0,0,0,8,2,8,400,11,695,791,26,25535,0,0,0,21858,8446,0,3410,23990,11679,3940,0,154715080,126,1,50,36,108,235,0,0,0,7,3,14,336,8,599,759,25,20238,0,1,0,24001,1035,0,113,23510,13308,496,0,94155156,85,36,180,30,254,42,244,40,0,3,5,14,81,9,339,491,20,10663,0,0,0,4029,540,5715,3108,10920,2827,229,2316,84772440,29,131,178,110,180,96,0,0,0,4,4,15,245,18,475,458,19,18594,0,1,0,12598,722,0,689,17865,6594,337,0,25907144,27,40,0,116,214,34,0,0,0,2,4,13,68,16,311,504,20,11023,0,1,0,8867,9265,400,1993,10605,5579,4224,287,148215639,72,36,63,116,156,141,0,0,0,4,4,5,515,42,643,636,23,21244,0,0,0,19255,3156,0,944,20970,7788,1663,0,89423756,31,43,102,36,214,38,0,0,0,1,8,12,28,3,200,343,16,3827,0,0,0,10514,330,400,2,6310,6519,201,328,129958758,120,166,1,100,226,29,0,0,0,3,3,9,227,5,415,572,22,14013,0,1,0,17305,299,0,308,16085,8385,171,0,207829314,14,1,178,116,214,40,0,0,0,6,6,8,82,1,270,388,17,8947,0,0,0,8714,432,0,962,9215,5828,306,0,182439266,74,116,60,267,50,77,0,0,0,4,3,8,204,8,403,408,18,12952,0,0,0,14573,121,240,557,13520,10367,82,208,Radiant,2267,154,1,2,24,18,39,6209166,Evil Geniuses,Team Aster
6212505407,138857296,29,1,210,131,50,178,11,38,0,1,2,15,240,9,468,600,22,17328,0,1,0,10527,2182,0,1018,17160,5942,902,0,168028715,10,176,116,160,63,117,26,0,0,10,0,6,378,18,690,753,24,25147,0,0,0,31205,12723,0,4997,22400,15221,5630,0,139876032,26,1,214,41,102,36,0,0,0,2,5,8,62,1,262,356,16,8904,0,0,0,7593,118,400,1479,8050,4401,60,353,202217968,25,116,249,156,36,48,359,38,0,7,1,9,331,15,594,762,25,21759,0,0,0,29099,9892,110,3029,22140,16197,4486,40,101259972,103,0,21,214,188,34,38,16,40,0,4,15,30,5,258,361,16,6664,0,0,0,8796,89,296,1959,7390,4522,12,597,184950344,60,116,252,73,50,1,0,34,265,2,5,5,166,23,341,392,17,12201,0,0,0,8929,478,0,891,12090,6541,326,0,94281932,49,63,1,36,249,116,0,0,0,2,2,5,273,25,454,573,22,16133,0,0,0,11211,1471,0,1753,17190,5459,879,0,136829091,51,34,214,102,37,218,244,188,0,0,4,9,27,24,245,289,14,5987,0,0,0,13547,0,672,632,10215,6785,0,399,121404228,91,40,79,269,0,31,0,0,0,2,4,8,17,3,187,395,17,6309,0,0,0,6020,0,9381,1354,6160,5002,0,2546,375507918,72,63,174,156,108,596,0,0,0,6,5,4,408,8,614,491,20,19328,0,0,0,26166,328,0,278,20390,12583,221,0,Radiant,2259,8,1,2,20,12,5,8214850,INVICTUS GAMING,T1
6212552870,138857296,69,1,116,119,50,110,40,11,0,8,4,13,239,7,673,712,25,26110,0,1,0,25642,1913,0,4550,23310,14833,881,0,202217968,106,1,116,1466,50,30,0,41,43,9,2,10,332,2,601,738,26,25045,0,1,0,37069,3257,12,4820,20615,17387,1651,5,139876032,26,1,256,40,102,214,0,0,0,3,8,11,81,3,304,407,19,11377,0,1,0,9382,551,510,872,11475,6409,286,369,168028715,95,1,156,116,117,160,50,0,0,6,4,8,305,6,595,667,24,23027,0,0,0,17470,20905,0,2077,23020,10758,10015,0,101259972,102,50,0,108,12,34,676,0,0,0,8,7,19,6,276,394,18,8417,0,0,0,6385,734,7190,1212,10400,4146,362,3264,184950344,60,11,36,252,50,1,0,12,0,6,6,9,200,11,356,388,18,12060,0,0,0,11089,99,0,905,12060,8160,81,0,94281932,17,48,98,36,116,41,0,0,0,10,2,13,307,21,518,651,24,19286,0,1,0,27147,73,363,986,20945,18239,57,138,136829091,29,108,29,36,593,218,0,0,0,4,6,16,62,2,272,373,18,7088,0,0,0,20006,0,0,1388,9165,10273,0,0,121404228,128,187,180,102,12,34,0,0,0,2,6,14,103,5,256,359,17,8311,0,0,0,14110,558,1626,1661,7935,10306,391,1018,375507918,48,36,172,249,236,63,0,0,0,4,6,12,364,9,502,566,22,18214,0,1,0,14401,889,0,1589,19260,8563,549,0,Radiant,2456,276,1,2,26,26,5,8214850,INVICTUS GAMING,T1
6212505052,124801257,18,249,603,110,156,116,381,0,0,13,0,13,484,5,855,829,27,33117,0,1,0,38989,13428,0,2767,32690,21014,6169,0,480412663,17,98,108,116,63,178,0,0,41,10,5,15,324,7,633,744,25,22823,0,0,0,27058,2573,110,2493,22240,16838,1584,47,56351509,55,1,226,90,108,29,38,0,0,1,1,24,270,5,532,587,22,16313,0,0,0,11810,1270,0,1728,18740,6615,632,0,317880638,62,231,34,102,96,40,38,0,0,5,7,22,31,0,439,634,23,16163,0,1,0,15284,1396,3286,1258,16295,9175,732,1002,187758589,135,269,254,29,226,38,0,0,0,5,4,21,59,1,369,483,20,11703,0,0,0,9680,700,3856,1873,13020,9109,357,1660,38628747,9,100,92,79,180,86,0,34,0,4,8,9,69,1,245,382,17,8111,0,0,0,10216,42,1113,566,9410,7001,20,889,238239590,52,131,48,37,100,121,0,0,0,4,5,7,311,5,496,523,21,17568,0,1,0,25954,4197,0,118,19700,11950,2269,0,126212866,16,131,1,9,48,178,0,0,0,6,10,8,161,3,357,480,20,10465,0,0,0,25275,128,0,405,12595,13957,49,0,145550466,75,36,214,218,102,188,0,0,0,1,7,11,19,3,242,295,15,6038,0,0,0,12334,36,728,713,8395,8312,26,510,97658618,8,36,41,50,252,147,20,11,0,2,4,1,337,16,508,518,21,18581,0,1,0,13576,342,7296,2146,16815,5984,108,3354,Radiant,2343,0,1,2,34,17,1883502,8260983,Virtus.pro,Undying
