match_id,result,Ban_T1_1,Ban_T1_2,Ban_T1_3,Ban_T1_4,Ban_T1_5,Ban_T2_1,Ban_T2_2,Ban_T2_3,Ban_T2_4,Ban_T2_5,Pick_T1_1,Pick_T1_2,Pick_T1_3,Pick_T1_4,Pick_T1_5,Pick_T2_1,Pick_T2_2,Pick_T2_3,Pick_T2_4,Pick_T2_5
3368249009,Dire,60.0,7.0,35.0,18.0,6.0,90.0,91.0,68.0,59.0,1.0,55.0,28.0,112.0,74.0,41.0,84.0,36.0,50.0,47.0,16.0
3368300783,Dire,90.0,91.0,61.0,77.0,111.0,60.0,18.0,55.0,43.0,95.0,68.0,41.0,28.0,39.0,97.0,7.0,53.0,40.0,1.0,31.0
3369858045,Radiant,31.0,88.0,111.0,65.0,4.0,23.0,60.0,68.0,18.0,54.0,97.0,100.0,27.0,39.0,95.0,107.0,43.0,87.0,7.0,41.0
3369930606,Radiant,31.0,60.0,87.0,15.0,4.0,23.0,97.0,81.0,99.0,98.0,7.0,68.0,62.0,1.0,70.0,88.0,13.0,111.0,73.0,54.0
3370307979,Dire,91.0,90.0,80.0,61.0,53.0,68.0,60.0,39.0,95.0,1.0,97.0,23.0,27.0,9.0,44.0,7.0,36.0,31.0,10.0,55.0
3370363807,Dire,91.0,90.0,31.0,74.0,57.0,68.0,60.0,1.0,18.0,99.0,65.0,23.0,111.0,43.0,98.0,7.0,40.0,59.0,50.0,61.0
3372269708,Radiant,91.0,36.0,61.0,59.0,53.0,68.0,60.0,88.0,43.0,65.0,31.0,13.0,107.0,54.0,35.0,7.0,90.0,86.0,4.0,80.0
3372386596,Radiant,68.0,60.0,43.0,107.0,94.0,91.0,36.0,61.0,59.0,10.0,7.0,53.0,5.0,40.0,73.0,31.0,13.0,4.0,100.0,109.0
3372455628,Radiant,68.0,60.0,18.0,95.0,99.0,91.0,90.0,61.0,59.0,1.0,53.0,86.0,71.0,40.0,109.0,7.0,65.0,30.0,10.0,43.0
3372622939,Dire,91.0,7.0,59.0,40.0,10.0,60.0,107.0,29.0,2.0,39.0,88.0,4.0,5.0,65.0,25.0,53.0,28.0,31.0,54.0,95.0
3372676225,Radiant,107.0,60.0,88.0,10.0,63.0,53.0,91.0,50.0,90.0,77.0,7.0,40.0,68.0,36.0,73.0,31.0,104.0,16.0,39.0,1.0
3372726385,Dire,53.0,91.0,10.0,73.0,1.0,60.0,107.0,2.0,29.0,74.0,40.0,27.0,16.0,96.0,43.0,7.0,31.0,55.0,36.0,8.0
3351963840,Dire,91.0,7.0,40.0,59.0,38.0,88.0,16.0,75.0,46.0,34.0,60.0,65.0,86.0,8.0,39.0,13.0,111.0,23.0,77.0,41.0
3352043080,Radiant,91.0,7.0,59.0,77.0,17.0,88.0,60.0,107.0,46.0,12.0,65.0,75.0,16.0,34.0,44.0,13.0,111.0,63.0,6.0,9.0
3351961375,Dire,91.0,90.0,80.0,74.0,1.0,88.0,60.0,98.0,13.0,43.0,27.0,107.0,55.0,18.0,17.0,7.0,53.0,112.0,36.0,95.0
3352061045,Radiant,88.0,60.0,75.0,77.0,59.0,91.0,90.0,63.0,80.0,55.0,7.0,27.0,41.0,74.0,40.0,107.0,65.0,43.0,111.0,18.0
3351973181,Radiant,4.0,60.0,40.0,27.0,70.0,23.0,38.0,65.0,43.0,29.0,68.0,41.0,100.0,52.0,18.0,107.0,53.0,91.0,76.0,77.0
3352045427,Radiant,4.0,91.0,40.0,63.0,39.0,23.0,107.0,77.0,68.0,13.0,60.0,65.0,50.0,109.0,70.0,86.0,96.0,54.0,66.0,12.0
3351993496,Dire,13.0,68.0,30.0,87.0,106.0,7.0,55.0,59.0,33.0,46.0,60.0,20.0,36.0,29.0,47.0,41.0,23.0,79.0,48.0,39.0
3352104337,Dire,55.0,60.0,61.0,74.0,46.0,13.0,68.0,53.0,17.0,49.0,71.0,6.0,2.0,58.0,94.0,41.0,88.0,112.0,38.0,12.0
3352119361,Dire,107.0,23.0,74.0,81.0,104.0,7.0,16.0,1.0,73.0,18.0,31.0,60.0,39.0,65.0,8.0,88.0,112.0,46.0,12.0,96.0
3352190511,Dire,88.0,112.0,12.0,81.0,41.0,7.0,16.0,1.0,65.0,33.0,25.0,31.0,107.0,8.0,98.0,110.0,74.0,100.0,2.0,45.0
3352140562,Dire,16.0,31.0,62.0,41.0,15.0,43.0,107.0,73.0,4.0,106.0,88.0,55.0,92.0,36.0,49.0,27.0,40.0,28.0,29.0,70.0
3352200165,Dire,43.0,31.0,4.0,55.0,75.0,16.0,88.0,29.0,65.0,73.0,60.0,27.0,40.0,7.0,81.0,107.0,77.0,104.0,13.0,62.0
3352100275,Radiant,60.0,13.0,33.0,39.0,7.0,91.0,16.0,53.0,35.0,46.0,84.0,41.0,107.0,65.0,47.0,75.0,6.0,51.0,11.0,21.0
3352153962,Radiant,60.0,13.0,41.0,33.0,36.0,91.0,16.0,47.0,4.0,12.0,55.0,18.0,87.0,49.0,88.0,75.0,39.0,51.0,65.0,54.0
3352163167,Dire,60.0,107.0,18.0,1.0,65.0,51.0,88.0,70.0,62.0,109.0,16.0,13.0,36.0,30.0,63.0,31.0,49.0,68.0,41.0,69.0
3352237075,Radiant,51.0,88.0,13.0,39.0,17.0,60.0,107.0,70.0,18.0,43.0,65.0,7.0,50.0,95.0,45.0,31.0,54.0,16.0,104.0,34.0
3352267755,Radiant,65.0,60.0,47.0,75.0,104.0,53.0,55.0,36.0,6.0,4.0,88.0,17.0,7.0,90.0,12.0,41.0,103.0,39.0,86.0,32.0
3352320088,Radiant,55.0,7.0,40.0,12.0,76.0,65.0,60.0,47.0,6.0,13.0,75.0,104.0,100.0,1.0,106.0,88.0,41.0,112.0,36.0,74.0
3352286942,Radiant,88.0,60.0,63.0,13.0,33.0,41.0,65.0,59.0,77.0,80.0,91.0,30.0,53.0,70.0,10.0,51.0,108.0,87.0,95.0,39.0
3352327788,Radiant,60.0,91.0,18.0,13.0,43.0,41.0,65.0,1.0,36.0,70.0,90.0,100.0,99.0,77.0,22.0,7.0,55.0,30.0,4.0,106.0
3352220260,Radiant,13.0,88.0,43.0,76.0,39.0,65.0,60.0,18.0,94.0,75.0,23.0,68.0,97.0,95.0,106.0,41.0,111.0,51.0,33.0,17.0
3352275698,Dire,65.0,60.0,17.0,43.0,39.0,13.0,88.0,63.0,40.0,22.0,68.0,41.0,71.0,15.0,113.0,23.0,111.0,97.0,109.0,52.0
3352291980,Dire,91.0,13.0,87.0,40.0,41.0,88.0,65.0,7.0,17.0,1.0,60.0,27.0,29.0,49.0,72.0,89.0,103.0,9.0,45.0,36.0
3352328440,Radiant,91.0,13.0,45.0,36.0,6.0,88.0,60.0,75.0,29.0,46.0,63.0,23.0,27.0,96.0,39.0,65.0,7.0,53.0,92.0,25.0
3352382741,Dire,40.0,23.0,1.0,54.0,49.0,91.0,53.0,104.0,113.0,109.0,16.0,22.0,13.0,60.0,89.0,31.0,88.0,41.0,45.0,99.0
3352416060,Radiant,91.0,60.0,113.0,99.0,58.0,88.0,45.0,104.0,29.0,43.0,16.0,50.0,13.0,6.0,94.0,31.0,65.0,41.0,25.0,62.0
3352363731,Dire,51.0,13.0,60.0,82.0,7.0,112.0,88.0,12.0,104.0,29.0,28.0,90.0,74.0,81.0,99.0,75.0,65.0,39.0,18.0,16.0
3352405556,Radiant,51.0,75.0,6.0,12.0,53.0,88.0,112.0,111.0,106.0,2.0,7.0,41.0,50.0,43.0,107.0,13.0,65.0,16.0,77.0,33.0
3352323980,Dire,60.0,13.0,75.0,70.0,49.0,91.0,55.0,68.0,97.0,104.0,16.0,41.0,64.0,95.0,35.0,88.0,40.0,90.0,99.0,45.0
3352383050,Dire,91.0,60.0,68.0,65.0,54.0,41.0,13.0,104.0,88.0,30.0,31.0,7.0,39.0,36.0,6.0,16.0,40.0,87.0,55.0,46.0
3352367990,Radiant,55.0,53.0,40.0,75.0,83.0,107.0,31.0,45.0,95.0,33.0,60.0,111.0,43.0,18.0,29.0,77.0,65.0,30.0,39.0,69.0
3352409888,Dire,107.0,31.0,43.0,45.0,7.0,55.0,53.0,75.0,39.0,17.0,77.0,65.0,87.0,29.0,46.0,60.0,4.0,111.0,99.0,22.0
3352462460,Radiant,13.0,16.0,45.0,18.0,73.0,90.0,91.0,17.0,99.0,1.0,7.0,92.0,53.0,77.0,61.0,65.0,103.0,40.0,112.0,41.0
3352505678,Dire,13.0,16.0,45.0,18.0,43.0,91.0,90.0,17.0,77.0,74.0,7.0,53.0,27.0,41.0,75.0,65.0,103.0,9.0,112.0,80.0
3352461389,Radiant,88.0,60.0,36.0,13.0,4.0,65.0,41.0,97.0,17.0,52.0,23.0,27.0,51.0,1.0,98.0,7.0,31.0,29.0,12.0,39.0
3352509754,Dire,65.0,13.0,1.0,75.0,95.0,88.0,60.0,59.0,47.0,86.0,41.0,111.0,106.0,33.0,28.0,23.0,97.0,70.0,20.0,73.0
3352427223,Radiant,4.0,7.0,26.0,39.0,30.0,65.0,16.0,55.0,77.0,107.0,88.0,89.0,31.0,15.0,23.0,60.0,6.0,13.0,92.0,9.0
3352464853,Dire,65.0,60.0,18.0,59.0,39.0,4.0,7.0,91.0,44.0,17.0,55.0,107.0,30.0,63.0,41.0,88.0,111.0,33.0,77.0,34.0
3352455755,Radiant,75.0,86.0,47.0,61.0,81.0,16.0,41.0,48.0,1.0,6.0,23.0,13.0,79.0,53.0,63.0,100.0,25.0,40.0,27.0,7.0
3352501269,Dire,75.0,86.0,7.0,33.0,88.0,53.0,41.0,15.0,12.0,18.0,23.0,13.0,27.0,74.0,36.0,60.0,47.0,87.0,8.0,2.0
3353737069,Radiant,107.0,60.0,45.0,41.0,13.0,16.0,88.0,17.0,43.0,18.0,31.0,104.0,75.0,62.0,10.0,112.0,100.0,78.0,1.0,51.0
3353852872,Dire,107.0,60.0,89.0,113.0,92.0,16.0,88.0,45.0,13.0,18.0,41.0,68.0,86.0,74.0,73.0,112.0,7.0,78.0,46.0,12.0
3353737967,Radiant,91.0,60.0,65.0,55.0,6.0,107.0,7.0,41.0,43.0,49.0,31.0,69.0,100.0,77.0,94.0,16.0,75.0,63.0,13.0,4.0
3353838092,Dire,60.0,107.0,41.0,43.0,77.0,91.0,84.0,53.0,109.0,72.0,79.0,23.0,49.0,96.0,1.0,31.0,13.0,7.0,15.0,81.0
3353742932,Dire,43.0,31.0,61.0,12.0,49.0,13.0,75.0,47.0,11.0,86.0,65.0,6.0,51.0,39.0,111.0,88.0,87.0,55.0,63.0,73.0
3353837163,Dire,43.0,31.0,73.0,104.0,40.0,75.0,13.0,82.0,6.0,70.0,65.0,7.0,60.0,46.0,98.0,88.0,63.0,86.0,29.0,11.0
3353738510,Dire,88.0,13.0,6.0,70.0,15.0,55.0,60.0,31.0,77.0,53.0,51.0,49.0,20.0,45.0,107.0,100.0,39.0,41.0,30.0,7.0
3353841477,Dire,55.0,77.0,40.0,6.0,63.0,88.0,13.0,41.0,54.0,70.0,30.0,71.0,104.0,39.0,15.0,60.0,65.0,68.0,106.0,18.0
3353935010,Dire,88.0,7.0,36.0,49.0,112.0,60.0,55.0,63.0,17.0,106.0,75.0,104.0,23.0,12.0,34.0,65.0,103.0,74.0,80.0,5.0
3354031843,Dire,65.0,75.0,8.0,6.0,16.0,103.0,55.0,12.0,74.0,46.0,23.0,7.0,91.0,70.0,11.0,88.0,86.0,98.0,45.0,89.0
3353901258,Dire,60.0,88.0,75.0,27.0,39.0,51.0,107.0,63.0,17.0,40.0,100.0,90.0,43.0,29.0,93.0,23.0,65.0,18.0,68.0,9.0
3353994974,Radiant,60.0,23.0,95.0,51.0,8.0,88.0,65.0,66.0,18.0,15.0,16.0,27.0,96.0,63.0,98.0,107.0,92.0,97.0,104.0,44.0
3353916502,Dire,91.0,103.0,45.0,80.0,61.0,23.0,13.0,17.0,63.0,72.0,41.0,31.0,69.0,53.0,10.0,89.0,9.0,7.0,77.0,58.0
3353989523,Dire,91.0,65.0,45.0,6.0,98.0,23.0,41.0,46.0,1.0,18.0,107.0,27.0,55.0,49.0,63.0,13.0,7.0,58.0,77.0,33.0
3353935410,Radiant,47.0,60.0,33.0,65.0,15.0,53.0,90.0,74.0,18.0,99.0,91.0,71.0,55.0,80.0,44.0,75.0,16.0,104.0,8.0,13.0
3354000170,Dire,90.0,91.0,74.0,45.0,61.0,60.0,47.0,13.0,16.0,43.0,104.0,75.0,51.0,95.0,9.0,7.0,31.0,77.0,29.0,39.0
3354101340,Radiant,84.0,88.0,111.0,37.0,12.0,91.0,60.0,36.0,39.0,25.0,31.0,69.0,13.0,6.0,94.0,55.0,107.0,30.0,43.0,1.0
3354159000,Radiant,31.0,51.0,7.0,39.0,49.0,88.0,6.0,112.0,30.0,46.0,60.0,55.0,5.0,18.0,36.0,91.0,77.0,13.0,83.0,99.0
3354057627,Radiant,88.0,34.0,13.0,29.0,22.0,31.0,107.0,18.0,4.0,45.0,60.0,65.0,109.0,50.0,94.0,16.0,77.0,43.0,111.0,104.0
3354123160,Radiant,31.0,88.0,80.0,63.0,56.0,60.0,65.0,45.0,22.0,41.0,7.0,68.0,13.0,35.0,54.0,107.0,34.0,27.0,104.0,4.0
3354063346,Dire,40.0,31.0,62.0,18.0,15.0,88.0,60.0,65.0,75.0,43.0,86.0,54.0,13.0,100.0,33.0,16.0,50.0,7.0,49.0,70.0
3354120039,Dire,40.0,31.0,41.0,54.0,43.0,60.0,51.0,13.0,39.0,18.0,88.0,7.0,75.0,70.0,25.0,16.0,27.0,104.0,77.0,9.0
3354058128,Dire,107.0,60.0,1.0,74.0,46.0,65.0,77.0,18.0,53.0,13.0,51.0,68.0,7.0,54.0,11.0,88.0,110.0,12.0,33.0,70.0
3354118306,Radiant,65.0,77.0,18.0,106.0,25.0,88.0,107.0,12.0,74.0,96.0,112.0,28.0,43.0,1.0,78.0,60.0,55.0,31.0,95.0,76.0
3354210396,Radiant,53.0,7.0,80.0,77.0,4.0,60.0,23.0,41.0,43.0,65.0,88.0,68.0,18.0,39.0,2.0,91.0,100.0,29.0,61.0,114.0
3354247448,Dire,53.0,7.0,80.0,61.0,76.0,23.0,88.0,39.0,65.0,95.0,68.0,100.0,41.0,2.0,70.0,91.0,71.0,77.0,110.0,106.0
3354180190,Radiant,55.0,65.0,18.0,72.0,13.0,7.0,31.0,77.0,12.0,47.0,88.0,30.0,53.0,6.0,94.0,60.0,27.0,109.0,107.0,78.0
3354220626,Radiant,88.0,6.0,86.0,36.0,80.0,60.0,55.0,29.0,96.0,13.0,63.0,23.0,31.0,69.0,17.0,65.0,32.0,51.0,74.0,77.0
3354167956,Radiant,23.0,1.0,10.0,73.0,41.0,65.0,88.0,60.0,45.0,34.0,87.0,89.0,51.0,15.0,18.0,75.0,7.0,104.0,76.0,12.0
3354219214,Radiant,88.0,65.0,33.0,87.0,34.0,1.0,13.0,76.0,18.0,74.0,68.0,7.0,51.0,81.0,17.0,23.0,89.0,39.0,98.0,31.0
3354162376,Radiant,4.0,91.0,12.0,53.0,104.0,47.0,75.0,1.0,63.0,13.0,60.0,86.0,8.0,65.0,39.0,51.0,40.0,30.0,70.0,11.0
3354214459,Radiant,47.0,75.0,68.0,65.0,6.0,4.0,60.0,40.0,53.0,12.0,91.0,99.0,88.0,39.0,114.0,16.0,13.0,87.0,15.0,85.0
3354286673,Radiant,88.0,112.0,12.0,78.0,13.0,55.0,65.0,18.0,87.0,35.0,60.0,40.0,30.0,77.0,39.0,92.0,7.0,53.0,109.0,74.0
3354345479,Radiant,88.0,60.0,12.0,33.0,1.0,55.0,65.0,35.0,75.0,40.0,84.0,16.0,43.0,58.0,70.0,112.0,78.0,107.0,45.0,10.0
3354284596,Radiant,31.0,91.0,6.0,41.0,15.0,88.0,60.0,77.0,1.0,49.0,7.0,65.0,27.0,95.0,43.0,16.0,75.0,104.0,89.0,9.0
3354333670,Dire,31.0,65.0,81.0,18.0,54.0,91.0,62.0,113.0,6.0,1.0,75.0,16.0,25.0,58.0,12.0,107.0,43.0,50.0,114.0,51.0
3354292598,Radiant,31.0,43.0,36.0,39.0,63.0,60.0,51.0,54.0,75.0,65.0,16.0,49.0,79.0,48.0,57.0,88.0,68.0,7.0,34.0,80.0
3354341710,Dire,43.0,31.0,77.0,41.0,4.0,60.0,88.0,54.0,57.0,33.0,16.0,40.0,18.0,111.0,75.0,107.0,87.0,55.0,106.0,95.0
3354249527,Dire,13.0,65.0,6.0,54.0,33.0,60.0,88.0,86.0,77.0,4.0,51.0,106.0,104.0,87.0,95.0,39.0,16.0,75.0,18.0,9.0
3354297698,Radiant,60.0,88.0,65.0,36.0,80.0,13.0,16.0,6.0,41.0,46.0,75.0,33.0,107.0,98.0,18.0,51.0,39.0,104.0,31.0,15.0
3355646788,Radiant,88.0,41.0,39.0,90.0,75.0,13.0,58.0,45.0,1.0,12.0,65.0,7.0,16.0,77.0,33.0,63.0,23.0,71.0,55.0,56.0
3355760651,Radiant,13.0,89.0,7.0,16.0,80.0,88.0,23.0,75.0,90.0,39.0,65.0,12.0,86.0,32.0,74.0,41.0,45.0,103.0,9.0,27.0
3355657953,Dire,60.0,65.0,34.0,89.0,55.0,27.0,63.0,49.0,29.0,39.0,16.0,92.0,96.0,95.0,13.0,88.0,25.0,18.0,111.0,51.0
3355751343,Dire,60.0,88.0,43.0,27.0,17.0,34.0,89.0,107.0,16.0,25.0,75.0,65.0,62.0,98.0,12.0,23.0,63.0,31.0,69.0,49.0
3355653623,Radiant,4.0,40.0,70.0,46.0,44.0,23.0,13.0,41.0,63.0,47.0,60.0,68.0,18.0,65.0,12.0,91.0,88.0,55.0,106.0,114.0
3355751279,Radiant,40.0,4.0,88.0,55.0,70.0,13.0,23.0,41.0,65.0,76.0,68.0,60.0,18.0,51.0,39.0,91.0,114.0,108.0,58.0,106.0
3355640875,Radiant,75.0,60.0,6.0,47.0,104.0,23.0,100.0,41.0,46.0,49.0,88.0,27.0,97.0,95.0,17.0,13.0,86.0,8.0,16.0,69.0
3355741305,Dire,23.0,60.0,95.0,1.0,12.0,75.0,47.0,68.0,40.0,15.0,100.0,41.0,64.0,13.0,43.0,88.0,97.0,90.0,106.0,44.0
3355859622,Radiant,40.0,88.0,18.0,6.0,39.0,31.0,107.0,43.0,77.0,49.0,60.0,53.0,63.0,86.0,94.0,16.0,13.0,30.0,81.0,74.0
3355934709,Dire,31.0,60.0,43.0,109.0,99.0,40.0,88.0,63.0,6.0,70.0,16.0,13.0,75.0,54.0,4.0,7.0,65.0,27.0,56.0,49.0
3355853872,Dire,31.0,65.0,18.0,81.0,33.0,91.0,16.0,46.0,49.0,2.0,60.0,77.0,27.0,43.0,69.0,88.0,13.0,50.0,109.0,29.0
3355944219,Dire,107.0,77.0,63.0,12.0,1.0,91.0,31.0,6.0,113.0,75.0,60.0,65.0,45.0,46.0,33.0,16.0,13.0,87.0,8.0,43.0
3355838924,Dire,82.0,65.0,6.0,68.0,33.0,88.0,60.0,57.0,40.0,15.0,51.0,49.0,31.0,41.0,101.0,16.0,13.0,75.0,18.0,53.0
3355938154,Dire,51.0,82.0,65.0,33.0,107.0,88.0,60.0,31.0,18.0,4.0,16.0,40.0,7.0,49.0,90.0,13.0,77.0,75.0,98.0,71.0
3355805274,Radiant,31.0,88.0,45.0,39.0,33.0,91.0,60.0,109.0,49.0,74.0,16.0,79.0,41.0,48.0,55.0,7.0,90.0,13.0,81.0,80.0
3355887483,Radiant,60.0,31.0,65.0,33.0,49.0,55.0,91.0,6.0,109.0,15.0,88.0,37.0,18.0,13.0,74.0,16.0,75.0,51.0,95.0,41.0
3356007093,Radiant,4.0,114.0,6.0,70.0,106.0,65.0,60.0,68.0,55.0,76.0,88.0,41.0,36.0,30.0,72.0,91.0,16.0,99.0,15.0,46.0
3356066834,Radiant,4.0,114.0,51.0,106.0,33.0,65.0,88.0,39.0,41.0,12.0,30.0,16.0,7.0,74.0,18.0,81.0,68.0,13.0,44.0,53.0
3356044327,Dire,91.0,90.0,77.0,80.0,99.0,65.0,88.0,18.0,98.0,12.0,86.0,51.0,106.0,16.0,34.0,7.0,53.0,111.0,59.0,36.0
3356102779,Dire,88.0,91.0,60.0,45.0,23.0,90.0,7.0,73.0,61.0,13.0,16.0,22.0,38.0,80.0,12.0,65.0,77.0,64.0,39.0,107.0
3356009819,Dire,13.0,41.0,48.0,1.0,93.0,63.0,27.0,18.0,17.0,98.0,60.0,65.0,75.0,15.0,49.0,23.0,79.0,104.0,12.0,9.0
3356083896,Dire,23.0,60.0,65.0,17.0,38.0,13.0,41.0,18.0,12.0,43.0,51.0,68.0,86.0,1.0,47.0,88.0,63.0,111.0,74.0,6.0
3355980143,Dire,91.0,13.0,53.0,12.0,39.0,75.0,47.0,65.0,8.0,74.0,60.0,86.0,18.0,29.0,63.0,7.0,77.0,112.0,58.0,9.0
3356035808,Dire,91.0,53.0,63.0,111.0,58.0,75.0,47.0,8.0,1.0,39.0,88.0,65.0,50.0,18.0,106.0,89.0,9.0,7.0,12.0,87.0
3356137447,Radiant,43.0,31.0,68.0,109.0,63.0,112.0,88.0,78.0,92.0,40.0,28.0,73.0,111.0,65.0,36.0,16.0,13.0,4.0,90.0,10.0
