match_id,result,Ban_T1_1,Ban_T1_2,Ban_T1_3,Ban_T1_4,Ban_T1_5,Ban_T1_6,Ban_T2_1,Ban_T2_2,Ban_T2_3,Ban_T2_4,Ban_T2_5,Ban_T2_6,Pick_T1_1,Pick_T1_2,Pick_T1_3,Pick_T1_4,Pick_T1_5,Pick_T2_1,Pick_T2_2,Pick_T2_3,Pick_T2_4,Pick_T2_5
4074694505.0,Dire,66.0,58.0,75.0,25.0,45.0,22.0,63.0,70.0,91.0,67.0,61.0,19.0,20.0,36.0,107.0,12.0,46.0,53.0,6.0,7.0,33.0,74.0
4074748928.0,Dire,63.0,19.0,67.0,17.0,9.0,74.0,66.0,53.0,91.0,12.0,61.0,45.0,70.0,75.0,100.0,113.0,77.0,58.0,6.0,110.0,71.0,72.0
4074821374.0,Dire,66.0,53.0,10.0,74.0,25.0,9.0,63.0,70.0,75.0,85.0,73.0,17.0,58.0,72.0,110.0,20.0,19.0,91.0,67.0,3.0,22.0,96.0
4078291886.0,Dire,66.0,53.0,10.0,96.0,113.0,74.0,19.0,20.0,75.0,17.0,3.0,9.0,63.0,6.0,112.0,30.0,59.0,91.0,72.0,58.0,45.0,42.0
4078363316.0,Dire,91.0,6.0,19.0,77.0,67.0,70.0,66.0,53.0,20.0,45.0,101.0,114.0,75.0,4.0,25.0,97.0,74.0,58.0,7.0,5.0,17.0,56.0
4078412913.0,Radiant,91.0,6.0,19.0,17.0,85.0,39.0,66.0,53.0,20.0,22.0,65.0,74.0,67.0,75.0,7.0,45.0,113.0,58.0,109.0,3.0,51.0,9.0
4070612749.0,Radiant,91.0,63.0,58.0,46.0,33.0,6.0,5.0,12.0,88.0,4.0,17.0,61.0,36.0,84.0,19.0,25.0,72.0,9.0,3.0,110.0,92.0,70.0
4070674710.0,Radiant,12.0,63.0,9.0,82.0,70.0,65.0,53.0,36.0,58.0,59.0,42.0,49.0,85.0,119.0,78.0,67.0,11.0,75.0,19.0,107.0,56.0,45.0
4070746269.0,Radiant,91.0,112.0,63.0,6.0,70.0,73.0,75.0,36.0,58.0,77.0,45.0,57.0,85.0,19.0,20.0,12.0,51.0,9.0,3.0,119.0,72.0,49.0
4070838238.0,Dire,58.0,3.0,91.0,65.0,45.0,12.0,63.0,19.0,6.0,20.0,51.0,61.0,109.0,36.0,26.0,21.0,97.0,75.0,7.0,53.0,25.0,113.0
4072586507.0,Radiant,36.0,5.0,42.0,85.0,31.0,59.0,61.0,63.0,58.0,46.0,19.0,54.0,20.0,78.0,64.0,17.0,67.0,9.0,12.0,103.0,75.0,106.0
4072635180.0,Dire,61.0,63.0,58.0,46.0,92.0,40.0,36.0,5.0,42.0,9.0,56.0,59.0,31.0,19.0,17.0,12.0,4.0,20.0,110.0,88.0,73.0,70.0
4072699199.0,Radiant,19.0,91.0,53.0,4.0,75.0,45.0,66.0,61.0,58.0,73.0,12.0,70.0,63.0,20.0,83.0,56.0,74.0,119.0,42.0,85.0,36.0,49.0
4072772695.0,Radiant,19.0,91.0,58.0,36.0,9.0,40.0,66.0,61.0,63.0,12.0,67.0,74.0,75.0,70.0,7.0,56.0,33.0,119.0,42.0,20.0,17.0,95.0
4074178274.0,Dire,91.0,36.0,42.0,49.0,84.0,20.0,12.0,85.0,58.0,53.0,67.0,73.0,75.0,63.0,100.0,77.0,22.0,9.0,6.0,3.0,112.0,108.0
4074255285.0,Radiant,58.0,12.0,85.0,67.0,77.0,53.0,42.0,91.0,9.0,36.0,49.0,46.0,6.0,63.0,84.0,110.0,40.0,75.0,19.0,20.0,95.0,96.0
4074356696.0,Dire,91.0,36.0,9.0,56.0,53.0,77.0,63.0,113.0,58.0,19.0,42.0,6.0,66.0,20.0,25.0,40.0,106.0,75.0,7.0,46.0,65.0,109.0
4074440208.0,Radiant,91.0,36.0,9.0,61.0,12.0,33.0,63.0,113.0,58.0,19.0,6.0,45.0,20.0,56.0,42.0,66.0,22.0,75.0,7.0,25.0,109.0,65.0
4074486307.0,Dire,63.0,113.0,58.0,6.0,66.0,92.0,91.0,42.0,75.0,88.0,3.0,61.0,36.0,19.0,56.0,111.0,59.0,20.0,110.0,70.0,74.0,33.0
4076043995.0,Radiant,61.0,66.0,20.0,45.0,70.0,65.0,42.0,75.0,63.0,119.0,19.0,73.0,3.0,36.0,56.0,103.0,59.0,91.0,72.0,111.0,49.0,58.0
4076114893.0,Dire,66.0,70.0,42.0,67.0,31.0,59.0,63.0,91.0,58.0,9.0,46.0,36.0,20.0,6.0,64.0,73.0,65.0,19.0,119.0,3.0,61.0,4.0
4076188379.0,Radiant,91.0,75.0,63.0,12.0,58.0,59.0,66.0,61.0,20.0,40.0,109.0,46.0,119.0,42.0,19.0,53.0,36.0,70.0,3.0,56.0,85.0,25.0
4076257095.0,Radiant,63.0,91.0,6.0,67.0,77.0,45.0,58.0,12.0,20.0,4.0,112.0,59.0,56.0,75.0,7.0,36.0,82.0,42.0,9.0,85.0,90.0,46.0
4076314248.0,Radiant,63.0,42.0,6.0,53.0,66.0,61.0,58.0,12.0,36.0,82.0,4.0,113.0,20.0,75.0,103.0,56.0,109.0,9.0,119.0,84.0,19.0,94.0
4076431752.0,Dire,91.0,63.0,58.0,110.0,74.0,33.0,119.0,61.0,70.0,67.0,56.0,73.0,36.0,5.0,9.0,103.0,19.0,66.0,6.0,75.0,17.0,45.0
4076485641.0,Radiant,119.0,66.0,63.0,61.0,56.0,67.0,6.0,91.0,75.0,100.0,7.0,17.0,20.0,9.0,31.0,40.0,73.0,70.0,3.0,19.0,45.0,112.0
4078079157.0,Dire,63.0,56.0,91.0,110.0,5.0,58.0,103.0,75.0,20.0,23.0,70.0,6.0,66.0,36.0,7.0,17.0,73.0,61.0,107.0,112.0,4.0,65.0
4078180258.0,Dire,63.0,56.0,91.0,36.0,73.0,1.0,103.0,75.0,20.0,113.0,23.0,88.0,66.0,12.0,25.0,114.0,45.0,42.0,119.0,112.0,61.0,74.0
4078478649.0,Radiant,61.0,42.0,56.0,4.0,6.0,74.0,75.0,20.0,72.0,73.0,45.0,100.0,63.0,70.0,31.0,17.0,119.0,91.0,58.0,84.0,40.0,81.0
4078566725.0,Radiant,61.0,91.0,56.0,70.0,36.0,40.0,75.0,58.0,63.0,17.0,73.0,19.0,42.0,119.0,67.0,31.0,98.0,20.0,53.0,78.0,109.0,47.0
4080316101.0,Dire,75.0,56.0,119.0,6.0,4.0,10.0,70.0,63.0,45.0,65.0,23.0,36.0,91.0,72.0,85.0,73.0,40.0,58.0,7.0,19.0,3.0,67.0
4080420268.0,Radiant,70.0,58.0,63.0,45.0,7.0,100.0,75.0,91.0,19.0,109.0,17.0,25.0,42.0,119.0,37.0,48.0,23.0,67.0,31.0,9.0,36.0,86.0
4080601137.0,Radiant,91.0,6.0,19.0,109.0,85.0,70.0,66.0,53.0,75.0,74.0,101.0,45.0,7.0,67.0,112.0,114.0,83.0,58.0,17.0,5.0,103.0,4.0
4080666526.0,Radiant,67.0,66.0,53.0,45.0,113.0,112.0,19.0,6.0,75.0,17.0,10.0,59.0,58.0,7.0,3.0,12.0,23.0,91.0,72.0,74.0,108.0,87.0
4080723031.0,Dire,19.0,91.0,7.0,17.0,52.0,8.0,67.0,53.0,58.0,113.0,45.0,114.0,66.0,12.0,112.0,25.0,10.0,63.0,20.0,110.0,73.0,78.0
4080778303.0,Dire,67.0,53.0,7.0,113.0,45.0,96.0,19.0,75.0,63.0,73.0,17.0,23.0,58.0,10.0,100.0,78.0,4.0,91.0,12.0,66.0,74.0,2.0
4080856812.0,Dire,67.0,12.0,58.0,45.0,113.0,114.0,19.0,6.0,91.0,17.0,73.0,36.0,7.0,109.0,75.0,23.0,65.0,53.0,86.0,97.0,106.0,22.0
4061660411.0,Dire,66.0,53.0,63.0,58.0,9.0,56.0,75.0,36.0,82.0,78.0,23.0,42.0,91.0,72.0,3.0,19.0,33.0,7.0,5.0,61.0,45.0,67.0
4061742840.0,Radiant,53.0,91.0,66.0,9.0,12.0,102.0,75.0,3.0,58.0,82.0,6.0,61.0,63.0,112.0,42.0,119.0,56.0,20.0,4.0,27.0,59.0,57.0
4061671194.0,Dire,45.0,19.0,75.0,96.0,36.0,9.0,112.0,113.0,7.0,10.0,6.0,74.0,20.0,63.0,37.0,114.0,101.0,91.0,72.0,42.0,25.0,26.0
4061721528.0,Radiant,45.0,58.0,97.0,25.0,77.0,17.0,113.0,112.0,19.0,56.0,63.0,6.0,75.0,10.0,7.0,53.0,74.0,91.0,36.0,26.0,42.0,72.0
4061662358.0,Radiant,45.0,19.0,75.0,119.0,103.0,59.0,91.0,36.0,58.0,86.0,23.0,17.0,110.0,70.0,5.0,56.0,73.0,63.0,20.0,42.0,112.0,4.0
4061745637.0,Radiant,58.0,36.0,75.0,99.0,70.0,25.0,45.0,19.0,63.0,110.0,56.0,61.0,42.0,119.0,5.0,67.0,9.0,91.0,48.0,3.0,104.0,59.0
4061694810.0,Dire,4.0,36.0,91.0,63.0,65.0,46.0,33.0,58.0,53.0,19.0,110.0,56.0,42.0,75.0,119.0,114.0,25.0,7.0,9.0,5.0,104.0,94.0
4061766981.0,Radiant,4.0,91.0,36.0,56.0,63.0,25.0,33.0,58.0,53.0,78.0,70.0,49.0,9.0,20.0,120.0,85.0,73.0,42.0,119.0,75.0,19.0,59.0
4061815647.0,Dire,75.0,14.0,58.0,9.0,77.0,42.0,92.0,6.0,33.0,113.0,85.0,61.0,36.0,45.0,86.0,84.0,49.0,88.0,56.0,5.0,25.0,19.0
4061880066.0,Radiant,75.0,56.0,58.0,5.0,63.0,9.0,92.0,6.0,33.0,113.0,61.0,59.0,36.0,19.0,20.0,7.0,46.0,88.0,43.0,3.0,70.0,17.0
4061802430.0,Dire,63.0,75.0,45.0,103.0,56.0,46.0,36.0,58.0,91.0,42.0,51.0,70.0,112.0,19.0,20.0,9.0,8.0,5.0,67.0,7.0,110.0,17.0
4061867364.0,Dire,58.0,70.0,67.0,66.0,51.0,17.0,91.0,36.0,19.0,46.0,7.0,3.0,56.0,20.0,78.0,114.0,12.0,75.0,61.0,21.0,63.0,119.0
4061804100.0,Radiant,58.0,91.0,36.0,12.0,61.0,10.0,66.0,84.0,90.0,59.0,92.0,113.0,119.0,63.0,85.0,9.0,6.0,42.0,19.0,37.0,56.0,108.0
4061858332.0,Radiant,91.0,58.0,36.0,12.0,59.0,65.0,66.0,84.0,85.0,75.0,92.0,114.0,42.0,119.0,26.0,9.0,46.0,63.0,111.0,19.0,23.0,61.0
4061848287.0,Dire,42.0,58.0,91.0,59.0,49.0,106.0,75.0,53.0,19.0,45.0,88.0,6.0,63.0,5.0,17.0,83.0,108.0,79.0,36.0,26.0,9.0,41.0
4061903681.0,Dire,42.0,36.0,63.0,104.0,7.0,59.0,75.0,91.0,58.0,19.0,4.0,25.0,5.0,12.0,53.0,62.0,46.0,56.0,27.0,120.0,110.0,17.0
4061924528.0,Dire,91.0,58.0,6.0,12.0,77.0,19.0,45.0,56.0,5.0,11.0,63.0,34.0,53.0,42.0,87.0,70.0,52.0,75.0,36.0,20.0,109.0,25.0
4061984521.0,Dire,91.0,75.0,58.0,86.0,53.0,3.0,36.0,45.0,56.0,112.0,77.0,59.0,42.0,63.0,21.0,110.0,61.0,6.0,20.0,9.0,17.0,119.0
4061922574.0,Dire,85.0,36.0,58.0,63.0,45.0,61.0,70.0,66.0,119.0,83.0,71.0,62.0,53.0,56.0,20.0,43.0,7.0,42.0,5.0,19.0,112.0,4.0
4061977166.0,Radiant,70.0,66.0,119.0,63.0,9.0,59.0,42.0,53.0,85.0,36.0,56.0,12.0,58.0,5.0,29.0,17.0,95.0,21.0,20.0,19.0,51.0,72.0
4061921764.0,Dire,36.0,91.0,58.0,4.0,67.0,100.0,9.0,75.0,63.0,70.0,59.0,25.0,42.0,45.0,5.0,54.0,17.0,19.0,110.0,56.0,33.0,71.0
4061971770.0,Dire,36.0,9.0,75.0,70.0,59.0,104.0,33.0,58.0,63.0,56.0,10.0,61.0,19.0,110.0,66.0,42.0,74.0,91.0,72.0,52.0,25.0,38.0
4061952570.0,Dire,61.0,75.0,63.0,53.0,96.0,39.0,40.0,20.0,91.0,5.0,56.0,113.0,45.0,58.0,7.0,19.0,114.0,88.0,66.0,70.0,4.0,74.0
4062010988.0,Radiant,40.0,75.0,91.0,114.0,12.0,95.0,61.0,63.0,20.0,5.0,58.0,85.0,88.0,4.0,53.0,56.0,23.0,45.0,66.0,19.0,100.0,10.0
4062034566.0,Radiant,19.0,36.0,75.0,9.0,17.0,106.0,61.0,67.0,45.0,63.0,49.0,46.0,66.0,58.0,51.0,12.0,74.0,5.0,56.0,42.0,32.0,21.0
4062061780.0,Dire,36.0,112.0,19.0,51.0,42.0,63.0,61.0,67.0,66.0,17.0,45.0,41.0,75.0,7.0,120.0,11.0,18.0,5.0,12.0,20.0,25.0,70.0
4062017242.0,Radiant,83.0,36.0,63.0,110.0,7.0,98.0,91.0,58.0,75.0,19.0,59.0,88.0,119.0,12.0,20.0,49.0,9.0,45.0,42.0,5.0,67.0,23.0
4062045592.0,Radiant,91.0,58.0,83.0,104.0,59.0,57.0,119.0,20.0,75.0,36.0,41.0,70.0,9.0,79.0,49.0,88.0,98.0,3.0,63.0,103.0,19.0,108.0
4062016236.0,Dire,91.0,42.0,36.0,17.0,63.0,46.0,75.0,19.0,5.0,92.0,120.0,59.0,20.0,70.0,45.0,97.0,109.0,58.0,27.0,88.0,67.0,23.0
4062062147.0,Radiant,91.0,42.0,58.0,46.0,9.0,4.0,75.0,19.0,5.0,92.0,120.0,17.0,63.0,88.0,112.0,33.0,74.0,79.0,56.0,86.0,22.0,49.0
4062047269.0,Dire,66.0,19.0,85.0,112.0,70.0,18.0,58.0,36.0,45.0,12.0,61.0,84.0,7.0,56.0,53.0,11.0,102.0,75.0,42.0,110.0,49.0,46.0
4062098361.0,Radiant,58.0,36.0,45.0,12.0,53.0,6.0,66.0,19.0,75.0,26.0,4.0,46.0,42.0,119.0,84.0,49.0,67.0,7.0,63.0,9.0,111.0,23.0
4062098446.0,Dire,20.0,103.0,72.0,112.0,12.0,6.0,66.0,63.0,53.0,36.0,70.0,61.0,75.0,91.0,4.0,40.0,59.0,7.0,56.0,5.0,25.0,58.0
4062151757.0,Radiant,103.0,72.0,23.0,112.0,5.0,75.0,66.0,63.0,56.0,36.0,59.0,10.0,91.0,61.0,20.0,78.0,9.0,53.0,19.0,109.0,110.0,70.0
4062099038.0,Dire,70.0,36.0,58.0,67.0,119.0,4.0,42.0,19.0,88.0,75.0,85.0,120.0,91.0,72.0,20.0,56.0,98.0,63.0,5.0,107.0,73.0,99.0
4062142571.0,Radiant,42.0,19.0,85.0,56.0,6.0,88.0,70.0,36.0,91.0,73.0,67.0,4.0,58.0,110.0,23.0,17.0,46.0,20.0,9.0,63.0,25.0,120.0
4062103539.0,Dire,91.0,33.0,36.0,82.0,56.0,19.0,75.0,63.0,45.0,59.0,78.0,61.0,26.0,70.0,119.0,21.0,73.0,58.0,112.0,107.0,92.0,80.0
4062143387.0,Radiant,75.0,91.0,58.0,12.0,61.0,2.0,33.0,45.0,19.0,56.0,82.0,11.0,112.0,63.0,6.0,21.0,92.0,36.0,86.0,42.0,22.0,4.0
4062142402.0,Radiant,91.0,5.0,58.0,59.0,4.0,48.0,66.0,70.0,119.0,19.0,61.0,53.0,85.0,36.0,7.0,63.0,77.0,9.0,79.0,51.0,49.0,92.0
4062183675.0,Radiant,91.0,5.0,58.0,2.0,4.0,61.0,66.0,70.0,119.0,56.0,77.0,59.0,85.0,63.0,20.0,6.0,74.0,36.0,86.0,27.0,42.0,9.0
4063131437.0,Dire,75.0,42.0,53.0,119.0,112.0,76.0,36.0,56.0,58.0,46.0,82.0,4.0,20.0,63.0,107.0,99.0,49.0,19.0,61.0,23.0,3.0,9.0
4063202564.0,Radiant,75.0,19.0,61.0,9.0,3.0,34.0,36.0,58.0,56.0,63.0,45.0,59.0,85.0,42.0,91.0,72.0,106.0,67.0,66.0,87.0,79.0,46.0
4063131371.0,Radiant,45.0,75.0,63.0,5.0,33.0,7.0,58.0,91.0,42.0,51.0,67.0,41.0,79.0,36.0,27.0,9.0,12.0,119.0,56.0,3.0,4.0,120.0
4063220819.0,Radiant,91.0,58.0,75.0,5.0,67.0,19.0,79.0,20.0,27.0,12.0,6.0,59.0,111.0,9.0,7.0,56.0,41.0,36.0,42.0,26.0,63.0,33.0
4063131353.0,Dire,63.0,75.0,66.0,3.0,112.0,17.0,36.0,58.0,19.0,72.0,70.0,8.0,91.0,85.0,96.0,52.0,114.0,42.0,119.0,84.0,12.0,9.0
4063222284.0,Radiant,91.0,58.0,36.0,3.0,26.0,17.0,42.0,45.0,75.0,85.0,5.0,61.0,63.0,19.0,112.0,33.0,94.0,119.0,70.0,66.0,67.0,22.0
4063131418.0,Dire,33.0,70.0,63.0,61.0,12.0,4.0,9.0,75.0,91.0,49.0,17.0,111.0,58.0,6.0,21.0,59.0,119.0,19.0,5.0,112.0,56.0,68.0
4063225719.0,Radiant,33.0,19.0,63.0,112.0,56.0,12.0,9.0,91.0,75.0,17.0,59.0,20.0,58.0,6.0,119.0,46.0,26.0,5.0,70.0,120.0,30.0,77.0
4063266100.0,Dire,5.0,9.0,75.0,65.0,4.0,68.0,58.0,63.0,91.0,92.0,80.0,77.0,112.0,36.0,21.0,59.0,83.0,20.0,19.0,45.0,42.0,34.0
4063378608.0,Dire,58.0,91.0,63.0,92.0,45.0,65.0,9.0,5.0,75.0,42.0,78.0,12.0,36.0,20.0,19.0,13.0,61.0,112.0,6.0,119.0,46.0,33.0
4063299885.0,Radiant,91.0,75.0,45.0,33.0,63.0,74.0,110.0,58.0,42.0,73.0,56.0,61.0,36.0,5.0,70.0,85.0,17.0,19.0,111.0,96.0,113.0,21.0
4063359785.0,Dire,19.0,91.0,110.0,36.0,85.0,25.0,45.0,75.0,70.0,22.0,74.0,73.0,20.0,9.0,111.0,96.0,114.0,58.0,5.0,88.0,67.0,17.0
4063289036.0,Dire,85.0,9.0,75.0,119.0,12.0,49.0,63.0,61.0,91.0,88.0,58.0,74.0,20.0,53.0,56.0,66.0,92.0,42.0,45.0,100.0,36.0,73.0
4063369023.0,Radiant,45.0,42.0,75.0,36.0,12.0,73.0,61.0,63.0,91.0,70.0,4.0,74.0,20.0,9.0,3.0,54.0,25.0,19.0,110.0,58.0,107.0,46.0
4063286002.0,Dire,91.0,58.0,66.0,42.0,51.0,74.0,5.0,85.0,75.0,53.0,77.0,61.0,7.0,36.0,87.0,70.0,25.0,63.0,110.0,3.0,6.0,17.0
4063350513.0,Radiant,85.0,5.0,36.0,67.0,70.0,109.0,91.0,58.0,63.0,25.0,3.0,74.0,7.0,56.0,20.0,9.0,59.0,66.0,19.0,31.0,42.0,22.0
4063439681.0,Radiant,88.0,20.0,63.0,41.0,42.0,49.0,79.0,45.0,36.0,23.0,19.0,4.0,91.0,72.0,3.0,25.0,65.0,75.0,56.0,70.0,9.0,21.0
4063490254.0,Radiant,45.0,91.0,36.0,7.0,23.0,59.0,75.0,20.0,88.0,42.0,25.0,97.0,5.0,12.0,19.0,106.0,112.0,79.0,9.0,103.0,49.0,41.0
4063413580.0,Dire,66.0,19.0,63.0,61.0,56.0,59.0,53.0,36.0,58.0,3.0,9.0,13.0,91.0,6.0,26.0,46.0,45.0,75.0,70.0,23.0,112.0,12.0
4063477071.0,Dire,53.0,36.0,58.0,63.0,6.0,59.0,61.0,66.0,75.0,23.0,7.0,106.0,19.0,3.0,91.0,72.0,49.0,9.0,20.0,12.0,119.0,98.0
4063430773.0,Radiant,58.0,91.0,45.0,6.0,70.0,46.0,19.0,75.0,36.0,12.0,41.0,94.0,9.0,20.0,4.0,3.0,49.0,63.0,112.0,119.0,42.0,25.0
4063481435.0,Radiant,58.0,91.0,45.0,41.0,33.0,12.0,19.0,9.0,36.0,92.0,6.0,59.0,63.0,53.0,70.0,26.0,40.0,75.0,49.0,7.0,46.0,72.0
4063402142.0,Radiant,112.0,19.0,75.0,22.0,70.0,46.0,58.0,91.0,42.0,7.0,61.0,49.0,5.0,4.0,86.0,113.0,74.0,88.0,63.0,26.0,36.0,17.0
4063465788.0,Radiant,58.0,45.0,36.0,4.0,86.0,61.0,19.0,112.0,75.0,70.0,22.0,92.0,5.0,63.0,51.0,120.0,74.0,56.0,27.0,88.0,9.0,6.0
4063532336.0,Dire,5.0,91.0,110.0,112.0,75.0,17.0,6.0,88.0,70.0,36.0,9.0,59.0,20.0,56.0,14.0,63.0,73.0,58.0,67.0,31.0,19.0,100.0
4063572817.0,Radiant,91.0,88.0,58.0,25.0,9.0,33.0,5.0,110.0,36.0,73.0,17.0,75.0,70.0,85.0,63.0,19.0,45.0,67.0,112.0,119.0,56.0,16.0
4063527110.0,Radiant,9.0,45.0,110.0,65.0,75.0,59.0,63.0,58.0,91.0,82.0,92.0,83.0,112.0,36.0,42.0,46.0,107.0,119.0,19.0,68.0,56.0,4.0
4063571098.0,Radiant,63.0,58.0,36.0,46.0,92.0,61.0,91.0,9.0,75.0,12.0,73.0,25.0,112.0,7.0,67.0,65.0,56.0,42.0,119.0,5.0,69.0,17.0
4063521022.0,Radiant,85.0,45.0,19.0,49.0,77.0,74.0,91.0,58.0,5.0,4.0,6.0,59.0,75.0,63.0,112.0,36.0,25.0,66.0,9.0,84.0,42.0,46.0
4063563567.0,Radiant,85.0,45.0,19.0,49.0,7.0,46.0,58.0,75.0,91.0,6.0,110.0,92.0,63.0,20.0,119.0,108.0,25.0,5.0,36.0,83.0,67.0,22.0
4063518923.0,Radiant,42.0,9.0,19.0,53.0,63.0,61.0,4.0,91.0,66.0,113.0,7.0,74.0,58.0,40.0,27.0,12.0,45.0,20.0,70.0,110.0,35.0,73.0
4063558826.0,Radiant,42.0,9.0,19.0,73.0,67.0,61.0,66.0,58.0,45.0,74.0,113.0,10.0,53.0,75.0,7.0,25.0,6.0,36.0,5.0,112.0,4.0,120.0
4063611898.0,Radiant,63.0,45.0,113.0,33.0,82.0,59.0,58.0,36.0,20.0,3.0,51.0,75.0,91.0,72.0,19.0,104.0,111.0,5.0,56.0,103.0,65.0,95.0
4063653342.0,Radiant,58.0,36.0,91.0,4.0,49.0,22.0,113.0,45.0,63.0,112.0,92.0,82.0,19.0,84.0,9.0,119.0,47.0,75.0,70.0,27.0,67.0,59.0
4063619584.0,Dire,91.0,58.0,36.0,33.0,17.0,22.0,19.0,75.0,5.0,9.0,4.0,51.0,20.0,12.0,25.0,86.0,32.0,63.0,112.0,7.0,120.0,94.0
4063667075.0,Dire,36.0,91.0,58.0,67.0,25.0,88.0,19.0,75.0,9.0,41.0,20.0,86.0,7.0,56.0,110.0,17.0,112.0,5.0,33.0,70.0,106.0,63.0
4063600107.0,Radiant,63.0,5.0,58.0,12.0,92.0,53.0,42.0,119.0,91.0,49.0,67.0,51.0,36.0,85.0,9.0,6.0,18.0,19.0,75.0,100.0,56.0,112.0
4063643412.0,Radiant,19.0,63.0,58.0,12.0,61.0,92.0,42.0,36.0,91.0,4.0,6.0,59.0,53.0,84.0,9.0,88.0,109.0,119.0,120.0,64.0,67.0,46.0
4063601628.0,Radiant,63.0,33.0,19.0,61.0,49.0,59.0,91.0,58.0,36.0,6.0,3.0,40.0,9.0,20.0,119.0,17.0,42.0,5.0,70.0,4.0,112.0,73.0
4063646692.0,Dire,91.0,58.0,36.0,6.0,70.0,114.0,63.0,19.0,33.0,61.0,66.0,56.0,20.0,49.0,4.0,107.0,74.0,9.0,119.0,26.0,42.0,59.0
4064708096.0,Radiant,4.0,78.0,45.0,73.0,62.0,47.0,91.0,66.0,61.0,6.0,92.0,59.0,20.0,53.0,75.0,67.0,36.0,9.0,42.0,5.0,19.0,58.0
4064786062.0,Radiant,78.0,4.0,42.0,120.0,5.0,65.0,91.0,66.0,61.0,67.0,85.0,12.0,20.0,58.0,107.0,45.0,63.0,36.0,7.0,27.0,44.0,19.0
4064721264.0,Radiant,112.0,58.0,91.0,80.0,82.0,17.0,45.0,19.0,75.0,6.0,53.0,56.0,66.0,25.0,67.0,83.0,74.0,21.0,33.0,85.0,70.0,59.0
4064796732.0,Radiant,66.0,58.0,91.0,75.0,4.0,25.0,42.0,92.0,112.0,36.0,19.0,61.0,63.0,20.0,90.0,99.0,82.0,53.0,7.0,31.0,10.0,74.0
4064706272.0,Dire,63.0,36.0,58.0,104.0,6.0,25.0,9.0,45.0,91.0,19.0,46.0,59.0,42.0,112.0,119.0,70.0,73.0,75.0,20.0,56.0,78.0,17.0
4064812973.0,Radiant,9.0,45.0,91.0,73.0,59.0,46.0,63.0,58.0,36.0,6.0,78.0,17.0,75.0,20.0,19.0,109.0,25.0,112.0,70.0,56.0,5.0,94.0
4064706284.0,Radiant,85.0,91.0,58.0,42.0,25.0,74.0,63.0,5.0,19.0,67.0,111.0,61.0,36.0,9.0,70.0,75.0,100.0,20.0,119.0,30.0,6.0,17.0
4064786780.0,Dire,58.0,5.0,36.0,3.0,49.0,33.0,85.0,75.0,70.0,67.0,56.0,77.0,63.0,19.0,112.0,83.0,6.0,91.0,72.0,20.0,9.0,23.0
4064851344.0,Dire,19.0,75.0,61.0,70.0,73.0,22.0,91.0,33.0,36.0,41.0,25.0,17.0,58.0,26.0,5.0,12.0,106.0,119.0,63.0,4.0,20.0,7.0
