match_id,result,Ban_T1_1,Ban_T1_2,Ban_T1_3,Ban_T1_4,Ban_T1_5,Ban_T2_1,Ban_T2_2,Ban_T2_3,Ban_T2_4,Ban_T2_5,Pick_T1_1,Pick_T1_2,Pick_T1_3,Pick_T1_4,Pick_T1_5,Pick_T2_1,Pick_T2_2,Pick_T2_3,Pick_T2_4,Pick_T2_5
2551419679.0,Dire,6.0,98.0,90.0,8.0,70.0,91.0,59.0,41.0,23.0,73.0,79.0,48.0,66.0,88.0,74.0,9.0,26.0,103.0,65.0,67.0
2551385390.0,Radiant,9.0,79.0,2.0,73.0,106.0,91.0,62.0,89.0,44.0,93.0,103.0,28.0,8.0,20.0,12.0,32.0,54.0,65.0,111.0,98.0
2551458951.0,Radiant,62.0,32.0,89.0,73.0,98.0,91.0,79.0,6.0,2.0,43.0,84.0,9.0,41.0,93.0,88.0,103.0,8.0,111.0,65.0,59.0
2551398791.0,Dire,89.0,84.0,10.0,9.0,65.0,6.0,91.0,38.0,88.0,73.0,79.0,8.0,58.0,28.0,35.0,90.0,23.0,43.0,98.0,2.0
2551444424.0,Dire,89.0,98.0,65.0,16.0,43.0,91.0,6.0,38.0,28.0,29.0,79.0,109.0,9.0,32.0,49.0,84.0,8.0,37.0,104.0,59.0
2551542175.0,Radiant,23.0,89.0,88.0,98.0,104.0,103.0,38.0,10.0,59.0,54.0,111.0,65.0,73.0,32.0,53.0,79.0,9.0,84.0,48.0,16.0
2551608784.0,Radiant,103.0,38.0,10.0,93.0,98.0,23.0,73.0,37.0,59.0,16.0,79.0,8.0,89.0,85.0,2.0,9.0,88.0,50.0,104.0,82.0
2551509577.0,Radiant,9.0,79.0,73.0,109.0,34.0,103.0,62.0,43.0,111.0,50.0,91.0,88.0,93.0,59.0,102.0,65.0,90.0,32.0,8.0,54.0
2551558915.0,Radiant,79.0,91.0,43.0,8.0,74.0,103.0,62.0,55.0,93.0,112.0,9.0,32.0,65.0,12.0,73.0,38.0,6.0,111.0,104.0,39.0
2551529539.0,Dire,79.0,26.0,73.0,67.0,17.0,62.0,91.0,54.0,31.0,93.0,9.0,89.0,84.0,103.0,90.0,28.0,87.0,111.0,6.0,59.0
2551582637.0,Dire,62.0,91.0,68.0,59.0,20.0,9.0,89.0,16.0,111.0,54.0,84.0,73.0,88.0,50.0,72.0,41.0,103.0,55.0,44.0,71.0
2551542809.0,Dire,91.0,103.0,48.0,73.0,70.0,6.0,111.0,98.0,89.0,86.0,62.0,65.0,8.0,10.0,87.0,79.0,9.0,2.0,93.0,102.0
2551633824.0,Dire,79.0,91.0,89.0,70.0,16.0,6.0,111.0,43.0,59.0,26.0,103.0,41.0,54.0,73.0,86.0,84.0,9.0,98.0,31.0,109.0
