match_id,result,Ban_T1_1,Ban_T1_2,Ban_T1_3,Ban_T1_4,Ban_T1_5,Ban_T2_1,Ban_T2_2,Ban_T2_3,Ban_T2_4,Ban_T2_5,Pick_T1_1,Pick_T1_2,Pick_T1_3,Pick_T1_4,Pick_T1_5,Pick_T2_1,Pick_T2_2,Pick_T2_3,Pick_T2_4,Pick_T2_5
2547012516.0,Dire,103.0,6.0,17.0,106.0,50.0,23.0,9.0,15.0,63.0,68.0,65.0,86.0,93.0,97.0,14.0,91.0,54.0,60.0,59.0,84.0
2546943823.0,Dire,9.0,107.0,8.0,111.0,109.0,91.0,16.0,59.0,66.0,74.0,62.0,65.0,79.0,54.0,106.0,38.0,80.0,20.0,32.0,70.0
2547018705.0,Dire,91.0,16.0,59.0,66.0,32.0,80.0,8.0,77.0,39.0,63.0,38.0,20.0,74.0,58.0,93.0,9.0,111.0,6.0,53.0,30.0
2546935618.0,Dire,32.0,79.0,59.0,50.0,94.0,103.0,91.0,34.0,109.0,2.0,20.0,41.0,31.0,73.0,16.0,84.0,6.0,101.0,61.0,17.0
2547014655.0,Radiant,103.0,20.0,109.0,98.0,59.0,91.0,32.0,8.0,84.0,93.0,50.0,80.0,65.0,86.0,28.0,2.0,79.0,6.0,111.0,34.0
2547155844.0,Dire,84.0,65.0,68.0,77.0,17.0,80.0,32.0,28.0,38.0,74.0,50.0,59.0,91.0,33.0,19.0,103.0,2.0,79.0,10.0,39.0
2547224905.0,Dire,84.0,65.0,79.0,6.0,26.0,80.0,50.0,34.0,74.0,43.0,9.0,38.0,87.0,1.0,46.0,103.0,17.0,60.0,54.0,27.0
2547115445.0,Dire,2.0,79.0,50.0,20.0,15.0,9.0,91.0,16.0,65.0,17.0,111.0,6.0,28.0,58.0,13.0,103.0,41.0,53.0,66.0,46.0
2547165450.0,Dire,79.0,91.0,20.0,2.0,15.0,9.0,89.0,58.0,6.0,16.0,41.0,30.0,111.0,59.0,8.0,103.0,65.0,50.0,70.0,47.0
2547137044.0,Dire,103.0,20.0,55.0,112.0,18.0,9.0,23.0,59.0,17.0,28.0,6.0,50.0,21.0,60.0,94.0,91.0,2.0,90.0,12.0,89.0
2547200329.0,Dire,103.0,32.0,54.0,55.0,90.0,9.0,79.0,50.0,111.0,84.0,6.0,20.0,49.0,2.0,75.0,91.0,28.0,8.0,98.0,101.0
2547154885.0,Radiant,61.0,91.0,58.0,31.0,88.0,103.0,107.0,50.0,17.0,79.0,65.0,6.0,32.0,94.0,30.0,111.0,41.0,9.0,84.0,109.0
2547208285.0,Radiant,91.0,65.0,79.0,86.0,98.0,103.0,6.0,73.0,107.0,37.0,2.0,90.0,89.0,32.0,19.0,50.0,9.0,58.0,29.0,45.0
2547301927.0,Dire,103.0,90.0,9.0,32.0,15.0,55.0,53.0,61.0,66.0,17.0,91.0,54.0,5.0,104.0,39.0,65.0,6.0,58.0,84.0,94.0
2547354532.0,Dire,55.0,53.0,29.0,41.0,16.0,103.0,91.0,73.0,89.0,8.0,65.0,71.0,5.0,46.0,95.0,6.0,9.0,79.0,13.0,102.0
2547305725.0,Dire,6.0,9.0,59.0,65.0,2.0,80.0,55.0,34.0,26.0,36.0,84.0,8.0,38.0,91.0,17.0,103.0,41.0,43.0,111.0,10.0
2547353470.0,Radiant,80.0,6.0,59.0,98.0,38.0,103.0,2.0,43.0,84.0,112.0,28.0,60.0,86.0,54.0,73.0,9.0,50.0,107.0,77.0,61.0
2547286015.0,Radiant,103.0,2.0,73.0,6.0,17.0,91.0,16.0,66.0,58.0,9.0,79.0,65.0,62.0,15.0,106.0,20.0,38.0,109.0,111.0,59.0
2547331853.0,Dire,103.0,91.0,53.0,15.0,74.0,16.0,79.0,66.0,58.0,8.0,9.0,41.0,112.0,27.0,106.0,20.0,6.0,87.0,38.0,34.0
2547303225.0,Radiant,91.0,61.0,28.0,111.0,13.0,103.0,2.0,10.0,50.0,48.0,65.0,98.0,23.0,79.0,12.0,84.0,80.0,90.0,93.0,106.0
2547363773.0,Radiant,103.0,65.0,98.0,79.0,58.0,91.0,61.0,89.0,13.0,39.0,84.0,2.0,90.0,18.0,80.0,28.0,50.0,109.0,9.0,29.0
2547411769.0,Dire,38.0,107.0,59.0,43.0,73.0,103.0,6.0,29.0,28.0,63.0,9.0,26.0,84.0,89.0,18.0,111.0,65.0,62.0,98.0,10.0
2547459841.0,Dire,65.0,91.0,43.0,48.0,18.0,6.0,111.0,10.0,62.0,74.0,103.0,55.0,79.0,77.0,98.0,41.0,9.0,26.0,49.0,90.0
2547405264.0,Radiant,32.0,65.0,23.0,103.0,28.0,55.0,6.0,15.0,89.0,43.0,91.0,16.0,66.0,59.0,2.0,79.0,48.0,9.0,62.0,29.0
2547448984.0,Dire,6.0,55.0,66.0,58.0,46.0,79.0,32.0,9.0,43.0,8.0,103.0,41.0,10.0,5.0,17.0,65.0,91.0,23.0,70.0,59.0
2547401914.0,Radiant,91.0,89.0,28.0,87.0,98.0,79.0,103.0,70.0,55.0,112.0,9.0,84.0,65.0,10.0,111.0,32.0,54.0,2.0,20.0,93.0
2547470370.0,Dire,89.0,32.0,28.0,2.0,98.0,79.0,9.0,73.0,55.0,12.0,91.0,70.0,65.0,107.0,15.0,62.0,54.0,31.0,88.0,44.0
2547404209.0,Dire,89.0,84.0,23.0,79.0,15.0,41.0,103.0,32.0,107.0,62.0,65.0,54.0,30.0,74.0,58.0,88.0,9.0,3.0,85.0,98.0
2547438767.0,Dire,89.0,84.0,61.0,38.0,98.0,103.0,41.0,50.0,59.0,32.0,20.0,6.0,74.0,55.0,66.0,79.0,9.0,23.0,48.0,88.0
2547541147.0,Radiant,88.0,65.0,59.0,10.0,50.0,9.0,38.0,55.0,16.0,61.0,79.0,73.0,23.0,48.0,29.0,103.0,41.0,6.0,74.0,26.0
2547592629.0,Dire,98.0,9.0,93.0,73.0,10.0,79.0,88.0,109.0,66.0,8.0,65.0,20.0,48.0,58.0,106.0,68.0,38.0,74.0,103.0,41.0
2547532940.0,Dire,89.0,26.0,63.0,54.0,60.0,32.0,6.0,79.0,10.0,34.0,65.0,84.0,90.0,8.0,73.0,111.0,41.0,9.0,103.0,98.0
2547614737.0,Radiant,32.0,65.0,93.0,54.0,34.0,89.0,26.0,20.0,17.0,43.0,6.0,28.0,87.0,58.0,39.0,91.0,2.0,86.0,56.0,106.0
2547545013.0,Radiant,32.0,62.0,54.0,68.0,28.0,103.0,79.0,10.0,73.0,8.0,91.0,65.0,23.0,59.0,43.0,107.0,2.0,89.0,31.0,40.0
2547598732.0,Dire,32.0,62.0,28.0,2.0,68.0,59.0,70.0,66.0,111.0,8.0,91.0,16.0,50.0,73.0,65.0,54.0,103.0,55.0,89.0,71.0
2547524050.0,Radiant,37.0,88.0,79.0,8.0,1.0,111.0,6.0,10.0,77.0,47.0,65.0,62.0,86.0,89.0,43.0,84.0,9.0,110.0,41.0,109.0
2547593329.0,Radiant,111.0,6.0,10.0,98.0,77.0,65.0,88.0,90.0,37.0,2.0,79.0,89.0,8.0,85.0,16.0,9.0,100.0,55.0,50.0,1.0
2548889995.0,Dire,91.0,6.0,2.0,9.0,43.0,103.0,65.0,84.0,93.0,34.0,38.0,50.0,8.0,7.0,10.0,79.0,28.0,23.0,109.0,73.0
2549029930.0,Radiant,65.0,103.0,54.0,50.0,89.0,91.0,6.0,34.0,109.0,73.0,79.0,38.0,8.0,23.0,9.0,84.0,28.0,90.0,63.0,46.0
2548908956.0,Dire,91.0,65.0,66.0,68.0,43.0,80.0,6.0,89.0,73.0,38.0,84.0,8.0,59.0,111.0,33.0,103.0,41.0,50.0,70.0,15.0
2548970550.0,Dire,91.0,6.0,79.0,50.0,17.0,80.0,89.0,63.0,73.0,41.0,103.0,60.0,90.0,34.0,19.0,9.0,65.0,3.0,18.0,66.0
2548903189.0,Dire,80.0,91.0,88.0,61.0,70.0,16.0,62.0,66.0,6.0,59.0,65.0,87.0,8.0,58.0,74.0,84.0,90.0,99.0,97.0,54.0
2548968400.0,Radiant,91.0,16.0,59.0,6.0,49.0,80.0,84.0,18.0,61.0,97.0,90.0,99.0,30.0,70.0,13.0,53.0,111.0,79.0,48.0,78.0
2548899546.0,Dire,6.0,9.0,73.0,84.0,79.0,91.0,103.0,90.0,68.0,32.0,65.0,89.0,26.0,43.0,1.0,41.0,10.0,87.0,74.0,69.0
2549023865.0,Dire,6.0,90.0,110.0,15.0,8.0,9.0,89.0,73.0,98.0,47.0,65.0,84.0,101.0,18.0,34.0,103.0,41.0,111.0,59.0,40.0
2549139153.0,Dire,91.0,6.0,34.0,60.0,43.0,8.0,65.0,19.0,90.0,54.0,84.0,89.0,38.0,58.0,9.0,103.0,26.0,2.0,10.0,22.0
2549200733.0,Radiant,103.0,65.0,90.0,38.0,55.0,91.0,6.0,59.0,22.0,39.0,9.0,41.0,26.0,10.0,98.0,84.0,89.0,32.0,54.0,2.0
2549124641.0,Radiant,103.0,84.0,109.0,23.0,17.0,91.0,16.0,59.0,6.0,34.0,38.0,9.0,50.0,62.0,70.0,79.0,29.0,93.0,107.0,43.0
2549211234.0,Radiant,103.0,84.0,93.0,63.0,13.0,91.0,16.0,62.0,59.0,58.0,38.0,9.0,6.0,111.0,66.0,50.0,29.0,23.0,109.0,73.0
2549141737.0,Radiant,6.0,90.0,61.0,99.0,39.0,103.0,65.0,62.0,59.0,32.0,9.0,111.0,38.0,93.0,88.0,84.0,91.0,29.0,18.0,17.0
2549189874.0,Radiant,6.0,90.0,80.0,61.0,93.0,103.0,62.0,88.0,59.0,8.0,111.0,98.0,23.0,73.0,54.0,91.0,65.0,101.0,99.0,42.0
2549111670.0,Dire,91.0,103.0,59.0,50.0,3.0,73.0,79.0,89.0,109.0,34.0,20.0,38.0,90.0,54.0,98.0,65.0,6.0,9.0,58.0,112.0
2549222661.0,Radiant,73.0,79.0,2.0,98.0,16.0,91.0,103.0,1.0,8.0,32.0,20.0,97.0,104.0,106.0,60.0,89.0,90.0,65.0,62.0,9.0
2549304968.0,Dire,41.0,6.0,103.0,98.0,8.0,32.0,88.0,29.0,23.0,28.0,79.0,109.0,9.0,73.0,38.0,65.0,26.0,91.0,99.0,93.0
2549351943.0,Radiant,32.0,88.0,93.0,54.0,34.0,41.0,111.0,58.0,65.0,29.0,6.0,50.0,91.0,47.0,2.0,55.0,107.0,30.0,12.0,21.0
2549289998.0,Radiant,91.0,89.0,31.0,29.0,8.0,70.0,65.0,32.0,34.0,90.0,54.0,28.0,107.0,43.0,22.0,98.0,62.0,111.0,18.0,55.0
2549342148.0,Dire,91.0,89.0,31.0,29.0,8.0,70.0,65.0,32.0,34.0,43.0,54.0,28.0,88.0,90.0,73.0,62.0,98.0,111.0,18.0,44.0
2549313529.0,Dire,89.0,85.0,88.0,111.0,29.0,91.0,59.0,6.0,48.0,73.0,79.0,65.0,103.0,10.0,28.0,9.0,23.0,8.0,37.0,60.0
2549381544.0,Radiant,91.0,59.0,73.0,46.0,66.0,89.0,9.0,1.0,41.0,93.0,90.0,23.0,15.0,88.0,98.0,79.0,54.0,43.0,6.0,58.0
2549312032.0,Radiant,73.0,103.0,59.0,15.0,111.0,65.0,32.0,48.0,38.0,54.0,79.0,8.0,28.0,23.0,46.0,91.0,16.0,9.0,10.0,84.0
2549370824.0,Radiant,32.0,65.0,59.0,74.0,46.0,73.0,103.0,38.0,23.0,82.0,79.0,9.0,29.0,48.0,49.0,41.0,84.0,20.0,6.0,94.0
2549410407.0,Dire,79.0,91.0,111.0,9.0,58.0,103.0,32.0,89.0,112.0,77.0,65.0,85.0,86.0,98.0,43.0,20.0,6.0,38.0,17.0,101.0
2549469759.0,Dire,79.0,6.0,8.0,10.0,47.0,32.0,38.0,85.0,54.0,107.0,65.0,89.0,111.0,43.0,59.0,103.0,26.0,28.0,109.0,9.0
2549431849.0,Dire,9.0,89.0,10.0,8.0,18.0,62.0,54.0,111.0,44.0,30.0,32.0,98.0,73.0,88.0,31.0,90.0,23.0,43.0,16.0,1.0
2549498173.0,Radiant,91.0,62.0,34.0,73.0,106.0,9.0,89.0,23.0,98.0,65.0,79.0,15.0,84.0,109.0,16.0,54.0,32.0,31.0,2.0,93.0
2549424687.0,Radiant,91.0,59.0,29.0,89.0,73.0,32.0,79.0,13.0,47.0,15.0,6.0,65.0,102.0,87.0,11.0,23.0,90.0,88.0,93.0,9.0
2549509878.0,Radiant,91.0,59.0,29.0,2.0,41.0,32.0,89.0,79.0,93.0,58.0,65.0,84.0,9.0,106.0,73.0,6.0,111.0,23.0,17.0,38.0
2549420309.0,Radiant,91.0,89.0,65.0,9.0,47.0,79.0,103.0,107.0,74.0,54.0,38.0,112.0,32.0,73.0,70.0,6.0,26.0,29.0,110.0,49.0
2549479137.0,Dire,73.0,79.0,111.0,41.0,10.0,91.0,89.0,54.0,8.0,49.0,26.0,65.0,6.0,62.0,46.0,103.0,9.0,20.0,88.0,93.0
2549584654.0,Radiant,79.0,65.0,41.0,28.0,61.0,32.0,62.0,9.0,38.0,34.0,6.0,111.0,88.0,103.0,94.0,84.0,110.0,74.0,93.0,30.0
2549644214.0,Radiant,79.0,6.0,109.0,89.0,103.0,32.0,111.0,59.0,54.0,34.0,88.0,62.0,86.0,8.0,10.0,65.0,3.0,98.0,73.0,58.0
2549589275.0,Dire,32.0,84.0,41.0,93.0,68.0,91.0,73.0,48.0,70.0,57.0,79.0,23.0,59.0,8.0,2.0,9.0,103.0,111.0,98.0,81.0
2549658092.0,Radiant,91.0,73.0,59.0,6.0,68.0,32.0,79.0,70.0,74.0,65.0,103.0,38.0,20.0,10.0,49.0,9.0,41.0,30.0,16.0,66.0
2549567377.0,Radiant,91.0,6.0,18.0,10.0,103.0,89.0,23.0,90.0,88.0,84.0,9.0,8.0,65.0,37.0,107.0,41.0,79.0,98.0,63.0,26.0
2549650330.0,Dire,89.0,23.0,8.0,98.0,73.0,91.0,6.0,63.0,88.0,87.0,9.0,111.0,49.0,10.0,86.0,79.0,65.0,84.0,48.0,15.0
2549583869.0,Dire,32.0,62.0,93.0,8.0,54.0,103.0,79.0,18.0,73.0,84.0,90.0,65.0,10.0,6.0,58.0,91.0,99.0,89.0,111.0,44.0
2549664835.0,Radiant,32.0,62.0,31.0,89.0,55.0,103.0,79.0,10.0,73.0,43.0,91.0,38.0,8.0,87.0,70.0,54.0,20.0,98.0,107.0,34.0
2550971502.0,Radiant,91.0,90.0,70.0,6.0,61.0,103.0,65.0,8.0,2.0,18.0,80.0,84.0,16.0,101.0,15.0,98.0,50.0,23.0,54.0,38.0
2551125992.0,Radiant,103.0,80.0,18.0,70.0,89.0,91.0,90.0,111.0,29.0,59.0,84.0,6.0,50.0,65.0,15.0,107.0,55.0,2.0,40.0,73.0
2550972124.0,Radiant,79.0,23.0,73.0,89.0,112.0,103.0,91.0,17.0,50.0,58.0,65.0,6.0,20.0,41.0,31.0,111.0,9.0,88.0,54.0,62.0
2551042502.0,Radiant,6.0,91.0,59.0,89.0,46.0,79.0,103.0,90.0,10.0,63.0,9.0,23.0,2.0,68.0,41.0,65.0,50.0,8.0,85.0,73.0
2550962469.0,Dire,6.0,103.0,106.0,2.0,74.0,111.0,9.0,34.0,79.0,47.0,38.0,62.0,50.0,54.0,73.0,91.0,16.0,66.0,59.0,15.0
2551023876.0,Dire,91.0,103.0,50.0,106.0,87.0,111.0,6.0,54.0,86.0,73.0,28.0,60.0,30.0,56.0,46.0,9.0,16.0,66.0,70.0,62.0
2550969678.0,Dire,65.0,41.0,58.0,32.0,17.0,91.0,103.0,73.0,90.0,12.0,79.0,28.0,109.0,110.0,34.0,6.0,9.0,23.0,2.0,74.0
2551078113.0,Radiant,89.0,90.0,12.0,74.0,109.0,103.0,91.0,58.0,32.0,59.0,6.0,65.0,9.0,111.0,76.0,79.0,23.0,2.0,8.0,88.0
2551170074.0,Radiant,91.0,16.0,58.0,66.0,62.0,41.0,6.0,89.0,8.0,10.0,65.0,103.0,79.0,15.0,93.0,9.0,38.0,111.0,70.0,43.0
2551241703.0,Radiant,16.0,91.0,58.0,66.0,62.0,103.0,6.0,89.0,109.0,1.0,65.0,90.0,107.0,40.0,10.0,38.0,20.0,15.0,93.0,57.0
2551167223.0,Radiant,103.0,9.0,48.0,98.0,12.0,6.0,65.0,50.0,59.0,38.0,16.0,8.0,111.0,10.0,66.0,79.0,2.0,107.0,74.0,41.0
2551226728.0,Radiant,103.0,9.0,89.0,55.0,106.0,6.0,38.0,66.0,41.0,59.0,111.0,16.0,15.0,86.0,74.0,8.0,84.0,26.0,97.0,1.0
2551217301.0,Radiant,80.0,9.0,89.0,73.0,41.0,91.0,79.0,34.0,59.0,15.0,103.0,6.0,2.0,75.0,17.0,65.0,107.0,50.0,98.0,46.0
2551292188.0,Dire,91.0,6.0,90.0,89.0,8.0,80.0,9.0,111.0,73.0,10.0,103.0,41.0,101.0,34.0,19.0,2.0,50.0,109.0,20.0,98.0
2551219428.0,Dire,90.0,111.0,89.0,50.0,63.0,91.0,103.0,58.0,15.0,3.0,65.0,6.0,9.0,66.0,26.0,84.0,80.0,31.0,13.0,61.0
2551334799.0,Radiant,103.0,65.0,2.0,16.0,66.0,91.0,90.0,30.0,58.0,13.0,84.0,61.0,101.0,18.0,49.0,6.0,53.0,98.0,3.0,29.0
2551398734.0,Dire,79.0,9.0,68.0,59.0,16.0,103.0,32.0,62.0,91.0,22.0,65.0,73.0,26.0,70.0,85.0,88.0,111.0,98.0,10.0,66.0
2551474091.0,Radiant,32.0,111.0,59.0,54.0,89.0,79.0,103.0,73.0,10.0,16.0,9.0,38.0,20.0,93.0,62.0,65.0,88.0,8.0,37.0,77.0
2551353251.0,Radiant,59.0,65.0,73.0,10.0,28.0,91.0,6.0,48.0,89.0,63.0,79.0,98.0,88.0,85.0,8.0,103.0,9.0,41.0,15.0,38.0
