match_id,result,Ban_T1_1,Ban_T1_2,Ban_T1_3,Ban_T1_4,Ban_T1_5,Ban_T1_6,Ban_T2_1,Ban_T2_2,Ban_T2_3,Ban_T2_4,Ban_T2_5,Ban_T2_6,Pick_T1_1,Pick_T1_2,Pick_T1_3,Pick_T1_4,Pick_T1_5,Pick_T2_1,Pick_T2_2,Pick_T2_3,Pick_T2_4,Pick_T2_5
4971147140.0,Dire,74.0,97.0,73.0,91.0,67.0,45.0,23.0,72.0,68.0,89.0,96.0,54.0,79.0,52.0,25.0,29.0,49.0,58.0,7.0,103.0,106.0,19.0
4971219200.0,Radiant,33.0,103.0,68.0,61.0,41.0,93.0,23.0,9.0,73.0,25.0,54.0,98.0,66.0,84.0,18.0,65.0,46.0,62.0,110.0,7.0,80.0,63.0
4971343154.0,Dire,80.0,33.0,84.0,79.0,61.0,67.0,23.0,73.0,9.0,16.0,54.0,106.0,66.0,25.0,7.0,113.0,121.0,103.0,52.0,21.0,104.0,41.0
4971535610.0,Dire,83.0,73.0,103.0,120.0,67.0,114.0,68.0,19.0,9.0,23.0,52.0,2.0,97.0,5.0,4.0,106.0,22.0,58.0,79.0,93.0,16.0,107.0
4971649432.0,Dire,73.0,58.0,83.0,54.0,8.0,114.0,19.0,97.0,9.0,89.0,72.0,23.0,103.0,5.0,106.0,98.0,10.0,66.0,7.0,91.0,104.0,95.0
4971752684.0,Dire,79.0,58.0,9.0,89.0,64.0,76.0,66.0,23.0,105.0,61.0,54.0,35.0,74.0,19.0,5.0,93.0,14.0,103.0,16.0,86.0,41.0,11.0
4971878070.0,Dire,91.0,79.0,58.0,76.0,106.0,54.0,33.0,103.0,66.0,89.0,93.0,98.0,74.0,23.0,64.0,67.0,2.0,9.0,84.0,19.0,97.0,41.0
4970923784.0,Radiant,61.0,79.0,5.0,23.0,83.0,80.0,9.0,58.0,84.0,76.0,89.0,39.0,72.0,66.0,2.0,86.0,1.0,68.0,10.0,100.0,16.0,15.0
4971001716.0,Radiant,9.0,58.0,84.0,106.0,76.0,2.0,61.0,5.0,23.0,68.0,18.0,80.0,96.0,119.0,98.0,10.0,19.0,66.0,73.0,86.0,52.0,104.0
4971068045.0,Dire,58.0,72.0,103.0,52.0,4.0,45.0,68.0,80.0,88.0,98.0,65.0,84.0,9.0,93.0,37.0,76.0,38.0,79.0,73.0,101.0,57.0,25.0
4971136869.0,Dire,72.0,58.0,79.0,65.0,93.0,23.0,68.0,80.0,88.0,25.0,15.0,76.0,73.0,30.0,86.0,57.0,11.0,52.0,102.0,3.0,106.0,27.0
4971219223.0,Radiant,25.0,10.0,84.0,96.0,29.0,93.0,58.0,66.0,72.0,52.0,73.0,129.0,38.0,79.0,9.0,106.0,98.0,119.0,23.0,64.0,61.0,12.0
4971301802.0,Radiant,66.0,58.0,79.0,17.0,52.0,99.0,10.0,25.0,84.0,65.0,41.0,95.0,111.0,43.0,119.0,2.0,73.0,7.0,46.0,75.0,54.0,38.0
4971405416.0,Dire,52.0,84.0,79.0,89.0,68.0,61.0,83.0,73.0,15.0,18.0,54.0,23.0,58.0,37.0,107.0,67.0,47.0,16.0,9.0,103.0,72.0,74.0
4971503549.0,Radiant,73.0,83.0,15.0,47.0,105.0,80.0,52.0,84.0,58.0,89.0,106.0,76.0,29.0,103.0,27.0,72.0,108.0,79.0,2.0,121.0,8.0,46.0
4971602368.0,Dire,66.0,9.0,91.0,38.0,52.0,54.0,25.0,84.0,23.0,17.0,73.0,65.0,30.0,19.0,44.0,120.0,97.0,79.0,103.0,16.0,46.0,7.0
4971762994.0,Radiant,23.0,84.0,79.0,73.0,19.0,25.0,66.0,91.0,9.0,16.0,53.0,82.0,106.0,103.0,5.0,33.0,34.0,68.0,27.0,2.0,44.0,76.0
4970923478.0,Radiant,66.0,80.0,76.0,111.0,8.0,114.0,84.0,79.0,73.0,2.0,58.0,99.0,23.0,68.0,27.0,44.0,102.0,9.0,97.0,106.0,38.0,12.0
4970976863.0,Dire,84.0,102.0,73.0,68.0,61.0,35.0,80.0,66.0,9.0,52.0,54.0,57.0,79.0,43.0,107.0,8.0,33.0,30.0,23.0,25.0,44.0,38.0
4971034132.0,Radiant,83.0,15.0,73.0,42.0,18.0,52.0,97.0,9.0,84.0,54.0,79.0,98.0,68.0,19.0,27.0,89.0,58.0,88.0,121.0,2.0,80.0,72.0
4971090004.0,Radiant,68.0,83.0,73.0,106.0,88.0,65.0,9.0,97.0,84.0,82.0,39.0,58.0,5.0,19.0,52.0,89.0,98.0,66.0,15.0,107.0,18.0,120.0
4971157392.0,Radiant,61.0,23.0,84.0,44.0,16.0,13.0,66.0,92.0,9.0,76.0,73.0,54.0,58.0,120.0,103.0,106.0,72.0,79.0,52.0,129.0,89.0,108.0
4971293020.0,Radiant,9.0,92.0,66.0,120.0,72.0,83.0,61.0,23.0,79.0,44.0,18.0,106.0,37.0,27.0,73.0,53.0,39.0,84.0,58.0,52.0,89.0,64.0
4971396775.0,Radiant,66.0,58.0,68.0,93.0,10.0,97.0,72.0,52.0,73.0,25.0,106.0,36.0,84.0,79.0,29.0,54.0,23.0,9.0,103.0,8.0,15.0,61.0
4971493281.0,Radiant,72.0,52.0,73.0,45.0,88.0,89.0,58.0,66.0,79.0,16.0,103.0,57.0,9.0,76.0,31.0,93.0,102.0,84.0,29.0,27.0,39.0,10.0
4971609890.0,Radiant,80.0,33.0,66.0,76.0,43.0,67.0,58.0,84.0,91.0,54.0,98.0,104.0,9.0,23.0,37.0,18.0,2.0,62.0,7.0,14.0,53.0,93.0
4971714902.0,Radiant,80.0,66.0,9.0,54.0,65.0,67.0,91.0,84.0,23.0,7.0,104.0,38.0,103.0,72.0,74.0,19.0,2.0,79.0,61.0,52.0,16.0,33.0
4970925304.0,Dire,103.0,52.0,79.0,41.0,86.0,76.0,9.0,58.0,84.0,54.0,93.0,19.0,5.0,57.0,72.0,33.0,49.0,29.0,25.0,18.0,121.0,15.0
4970980698.0,Radiant,9.0,58.0,79.0,93.0,18.0,106.0,103.0,52.0,66.0,25.0,89.0,41.0,29.0,86.0,72.0,3.0,109.0,84.0,121.0,54.0,21.0,43.0
4971031352.0,Dire,103.0,9.0,52.0,98.0,89.0,21.0,73.0,58.0,97.0,93.0,15.0,10.0,88.0,23.0,121.0,28.0,59.0,66.0,107.0,54.0,29.0,68.0
4971103310.0,Radiant,52.0,103.0,9.0,29.0,89.0,43.0,58.0,73.0,97.0,98.0,1.0,93.0,23.0,68.0,28.0,42.0,88.0,66.0,107.0,54.0,16.0,11.0
4971185236.0,Radiant,58.0,79.0,68.0,93.0,43.0,76.0,103.0,66.0,73.0,89.0,41.0,61.0,9.0,23.0,3.0,10.0,28.0,84.0,5.0,54.0,38.0,106.0
4971252360.0,Radiant,103.0,66.0,23.0,111.0,106.0,61.0,58.0,9.0,79.0,93.0,29.0,65.0,84.0,68.0,42.0,74.0,19.0,73.0,25.0,38.0,64.0,52.0
4971353216.0,Radiant,58.0,97.0,73.0,17.0,19.0,76.0,57.0,96.0,72.0,28.0,113.0,41.0,79.0,23.0,25.0,38.0,46.0,68.0,54.0,100.0,104.0,11.0
4971457523.0,Dire,57.0,96.0,72.0,29.0,98.0,34.0,58.0,97.0,73.0,93.0,82.0,17.0,75.0,19.0,23.0,81.0,38.0,83.0,31.0,8.0,69.0,36.0
4971562774.0,Dire,9.0,79.0,58.0,54.0,57.0,120.0,10.0,119.0,61.0,83.0,80.0,39.0,84.0,25.0,18.0,121.0,56.0,68.0,19.0,42.0,33.0,43.0
4971653414.0,Dire,10.0,119.0,73.0,61.0,80.0,96.0,58.0,79.0,9.0,106.0,43.0,52.0,19.0,84.0,75.0,41.0,25.0,5.0,33.0,39.0,89.0,28.0
4972914236.0,Dire,52.0,66.0,68.0,93.0,54.0,11.0,23.0,97.0,72.0,16.0,9.0,25.0,73.0,79.0,119.0,96.0,39.0,58.0,103.0,120.0,89.0,17.0
4972964911.0,Dire,23.0,97.0,73.0,10.0,36.0,1.0,52.0,58.0,103.0,120.0,66.0,119.0,72.0,89.0,85.0,16.0,107.0,79.0,96.0,26.0,17.0,54.0
4973040677.0,Dire,73.0,9.0,84.0,65.0,46.0,39.0,103.0,38.0,79.0,10.0,33.0,82.0,23.0,5.0,58.0,17.0,6.0,66.0,54.0,16.0,19.0,101.0
4973159453.0,Radiant,103.0,79.0,38.0,65.0,111.0,46.0,9.0,73.0,66.0,57.0,19.0,75.0,68.0,18.0,7.0,43.0,58.0,106.0,97.0,121.0,33.0,120.0
4973241356.0,Radiant,83.0,97.0,58.0,68.0,7.0,93.0,52.0,96.0,29.0,37.0,111.0,23.0,73.0,102.0,5.0,19.0,9.0,95.0,65.0,105.0,28.0,114.0
4973348952.0,Radiant,52.0,58.0,76.0,43.0,9.0,5.0,83.0,73.0,79.0,89.0,86.0,45.0,57.0,74.0,72.0,103.0,112.0,97.0,41.0,84.0,19.0,121.0
4972915024.0,Dire,97.0,19.0,9.0,98.0,106.0,94.0,52.0,103.0,73.0,79.0,76.0,23.0,58.0,54.0,68.0,7.0,45.0,84.0,72.0,27.0,102.0,17.0
4972974534.0,Radiant,72.0,73.0,103.0,76.0,93.0,1.0,97.0,19.0,9.0,106.0,54.0,8.0,52.0,102.0,37.0,17.0,42.0,79.0,96.0,86.0,23.0,109.0
4973017840.0,Dire,9.0,54.0,58.0,65.0,23.0,74.0,62.0,14.0,105.0,93.0,98.0,76.0,129.0,101.0,119.0,99.0,72.0,66.0,73.0,19.0,47.0,52.0
4973073617.0,Dire,9.0,66.0,103.0,80.0,41.0,89.0,73.0,52.0,58.0,61.0,99.0,106.0,74.0,104.0,105.0,64.0,93.0,5.0,29.0,92.0,34.0,98.0
4973135877.0,Dire,72.0,73.0,79.0,88.0,61.0,89.0,97.0,58.0,19.0,54.0,98.0,41.0,68.0,17.0,27.0,84.0,8.0,103.0,23.0,26.0,74.0,93.0
4973234250.0,Dire,23.0,72.0,73.0,61.0,54.0,1.0,97.0,58.0,19.0,98.0,82.0,89.0,103.0,52.0,42.0,13.0,129.0,79.0,96.0,25.0,17.0,49.0
4972913573.0,Radiant,58.0,9.0,80.0,38.0,23.0,57.0,73.0,97.0,42.0,54.0,93.0,15.0,75.0,19.0,61.0,52.0,8.0,79.0,103.0,29.0,95.0,106.0
4972958554.0,Radiant,97.0,73.0,58.0,8.0,93.0,95.0,9.0,80.0,66.0,88.0,68.0,23.0,86.0,38.0,30.0,42.0,82.0,19.0,52.0,79.0,61.0,12.0
4973059153.0,Dire,119.0,83.0,68.0,4.0,61.0,111.0,58.0,9.0,79.0,72.0,52.0,75.0,74.0,84.0,23.0,93.0,76.0,5.0,99.0,106.0,17.0,33.0
4973135794.0,Dire,9.0,79.0,58.0,52.0,72.0,76.0,119.0,83.0,33.0,111.0,4.0,68.0,5.0,99.0,17.0,2.0,10.0,103.0,41.0,26.0,98.0,49.0
4973205314.0,Dire,73.0,58.0,97.0,79.0,89.0,16.0,9.0,61.0,15.0,76.0,36.0,98.0,25.0,84.0,31.0,8.0,65.0,103.0,23.0,119.0,18.0,38.0
4973304079.0,Dire,58.0,73.0,97.0,23.0,96.0,17.0,61.0,29.0,9.0,52.0,98.0,82.0,21.0,19.0,103.0,72.0,106.0,79.0,89.0,7.0,13.0,46.0
4972914135.0,Dire,52.0,84.0,29.0,39.0,89.0,74.0,83.0,73.0,66.0,54.0,79.0,41.0,103.0,15.0,121.0,65.0,93.0,16.0,9.0,37.0,18.0,17.0
4972973191.0,Radiant,83.0,73.0,66.0,54.0,57.0,65.0,84.0,52.0,37.0,39.0,9.0,17.0,16.0,79.0,25.0,72.0,76.0,103.0,15.0,87.0,10.0,129.0
4973034496.0,Radiant,58.0,9.0,72.0,106.0,89.0,43.0,19.0,33.0,23.0,2.0,104.0,76.0,79.0,42.0,38.0,21.0,34.0,84.0,74.0,18.0,57.0,52.0
4973107373.0,Radiant,19.0,9.0,58.0,38.0,76.0,104.0,72.0,103.0,66.0,106.0,89.0,1.0,37.0,2.0,29.0,17.0,73.0,79.0,42.0,74.0,43.0,57.0
4973182943.0,Radiant,97.0,58.0,73.0,65.0,102.0,54.0,9.0,57.0,52.0,41.0,38.0,89.0,103.0,106.0,84.0,92.0,11.0,75.0,93.0,88.0,104.0,42.0
4973241299.0,Dire,97.0,58.0,73.0,57.0,65.0,27.0,9.0,103.0,52.0,72.0,19.0,15.0,84.0,37.0,129.0,45.0,114.0,111.0,23.0,61.0,28.0,12.0
