match_id,result,Ban_T1_1,Ban_T1_2,Ban_T1_3,Ban_T1_4,Ban_T1_5,Ban_T1_6,Ban_T2_1,Ban_T2_2,Ban_T2_3,Ban_T2_4,Ban_T2_5,Ban_T2_6,Pick_T1_1,Pick_T1_2,Pick_T1_3,Pick_T1_4,Pick_T1_5,Pick_T2_1,Pick_T2_2,Pick_T2_3,Pick_T2_4,Pick_T2_5
4982200558.0,Radiant,58.0,52.0,29.0,65.0,68.0,18.0,91.0,66.0,41.0,9.0,76.0,16.0,103.0,73.0,86.0,106.0,55.0,19.0,79.0,98.0,107.0,54.0
4983489657.0,Dire,66.0,58.0,19.0,41.0,73.0,23.0,84.0,79.0,97.0,27.0,42.0,18.0,52.0,29.0,26.0,107.0,94.0,103.0,86.0,96.0,72.0,91.0
4983550247.0,Radiant,58.0,79.0,103.0,23.0,9.0,43.0,66.0,91.0,86.0,68.0,65.0,93.0,19.0,57.0,21.0,5.0,99.0,84.0,73.0,121.0,96.0,15.0
4983935086.0,Radiant,103.0,73.0,19.0,99.0,72.0,18.0,16.0,68.0,58.0,86.0,46.0,35.0,66.0,29.0,107.0,52.0,82.0,91.0,57.0,30.0,76.0,7.0
4984038549.0,Dire,66.0,58.0,91.0,71.0,106.0,5.0,68.0,57.0,19.0,18.0,65.0,114.0,103.0,86.0,97.0,42.0,99.0,73.0,55.0,27.0,23.0,112.0
4985705053.0,Dire,84.0,52.0,29.0,23.0,49.0,106.0,73.0,66.0,58.0,97.0,26.0,111.0,19.0,41.0,9.0,34.0,79.0,103.0,86.0,96.0,72.0,67.0
4985787596.0,Radiant,84.0,52.0,58.0,72.0,23.0,106.0,73.0,66.0,29.0,41.0,34.0,82.0,103.0,86.0,18.0,55.0,46.0,96.0,26.0,64.0,54.0,59.0
4985891168.0,Dire,73.0,66.0,58.0,91.0,89.0,106.0,52.0,84.0,96.0,23.0,72.0,16.0,103.0,86.0,41.0,11.0,55.0,29.0,46.0,27.0,112.0,42.0
4986133311.0,Radiant,97.0,91.0,73.0,74.0,106.0,55.0,52.0,68.0,16.0,100.0,27.0,72.0,29.0,66.0,86.0,46.0,82.0,58.0,103.0,19.0,67.0,45.0
4986260666.0,Dire,97.0,68.0,91.0,74.0,55.0,93.0,52.0,73.0,66.0,86.0,82.0,13.0,29.0,46.0,27.0,54.0,33.0,121.0,19.0,106.0,57.0,114.0
4986362254.0,Dire,97.0,68.0,91.0,106.0,74.0,114.0,52.0,73.0,66.0,82.0,89.0,42.0,86.0,29.0,84.0,46.0,8.0,58.0,19.0,121.0,41.0,45.0
4986461644.0,Radiant,52.0,55.0,58.0,82.0,106.0,11.0,97.0,73.0,103.0,95.0,74.0,53.0,91.0,19.0,102.0,98.0,72.0,66.0,57.0,99.0,107.0,21.0
4967602648.0,Radiant,25.0,79.0,68.0,93.0,50.0,18.0,58.0,105.0,73.0,89.0,106.0,41.0,23.0,64.0,103.0,61.0,113.0,84.0,119.0,111.0,43.0,19.0
4967652141.0,Radiant,25.0,68.0,84.0,111.0,8.0,17.0,105.0,58.0,73.0,89.0,106.0,54.0,23.0,5.0,74.0,2.0,72.0,119.0,19.0,110.0,95.0,80.0
4967695591.0,Dire,25.0,58.0,86.0,26.0,27.0,21.0,79.0,84.0,76.0,41.0,16.0,13.0,103.0,9.0,57.0,6.0,46.0,52.0,29.0,37.0,73.0,100.0
4967765768.0,Radiant,79.0,58.0,84.0,57.0,54.0,16.0,25.0,73.0,86.0,45.0,88.0,41.0,103.0,29.0,27.0,94.0,72.0,52.0,76.0,3.0,33.0,102.0
4967821629.0,Radiant,65.0,86.0,33.0,8.0,99.0,106.0,91.0,66.0,97.0,73.0,44.0,109.0,103.0,16.0,79.0,46.0,52.0,58.0,120.0,54.0,26.0,45.0
4967897880.0,Radiant,103.0,65.0,86.0,4.0,73.0,106.0,120.0,5.0,91.0,61.0,54.0,8.0,53.0,23.0,9.0,17.0,82.0,79.0,52.0,84.0,80.0,102.0
4967956396.0,Dire,97.0,68.0,33.0,102.0,65.0,49.0,103.0,73.0,93.0,96.0,23.0,106.0,58.0,37.0,19.0,10.0,13.0,91.0,72.0,29.0,79.0,74.0
4968051649.0,Dire,37.0,57.0,79.0,129.0,23.0,61.0,97.0,68.0,58.0,29.0,65.0,25.0,91.0,48.0,3.0,2.0,74.0,103.0,72.0,84.0,9.0,76.0
4968169805.0,Radiant,91.0,79.0,68.0,93.0,109.0,82.0,23.0,86.0,52.0,107.0,65.0,38.0,73.0,66.0,25.0,106.0,96.0,110.0,129.0,37.0,17.0,99.0
4968242416.0,Dire,52.0,86.0,10.0,33.0,76.0,46.0,23.0,73.0,66.0,90.0,41.0,47.0,57.0,100.0,13.0,4.0,82.0,79.0,96.0,93.0,84.0,7.0
4967601727.0,Dire,57.0,58.0,52.0,66.0,98.0,4.0,91.0,61.0,97.0,13.0,76.0,59.0,38.0,22.0,73.0,84.0,47.0,9.0,106.0,18.0,29.0,68.0
4967654870.0,Radiant,97.0,66.0,73.0,17.0,63.0,13.0,58.0,9.0,106.0,3.0,65.0,23.0,91.0,72.0,79.0,104.0,76.0,103.0,2.0,5.0,1.0,120.0
4967701639.0,Radiant,103.0,73.0,57.0,93.0,61.0,50.0,97.0,68.0,52.0,121.0,119.0,54.0,72.0,96.0,75.0,25.0,36.0,91.0,19.0,31.0,8.0,80.0
4967770591.0,Dire,97.0,91.0,58.0,73.0,72.0,61.0,103.0,57.0,50.0,93.0,86.0,98.0,9.0,111.0,42.0,76.0,69.0,68.0,23.0,33.0,29.0,35.0
4967877032.0,Dire,97.0,58.0,84.0,76.0,111.0,93.0,99.0,66.0,9.0,65.0,7.0,29.0,68.0,23.0,121.0,73.0,102.0,38.0,5.0,106.0,79.0,63.0
4967962327.0,Radiant,99.0,66.0,23.0,7.0,73.0,113.0,58.0,84.0,38.0,68.0,65.0,106.0,9.0,42.0,121.0,33.0,19.0,79.0,25.0,29.0,18.0,37.0
4968049919.0,Radiant,106.0,9.0,84.0,68.0,18.0,39.0,83.0,61.0,88.0,66.0,71.0,51.0,58.0,73.0,37.0,15.0,107.0,52.0,16.0,103.0,72.0,79.0
4968150000.0,Radiant,73.0,83.0,66.0,10.0,15.0,18.0,106.0,9.0,58.0,79.0,54.0,23.0,103.0,29.0,25.0,72.0,17.0,68.0,2.0,119.0,46.0,63.0
4968324806.0,Radiant,97.0,33.0,103.0,23.0,72.0,76.0,73.0,79.0,58.0,54.0,26.0,94.0,9.0,66.0,7.0,106.0,99.0,84.0,52.0,89.0,30.0,36.0
4968466397.0,Dire,97.0,79.0,33.0,65.0,54.0,39.0,66.0,73.0,9.0,23.0,61.0,94.0,103.0,121.0,72.0,7.0,113.0,84.0,52.0,96.0,18.0,26.0
4967601481.0,Radiant,58.0,33.0,66.0,61.0,54.0,92.0,52.0,9.0,68.0,73.0,106.0,35.0,84.0,79.0,89.0,64.0,11.0,103.0,121.0,18.0,108.0,36.0
4967642360.0,Dire,58.0,52.0,37.0,89.0,68.0,17.0,66.0,33.0,79.0,73.0,61.0,38.0,121.0,50.0,19.0,67.0,77.0,103.0,16.0,9.0,54.0,110.0
4967689210.0,Radiant,65.0,57.0,58.0,113.0,29.0,112.0,9.0,68.0,52.0,76.0,72.0,82.0,5.0,97.0,8.0,119.0,49.0,84.0,106.0,86.0,54.0,20.0
4967744940.0,Radiant,65.0,76.0,52.0,113.0,89.0,13.0,9.0,88.0,25.0,97.0,16.0,10.0,68.0,106.0,27.0,84.0,94.0,58.0,7.0,5.0,54.0,23.0
4967813166.0,Dire,9.0,33.0,66.0,16.0,29.0,89.0,58.0,84.0,73.0,96.0,54.0,18.0,79.0,26.0,76.0,2.0,41.0,103.0,52.0,23.0,86.0,44.0
4967878474.0,Dire,9.0,66.0,23.0,54.0,52.0,17.0,73.0,68.0,84.0,61.0,97.0,106.0,27.0,19.0,58.0,89.0,22.0,79.0,103.0,16.0,72.0,18.0
4967969353.0,Dire,83.0,96.0,66.0,113.0,38.0,1.0,73.0,97.0,58.0,89.0,18.0,54.0,19.0,75.0,64.0,39.0,42.0,103.0,86.0,53.0,72.0,74.0
4968053464.0,Radiant,73.0,75.0,84.0,55.0,89.0,67.0,83.0,58.0,53.0,106.0,8.0,114.0,97.0,74.0,111.0,93.0,19.0,87.0,71.0,40.0,102.0,14.0
4968129116.0,Radiant,68.0,84.0,111.0,8.0,54.0,1.0,66.0,58.0,50.0,65.0,73.0,36.0,79.0,16.0,75.0,67.0,49.0,5.0,17.0,33.0,96.0,95.0
4968280282.0,Dire,68.0,84.0,9.0,104.0,16.0,25.0,66.0,58.0,79.0,61.0,73.0,36.0,129.0,110.0,3.0,44.0,49.0,119.0,54.0,5.0,7.0,17.0
4967600837.0,Dire,66.0,33.0,111.0,76.0,79.0,70.0,84.0,58.0,73.0,29.0,65.0,2.0,68.0,106.0,86.0,54.0,98.0,9.0,23.0,121.0,99.0,113.0
4967655141.0,Dire,9.0,66.0,111.0,99.0,98.0,65.0,84.0,58.0,68.0,29.0,76.0,52.0,73.0,25.0,3.0,16.0,39.0,79.0,23.0,7.0,93.0,86.0
4967721543.0,Dire,97.0,84.0,38.0,67.0,111.0,10.0,73.0,119.0,83.0,89.0,65.0,61.0,37.0,79.0,2.0,4.0,17.0,58.0,120.0,103.0,106.0,113.0
4967784803.0,Radiant,97.0,120.0,58.0,106.0,45.0,74.0,73.0,61.0,84.0,89.0,65.0,23.0,83.0,68.0,18.0,104.0,47.0,121.0,19.0,38.0,67.0,22.0
4967893095.0,Radiant,73.0,104.0,16.0,72.0,97.0,29.0,52.0,23.0,105.0,13.0,57.0,76.0,5.0,89.0,119.0,84.0,93.0,9.0,106.0,64.0,54.0,108.0
4967996576.0,Dire,23.0,73.0,121.0,2.0,106.0,52.0,25.0,68.0,58.0,57.0,104.0,76.0,91.0,72.0,5.0,38.0,17.0,79.0,18.0,64.0,29.0,21.0
4968097430.0,Radiant,9.0,79.0,61.0,97.0,58.0,82.0,52.0,29.0,76.0,89.0,54.0,94.0,84.0,27.0,96.0,72.0,17.0,68.0,106.0,120.0,50.0,73.0
4968187584.0,Dire,52.0,29.0,65.0,16.0,57.0,43.0,9.0,79.0,61.0,54.0,41.0,82.0,103.0,58.0,27.0,14.0,113.0,84.0,72.0,21.0,100.0,11.0
4968350012.0,Dire,73.0,106.0,58.0,89.0,81.0,41.0,9.0,84.0,33.0,27.0,76.0,86.0,87.0,38.0,19.0,63.0,74.0,79.0,52.0,129.0,102.0,88.0
4968447861.0,Radiant,9.0,33.0,66.0,76.0,93.0,94.0,73.0,58.0,84.0,88.0,52.0,23.0,79.0,102.0,86.0,89.0,19.0,5.0,38.0,106.0,75.0,98.0
4969185780.0,Radiant,97.0,91.0,79.0,29.0,16.0,61.0,73.0,52.0,57.0,93.0,43.0,25.0,84.0,58.0,7.0,10.0,15.0,72.0,103.0,20.0,23.0,39.0
4969238891.0,Dire,29.0,72.0,68.0,76.0,41.0,77.0,79.0,97.0,58.0,37.0,103.0,7.0,57.0,93.0,31.0,43.0,27.0,52.0,86.0,84.0,16.0,94.0
4969288250.0,Dire,66.0,79.0,23.0,106.0,76.0,52.0,33.0,111.0,119.0,29.0,17.0,61.0,18.0,68.0,83.0,98.0,43.0,84.0,9.0,99.0,65.0,39.0
4969357844.0,Radiant,66.0,23.0,9.0,106.0,65.0,67.0,33.0,111.0,79.0,18.0,17.0,73.0,119.0,68.0,16.0,61.0,41.0,84.0,52.0,121.0,7.0,1.0
4969415357.0,Radiant,73.0,79.0,72.0,76.0,106.0,15.0,25.0,58.0,86.0,89.0,29.0,119.0,52.0,102.0,5.0,54.0,23.0,84.0,9.0,103.0,41.0,39.0
4969496405.0,Dire,25.0,86.0,79.0,102.0,76.0,23.0,73.0,52.0,58.0,54.0,96.0,10.0,84.0,106.0,29.0,30.0,1.0,103.0,72.0,9.0,16.0,46.0
4969568760.0,Dire,58.0,84.0,52.0,9.0,73.0,23.0,91.0,66.0,38.0,97.0,93.0,82.0,103.0,106.0,45.0,53.0,6.0,79.0,29.0,26.0,72.0,89.0
4969674124.0,Dire,58.0,103.0,52.0,93.0,109.0,17.0,66.0,38.0,91.0,82.0,106.0,15.0,84.0,9.0,73.0,57.0,98.0,79.0,16.0,64.0,54.0,23.0
4969752692.0,Dire,79.0,89.0,72.0,86.0,41.0,98.0,52.0,73.0,58.0,8.0,76.0,25.0,84.0,97.0,26.0,95.0,23.0,103.0,16.0,119.0,10.0,49.0
4969903576.0,Radiant,79.0,72.0,73.0,10.0,15.0,35.0,58.0,9.0,103.0,29.0,57.0,76.0,52.0,54.0,66.0,16.0,107.0,37.0,96.0,100.0,18.0,94.0
4969185930.0,Radiant,52.0,9.0,79.0,68.0,54.0,46.0,58.0,93.0,103.0,83.0,96.0,38.0,66.0,73.0,121.0,106.0,16.0,29.0,25.0,84.0,72.0,76.0
4969232153.0,Radiant,9.0,52.0,79.0,103.0,89.0,23.0,58.0,66.0,73.0,111.0,19.0,74.0,97.0,8.0,121.0,45.0,7.0,102.0,119.0,3.0,18.0,106.0
4969274267.0,Dire,79.0,52.0,66.0,120.0,72.0,54.0,9.0,91.0,38.0,119.0,121.0,76.0,92.0,18.0,5.0,16.0,106.0,84.0,58.0,37.0,23.0,41.0
4969319314.0,Radiant,79.0,58.0,66.0,73.0,37.0,54.0,91.0,9.0,38.0,23.0,92.0,76.0,84.0,72.0,5.0,74.0,18.0,103.0,52.0,86.0,96.0,41.0
4969405346.0,Dire,73.0,83.0,79.0,93.0,10.0,57.0,97.0,72.0,23.0,39.0,61.0,89.0,29.0,103.0,20.0,52.0,113.0,68.0,15.0,107.0,18.0,2.0
4969499647.0,Radiant,72.0,23.0,97.0,39.0,82.0,35.0,73.0,83.0,79.0,93.0,54.0,41.0,68.0,15.0,107.0,2.0,4.0,7.0,20.0,110.0,63.0,76.0
4969584026.0,Dire,84.0,33.0,119.0,76.0,41.0,7.0,58.0,79.0,73.0,23.0,129.0,27.0,103.0,72.0,106.0,97.0,65.0,5.0,61.0,83.0,10.0,2.0
4969661339.0,Radiant,58.0,79.0,73.0,106.0,23.0,76.0,33.0,84.0,83.0,61.0,119.0,54.0,5.0,14.0,111.0,43.0,10.0,16.0,25.0,87.0,72.0,93.0
4969740895.0,Dire,97.0,73.0,58.0,93.0,45.0,57.0,52.0,72.0,9.0,89.0,54.0,23.0,68.0,16.0,106.0,120.0,94.0,66.0,7.0,67.0,74.0,65.0
4969840552.0,Dire,66.0,97.0,86.0,65.0,74.0,106.0,52.0,72.0,58.0,103.0,84.0,2.0,79.0,73.0,64.0,23.0,16.0,83.0,121.0,68.0,93.0,114.0
4969186537.0,Dire,50.0,80.0,9.0,61.0,54.0,106.0,97.0,58.0,91.0,57.0,96.0,46.0,79.0,52.0,16.0,89.0,11.0,84.0,88.0,30.0,72.0,73.0
4969248720.0,Dire,97.0,91.0,58.0,96.0,57.0,46.0,80.0,50.0,88.0,61.0,73.0,76.0,84.0,72.0,27.0,29.0,25.0,79.0,9.0,52.0,102.0,94.0
4969292028.0,Radiant,79.0,25.0,91.0,93.0,41.0,63.0,66.0,58.0,33.0,76.0,86.0,74.0,73.0,111.0,19.0,106.0,65.0,68.0,23.0,27.0,98.0,54.0
4969348313.0,Dire,33.0,73.0,58.0,71.0,29.0,106.0,23.0,79.0,5.0,18.0,10.0,41.0,66.0,121.0,19.0,76.0,61.0,91.0,72.0,96.0,37.0,38.0
4969405883.0,Dire,58.0,66.0,97.0,67.0,4.0,73.0,61.0,72.0,84.0,89.0,41.0,98.0,9.0,103.0,93.0,16.0,65.0,79.0,83.0,2.0,21.0,91.0
4969485474.0,Dire,66.0,97.0,58.0,67.0,74.0,21.0,61.0,72.0,73.0,89.0,13.0,77.0,9.0,84.0,26.0,80.0,42.0,79.0,7.0,103.0,91.0,95.0
4969560020.0,Dire,9.0,33.0,58.0,106.0,54.0,73.0,66.0,84.0,79.0,41.0,65.0,49.0,103.0,16.0,72.0,86.0,43.0,30.0,120.0,2.0,63.0,25.0
4969641209.0,Radiant,66.0,110.0,3.0,61.0,89.0,77.0,33.0,58.0,79.0,63.0,41.0,25.0,9.0,84.0,37.0,93.0,11.0,86.0,16.0,54.0,68.0,76.0
4969729714.0,Dire,73.0,97.0,88.0,61.0,54.0,76.0,27.0,103.0,98.0,23.0,94.0,39.0,84.0,9.0,72.0,16.0,74.0,52.0,58.0,19.0,42.0,21.0
4969823336.0,Dire,97.0,73.0,19.0,42.0,89.0,17.0,27.0,103.0,98.0,23.0,57.0,61.0,84.0,9.0,37.0,18.0,82.0,88.0,58.0,121.0,54.0,93.0
4969187966.0,Dire,19.0,75.0,58.0,114.0,39.0,121.0,119.0,83.0,84.0,4.0,15.0,76.0,73.0,111.0,103.0,16.0,61.0,97.0,93.0,79.0,54.0,100.0
4969247132.0,Radiant,19.0,97.0,75.0,93.0,68.0,39.0,83.0,119.0,38.0,15.0,96.0,23.0,58.0,73.0,107.0,50.0,37.0,88.0,52.0,79.0,8.0,61.0
4969295489.0,Dire,33.0,79.0,58.0,93.0,38.0,42.0,66.0,91.0,82.0,23.0,73.0,61.0,86.0,96.0,37.0,106.0,109.0,84.0,9.0,30.0,43.0,54.0
4969351370.0,Radiant,84.0,9.0,58.0,98.0,106.0,41.0,66.0,82.0,91.0,68.0,73.0,113.0,38.0,103.0,27.0,52.0,46.0,79.0,104.0,31.0,43.0,18.0
4969402562.0,Dire,97.0,58.0,73.0,37.0,13.0,76.0,86.0,88.0,52.0,15.0,9.0,39.0,103.0,79.0,96.0,93.0,74.0,29.0,19.0,54.0,104.0,17.0
4969495247.0,Radiant,58.0,73.0,97.0,68.0,65.0,17.0,86.0,88.0,52.0,98.0,15.0,76.0,103.0,27.0,57.0,41.0,35.0,29.0,19.0,93.0,102.0,40.0
4969565764.0,Dire,72.0,58.0,84.0,65.0,103.0,111.0,73.0,66.0,79.0,61.0,121.0,89.0,23.0,68.0,86.0,39.0,44.0,9.0,76.0,38.0,54.0,5.0
4969661567.0,Dire,84.0,9.0,73.0,121.0,52.0,23.0,72.0,38.0,103.0,86.0,54.0,93.0,58.0,5.0,106.0,97.0,8.0,66.0,16.0,25.0,18.0,119.0
4969748381.0,Dire,58.0,68.0,2.0,111.0,79.0,104.0,9.0,72.0,84.0,93.0,80.0,39.0,64.0,7.0,98.0,54.0,25.0,83.0,73.0,121.0,15.0,65.0
4969839520.0,Radiant,9.0,72.0,84.0,80.0,18.0,52.0,2.0,58.0,83.0,103.0,100.0,11.0,68.0,73.0,107.0,23.0,39.0,79.0,88.0,19.0,54.0,15.0
4970923003.0,Dire,103.0,23.0,73.0,89.0,93.0,61.0,66.0,9.0,79.0,54.0,8.0,25.0,84.0,121.0,31.0,41.0,35.0,74.0,19.0,5.0,64.0,67.0
4970995519.0,Radiant,103.0,23.0,68.0,10.0,93.0,8.0,66.0,9.0,73.0,86.0,17.0,5.0,84.0,54.0,97.0,46.0,65.0,79.0,96.0,25.0,20.0,35.0
4971088106.0,Dire,74.0,73.0,79.0,45.0,86.0,113.0,23.0,72.0,97.0,89.0,54.0,78.0,57.0,52.0,68.0,18.0,121.0,58.0,103.0,91.0,120.0,19.0
